time,mA,pA,mB,pB
3.713,0.4885,0.52172,0.4885,0.52172
3.714,0.48852,0.52168,0.48852,0.52168
3.715,0.48855,0.52165,0.48855,0.52165
3.716,0.48857,0.52162,0.48857,0.52162
3.717,0.48859,0.52159,0.48859,0.52159
3.718,0.48861,0.52155,0.48861,0.52155
3.719,0.48863,0.52152,0.48863,0.52152
3.72,0.48865,0.52149,0.48865,0.52149
3.721,0.48867,0.52145,0.48867,0.52145
3.722,0.48869,0.52142,0.48869,0.52142
3.723,0.48872,0.52139,0.48872,0.52139
3.724,0.48874,0.52136,0.48874,0.52136
3.725,0.48876,0.52132,0.48876,0.52132
3.726,0.48878,0.52129,0.48878,0.52129
3.727,0.4888,0.52126,0.4888,0.52126
3.728,0.48882,0.52123,0.48882,0.52123
3.729,0.48884,0.52119,0.48884,0.52119
3.73,0.48886,0.52116,0.48886,0.52116
3.731,0.48888,0.52113,0.48888,0.52113
3.732,0.4889,0.5211,0.4889,0.5211
3.733,0.48892,0.52106,0.48892,0.52106
3.734,0.48895,0.52103,0.48895,0.52103
3.735,0.48897,0.521,0.48897,0.521
3.736,0.48899,0.52097,0.48899,0.52097
3.737,0.48901,0.52094,0.48901,0.52094
3.738,0.48903,0.5209,0.48903,0.5209
3.739,0.48905,0.52087,0.48905,0.52087
3.74,0.48907,0.52084,0.48907,0.52084
3.741,0.48909,0.52081,0.48909,0.52081
3.742,0.48911,0.52078,0.48911,0.52078
3.743,0.48913,0.52075,0.48913,0.52075
3.744,0.48915,0.52071,0.48915,0.52071
3.745,0.48917,0.52068,0.48917,0.52068
3.746,0.48919,0.52065,0.48919,0.52065
3.747,0.48921,0.52062,0.48921,0.52062
3.748,0.48923,0.52059,0.48923,0.52059
3.749,0.48925,0.52056,0.48925,0.52056
3.75,0.48927,0.52053,0.48927,0.52053
3.751,0.48929,0.52049,0.48929,0.52049
3.752,0.48931,0.52046,0.48931,0.52046
3.753,0.48933,0.52043,0.48933,0.52043
3.754,0.48935,0.5204,0.48935,0.5204
3.755,0.48937,0.52037,0.48937,0.52037
3.756,0.48939,0.52034,0.48939,0.52034
3.757,0.48941,0.52031,0.48941,0.52031
3.758,0.48943,0.52028,0.48943,0.52028
3.759,0.48945,0.52025,0.48945,0.52025
3.76,0.48947,0.52022,0.48947,0.52022
3.761,0.48949,0.52019,0.48949,0.52019
3.762,0.48951,0.52016,0.48951,0.52016
3.763,0.48953,0.52013,0.48953,0.52013
3.764,0.48954,0.52009,0.48954,0.52009
3.765,0.48956,0.52006,0.48956,0.52006
3.766,0.48958,0.52003,0.48958,0.52003
3.767,0.4896,0.52,0.4896,0.52
3.768,0.48962,0.51997,0.48962,0.51997
3.769,0.48964,0.51994,0.48964,0.51994
3.77,0.48966,0.51991,0.48966,0.51991
3.771,0.48968,0.51988,0.48968,0.51988
3.772,0.4897,0.51985,0.4897,0.51985
3.773,0.48972,0.51982,0.48972,0.51982
3.774,0.48974,0.51979,0.48974,0.51979
3.775,0.48975,0.51976,0.48975,0.51976
3.776,0.48977,0.51973,0.48977,0.51973
3.777,0.48979,0.5197,0.48979,0.5197
3.778,0.48981,0.51967,0.48981,0.51967
3.779,0.48983,0.51964,0.48983,0.51964
3.78,0.48985,0.51961,0.48985,0.51961
3.781,0.48987,0.51958,0.48987,0.51958
3.782,0.48989,0.51956,0.48989,0.51956
3.783,0.4899,0.51953,0.4899,0.51953
3.784,0.48992,0.5195,0.48992,0.5195
3.785,0.48994,0.51947,0.48994,0.51947
3.786,0.48996,0.51944,0.48996,0.51944
3.787,0.48998,0.51941,0.48998,0.51941
3.788,0.49,0.51938,0.49,0.51938
3.789,0.49002,0.51935,0.49002,0.51935
3.79,0.49003,0.51932,0.49003,0.51932
3.791,0.49005,0.51929,0.49005,0.51929
3.792,0.49007,0.51926,0.49007,0.51926
3.793,0.49009,0.51923,0.49009,0.51923
3.794,0.49011,0.51921,0.49011,0.51921
3.795,0.49013,0.51918,0.49013,0.51918
3.796,0.49014,0.51915,0.49014,0.51915
3.797,0.49016,0.51912,0.49016,0.51912
3.798,0.49018,0.51909,0.49018,0.51909
3.799,0.4902,0.51906,0.4902,0.51906
3.8,0.49022,0.51903,0.49022,0.51903
3.801,0.49023,0.519,0.49023,0.519
3.802,0.49025,0.51898,0.49025,0.51898
3.803,0.49027,0.51895,0.49027,0.51895
3.804,0.49029,0.51892,0.49029,0.51892
3.805,0.4903,0.51889,0.4903,0.51889
3.806,0.49032,0.51886,0.49032,0.51886
3.807,0.49034,0.51883,0.49034,0.51883
3.808,0.49036,0.51881,0.49036,0.51881
3.809,0.49038,0.51878,0.49038,0.51878
3.81,0.49039,0.51875,0.49039,0.51875
3.811,0.49041,0.51872,0.49041,0.51872
3.812,0.49043,0.51869,0.49043,0.51869
3.813,0.49045,0.51867,0.49045,0.51867
3.814,0.49046,0.51864,0.49046,0.51864
3.815,0.49048,0.51861,0.49048,0.51861
3.816,0.4905,0.51858,0.4905,0.51858
3.817,0.49052,0.51855,0.49052,0.51855
3.818,0.49053,0.51853,0.49053,0.51853
3.819,0.49055,0.5185,0.49055,0.5185
3.82,0.49057,0.51847,0.49057,0.51847
3.821,0.49058,0.51844,0.49058,0.51844
3.822,0.4906,0.51842,0.4906,0.51842
3.823,0.49062,0.51839,0.49062,0.51839
3.824,0.49064,0.51836,0.49064,0.51836
3.825,0.49065,0.51833,0.49065,0.51833
3.826,0.49067,0.51831,0.49067,0.51831
3.827,0.49069,0.51828,0.49069,0.51828
3.828,0.4907,0.51825,0.4907,0.51825
3.829,0.49072,0.51822,0.49072,0.51822
3.83,0.49074,0.5182,0.49074,0.5182
3.831,0.49075,0.51817,0.49075,0.51817
3.832,0.49077,0.51814,0.49077,0.51814
3.833,0.49079,0.51812,0.49079,0.51812
3.834,0.4908,0.51809,0.4908,0.51809
3.835,0.49082,0.51806,0.49082,0.51806
3.836,0.49084,0.51803,0.49084,0.51803
3.837,0.49085,0.51801,0.49085,0.51801
3.838,0.49087,0.51798,0.49087,0.51798
3.839,0.49089,0.51795,0.49089,0.51795
3.84,0.4909,0.51793,0.4909,0.51793
3.841,0.49092,0.5179,0.49092,0.5179
3.842,0.49094,0.51787,0.49094,0.51787
3.843,0.49095,0.51785,0.49095,0.51785
3.844,0.49097,0.51782,0.49097,0.51782
3.845,0.49099,0.51779,0.49099,0.51779
3.846,0.491,0.51777,0.491,0.51777
3.847,0.49102,0.51774,0.49102,0.51774
3.848,0.49104,0.51772,0.49104,0.51772
3.849,0.49105,0.51769,0.49105,0.51769
3.85,0.49107,0.51766,0.49107,0.51766
3.851,0.49108,0.51764,0.49108,0.51764
3.852,0.4911,0.51761,0.4911,0.51761
3.853,0.49112,0.51758,0.49112,0.51758
3.854,0.49113,0.51756,0.49113,0.51756
3.855,0.49115,0.51753,0.49115,0.51753
3.856,0.49116,0.51751,0.49116,0.51751
3.857,0.49118,0.51748,0.49118,0.51748
3.858,0.4912,0.51745,0.4912,0.51745
3.859,0.49121,0.51743,0.49121,0.51743
3.86,0.49123,0.5174,0.49123,0.5174
3.861,0.49124,0.51738,0.49124,0.51738
3.862,0.49126,0.51735,0.49126,0.51735
3.863,0.49127,0.51732,0.49127,0.51732
3.864,0.49129,0.5173,0.49129,0.5173
3.865,0.49131,0.51727,0.49131,0.51727
3.866,0.49132,0.51725,0.49132,0.51725
3.867,0.49134,0.51722,0.49134,0.51722
3.868,0.49135,0.5172,0.49135,0.5172
3.869,0.49137,0.51717,0.49137,0.51717
3.87,0.49138,0.51715,0.49138,0.51715
3.871,0.4914,0.51712,0.4914,0.51712
3.872,0.49142,0.5171,0.49142,0.5171
3.873,0.49143,0.51707,0.49143,0.51707
3.874,0.49145,0.51704,0.49145,0.51704
3.875,0.49146,0.51702,0.49146,0.51702
3.876,0.49148,0.51699,0.49148,0.51699
3.877,0.49149,0.51697,0.49149,0.51697
3.878,0.49151,0.51694,0.49151,0.51694
3.879,0.49152,0.51692,0.49152,0.51692
3.88,0.49154,0.51689,0.49154,0.51689
3.881,0.49155,0.51687,0.49155,0.51687
3.882,0.49157,0.51684,0.49157,0.51684
3.883,0.49158,0.51682,0.49158,0.51682
3.884,0.4916,0.51679,0.4916,0.51679
3.885,0.49161,0.51677,0.49161,0.51677
3.886,0.49163,0.51674,0.49163,0.51674
3.887,0.49164,0.51672,0.49164,0.51672
3.888,0.49166,0.5167,0.49166,0.5167
3.889,0.49167,0.51667,0.49167,0.51667
3.89,0.49169,0.51665,0.49169,0.51665
3.891,0.4917,0.51662,0.4917,0.51662
3.892,0.49172,0.5166,0.49172,0.5166
3.893,0.49173,0.51657,0.49173,0.51657
3.894,0.49175,0.51655,0.49175,0.51655
3.895,0.49176,0.51652,0.49176,0.51652
3.896,0.49178,0.5165,0.49178,0.5165
3.897,0.49179,0.51648,0.49179,0.51648
3.898,0.49181,0.51645,0.49181,0.51645
3.899,0.49182,0.51643,0.49182,0.51643
3.9,0.49184,0.5164,0.49184,0.5164
3.901,0.49185,0.51638,0.49185,0.51638
3.902,0.49187,0.51635,0.49187,0.51635
3.903,0.49188,0.51633,0.49188,0.51633
3.904,0.49189,0.51631,0.49189,0.51631
3.905,0.49191,0.51628,0.49191,0.51628
3.906,0.49192,0.51626,0.49192,0.51626
3.907,0.49194,0.51623,0.49194,0.51623
3.908,0.49195,0.51621,0.49195,0.51621
3.909,0.49197,0.51619,0.49197,0.51619
3.91,0.49198,0.51616,0.49198,0.51616
3.911,0.492,0.51614,0.492,0.51614
3.912,0.49201,0.51611,0.49201,0.51611
3.913,0.49202,0.51609,0.49202,0.51609
3.914,0.49204,0.51607,0.49204,0.51607
3.915,0.49205,0.51604,0.49205,0.51604
3.916,0.49207,0.51602,0.49207,0.51602
3.917,0.49208,0.516,0.49208,0.516
3.918,0.4921,0.51597,0.4921,0.51597
3.919,0.49211,0.51595,0.49211,0.51595
3.92,0.49212,0.51593,0.49212,0.51593
3.921,0.49214,0.5159,0.49214,0.5159
3.922,0.49215,0.51588,0.49215,0.51588
3.923,0.49217,0.51586,0.49217,0.51586
3.924,0.49218,0.51583,0.49218,0.51583
3.925,0.49219,0.51581,0.49219,0.51581
3.926,0.49221,0.51579,0.49221,0.51579
3.927,0.49222,0.51576,0.49222,0.51576
3.928,0.49224,0.51574,0.49224,0.51574
3.929,0.49225,0.51572,0.49225,0.51572
3.93,0.49226,0.51569,0.49226,0.51569
3.931,0.49228,0.51567,0.49228,0.51567
3.932,0.49229,0.51565,0.49229,0.51565
3.933,0.4923,0.51562,0.4923,0.51562
3.934,0.49232,0.5156,0.49232,0.5156
3.935,0.49233,0.51558,0.49233,0.51558
3.936,0.49235,0.51556,0.49235,0.51556
3.937,0.49236,0.51553,0.49236,0.51553
3.938,0.49237,0.51551,0.49237,0.51551
3.939,0.49239,0.51549,0.49239,0.51549
3.94,0.4924,0.51546,0.4924,0.51546
3.941,0.49241,0.51544,0.49241,0.51544
3.942,0.49243,0.51542,0.49243,0.51542
3.943,0.49244,0.5154,0.49244,0.5154
3.944,0.49245,0.51537,0.49245,0.51537
3.945,0.49247,0.51535,0.49247,0.51535
3.946,0.49248,0.51533,0.49248,0.51533
3.947,0.49249,0.51531,0.49249,0.51531
3.948,0.49251,0.51528,0.49251,0.51528
3.949,0.49252,0.51526,0.49252,0.51526
3.95,0.49253,0.51524,0.49253,0.51524
3.951,0.49255,0.51522,0.49255,0.51522
3.952,0.49256,0.51519,0.49256,0.51519
3.953,0.49257,0.51517,0.49257,0.51517
3.954,0.49259,0.51515,0.49259,0.51515
3.955,0.4926,0.51513,0.4926,0.51513
3.956,0.49261,0.51511,0.49261,0.51511
3.957,0.49263,0.51508,0.49263,0.51508
3.958,0.49264,0.51506,0.49264,0.51506
3.959,0.49265,0.51504,0.49265,0.51504
3.96,0.49267,0.51502,0.49267,0.51502
3.961,0.49268,0.515,0.49268,0.515
3.962,0.49269,0.51497,0.49269,0.51497
3.963,0.49271,0.51495,0.49271,0.51495
3.964,0.49272,0.51493,0.49272,0.51493
3.965,0.49273,0.51491,0.49273,0.51491
3.966,0.49274,0.51489,0.49274,0.51489
3.967,0.49276,0.51486,0.49276,0.51486
3.968,0.49277,0.51484,0.49277,0.51484
3.969,0.49278,0.51482,0.49278,0.51482
3.97,0.4928,0.5148,0.4928,0.5148
3.971,0.49281,0.51478,0.49281,0.51478
3.972,0.49282,0.51475,0.49282,0.51475
3.973,0.49283,0.51473,0.49283,0.51473
3.974,0.49285,0.51471,0.49285,0.51471
3.975,0.49286,0.51469,0.49286,0.51469
3.976,0.49287,0.51467,0.49287,0.51467
3.977,0.49289,0.51465,0.49289,0.51465
3.978,0.4929,0.51463,0.4929,0.51463
3.979,0.49291,0.5146,0.49291,0.5146
3.98,0.49292,0.51458,0.49292,0.51458
3.981,0.49294,0.51456,0.49294,0.51456
3.982,0.49295,0.51454,0.49295,0.51454
3.983,0.49296,0.51452,0.49296,0.51452
3.984,0.49297,0.5145,0.49297,0.5145
3.985,0.49299,0.51448,0.49299,0.51448
3.986,0.493,0.51445,0.493,0.51445
3.987,0.49301,0.51443,0.49301,0.51443
3.988,0.49302,0.51441,0.49302,0.51441
3.989,0.49304,0.51439,0.49304,0.51439
3.99,0.49305,0.51437,0.49305,0.51437
3.991,0.49306,0.51435,0.49306,0.51435
3.992,0.49307,0.51433,0.49307,0.51433
3.993,0.49309,0.51431,0.49309,0.51431
3.994,0.4931,0.51429,0.4931,0.51429
3.995,0.49311,0.51426,0.49311,0.51426
3.996,0.49312,0.51424,0.49312,0.51424
3.997,0.49313,0.51422,0.49313,0.51422
3.998,0.49315,0.5142,0.49315,0.5142
3.999,0.49316,0.51418,0.49316,0.51418
4,0.49317,0.51416,0.49317,0.51416
4.001,0.49318,0.51414,0.49318,0.51414
4.002,0.4932,0.51412,0.4932,0.51412
4.003,0.49321,0.5141,0.49321,0.5141
4.004,0.49322,0.51408,0.49322,0.51408
4.005,0.49323,0.51406,0.49323,0.51406
4.006,0.49324,0.51404,0.49324,0.51404
4.007,0.49326,0.51401,0.49326,0.51401
4.008,0.49327,0.51399,0.49327,0.51399
4.009,0.49328,0.51397,0.49328,0.51397
4.01,0.49329,0.51395,0.49329,0.51395
4.011,0.49331,0.51393,0.49331,0.51393
4.012,0.49332,0.51391,0.49332,0.51391
4.013,0.49333,0.51389,0.49333,0.51389
4.014,0.49334,0.51387,0.49334,0.51387
4.015,0.49335,0.51385,0.49335,0.51385
4.016,0.49336,0.51383,0.49336,0.51383
4.017,0.49338,0.51381,0.49338,0.51381
4.018,0.49339,0.51379,0.49339,0.51379
4.019,0.4934,0.51377,0.4934,0.51377
4.02,0.49341,0.51375,0.49341,0.51375
4.021,0.49342,0.51373,0.49342,0.51373
4.022,0.49344,0.51371,0.49344,0.51371
4.023,0.49345,0.51369,0.49345,0.51369
4.024,0.49346,0.51367,0.49346,0.51367
4.025,0.49347,0.51365,0.49347,0.51365
4.026,0.49348,0.51363,0.49348,0.51363
4.027,0.4935,0.51361,0.4935,0.51361
4.028,0.49351,0.51359,0.49351,0.51359
4.029,0.49352,0.51357,0.49352,0.51357
4.03,0.49353,0.51355,0.49353,0.51355
4.031,0.49354,0.51353,0.49354,0.51353
4.032,0.49355,0.51351,0.49355,0.51351
4.033,0.49357,0.51349,0.49357,0.51349
4.034,0.49358,0.51347,0.49358,0.51347
4.035,0.49359,0.51345,0.49359,0.51345
4.036,0.4936,0.51343,0.4936,0.51343
4.037,0.49361,0.51341,0.49361,0.51341
4.038,0.49362,0.51339,0.49362,0.51339
4.039,0.49363,0.51337,0.49363,0.51337
4.04,0.49365,0.51335,0.49365,0.51335
4.041,0.49366,0.51333,0.49366,0.51333
4.042,0.49367,0.51331,0.49367,0.51331
4.043,0.49368,0.51329,0.49368,0.51329
4.044,0.49369,0.51327,0.49369,0.51327
4.045,0.4937,0.51325,0.4937,0.51325
4.046,0.49371,0.51323,0.49371,0.51323
4.047,0.49373,0.51321,0.49373,0.51321
4.048,0.49374,0.51319,0.49374,0.51319
4.049,0.49375,0.51317,0.49375,0.51317
4.05,0.49376,0.51315,0.49376,0.51315
4.051,0.49377,0.51313,0.49377,0.51313
4.052,0.49378,0.51311,0.49378,0.51311
4.053,0.49379,0.51309,0.49379,0.51309
4.054,0.4938,0.51307,0.4938,0.51307
4.055,0.49382,0.51306,0.49382,0.51306
4.056,0.49383,0.51304,0.49383,0.51304
4.057,0.49384,0.51302,0.49384,0.51302
4.058,0.49385,0.513,0.49385,0.513
4.059,0.49386,0.51298,0.49386,0.51298
4.06,0.49387,0.51296,0.49387,0.51296
4.061,0.49388,0.51294,0.49388,0.51294
4.062,0.49389,0.51292,0.49389,0.51292
4.063,0.4939,0.5129,0.4939,0.5129
4.064,0.49392,0.51288,0.49392,0.51288
4.065,0.49393,0.51286,0.49393,0.51286
4.066,0.49394,0.51284,0.49394,0.51284
4.067,0.49395,0.51283,0.49395,0.51283
4.068,0.49396,0.51281,0.49396,0.51281
4.069,0.49397,0.51279,0.49397,0.51279
4.07,0.49398,0.51277,0.49398,0.51277
4.071,0.49399,0.51275,0.49399,0.51275
4.072,0.494,0.51273,0.494,0.51273
4.073,0.49401,0.51271,0.49401,0.51271
4.074,0.49402,0.51269,0.49402,0.51269
4.075,0.49403,0.51268,0.49403,0.51268
4.076,0.49405,0.51266,0.49405,0.51266
4.077,0.49406,0.51264,0.49406,0.51264
4.078,0.49407,0.51262,0.49407,0.51262
4.079,0.49408,0.5126,0.49408,0.5126
4.08,0.49409,0.51258,0.49409,0.51258
4.081,0.4941,0.51256,0.4941,0.51256
4.082,0.49411,0.51254,0.49411,0.51254
4.083,0.49412,0.51253,0.49412,0.51253
4.084,0.49413,0.51251,0.49413,0.51251
4.085,0.49414,0.51249,0.49414,0.51249
4.086,0.49415,0.51247,0.49415,0.51247
4.087,0.49416,0.51245,0.49416,0.51245
4.088,0.49417,0.51243,0.49417,0.51243
4.089,0.49418,0.51242,0.49418,0.51242
4.09,0.49419,0.5124,0.49419,0.5124
4.091,0.4942,0.51238,0.4942,0.51238
4.092,0.49421,0.51236,0.49421,0.51236
4.093,0.49423,0.51234,0.49423,0.51234
4.094,0.49424,0.51232,0.49424,0.51232
4.095,0.49425,0.51231,0.49425,0.51231
4.096,0.49426,0.51229,0.49426,0.51229
4.097,0.49427,0.51227,0.49427,0.51227
4.098,0.49428,0.51225,0.49428,0.51225
4.099,0.49429,0.51223,0.49429,0.51223
4.1,0.4943,0.51222,0.4943,0.51222
4.101,0.49431,0.5122,0.49431,0.5122
4.102,0.49432,0.51218,0.49432,0.51218
4.103,0.49433,0.51216,0.49433,0.51216
4.104,0.49434,0.51214,0.49434,0.51214
4.105,0.49435,0.51213,0.49435,0.51213
4.106,0.49436,0.51211,0.49436,0.51211
4.107,0.49437,0.51209,0.49437,0.51209
4.108,0.49438,0.51207,0.49438,0.51207
4.109,0.49439,0.51205,0.49439,0.51205
4.11,0.4944,0.51204,0.4944,0.51204
4.111,0.49441,0.51202,0.49441,0.51202
4.112,0.49442,0.512,0.49442,0.512
4.113,0.49443,0.51198,0.49443,0.51198
4.114,0.49444,0.51197,0.49444,0.51197
4.115,0.49445,0.51195,0.49445,0.51195
4.116,0.49446,0.51193,0.49446,0.51193
4.117,0.49447,0.51191,0.49447,0.51191
4.118,0.49448,0.5119,0.49448,0.5119
4.119,0.49449,0.51188,0.49449,0.51188
4.12,0.4945,0.51186,0.4945,0.51186
4.121,0.49451,0.51184,0.49451,0.51184
4.122,0.49452,0.51183,0.49452,0.51183
4.123,0.49453,0.51181,0.49453,0.51181
4.124,0.49454,0.51179,0.49454,0.51179
4.125,0.49455,0.51177,0.49455,0.51177
4.126,0.49456,0.51176,0.49456,0.51176
4.127,0.49457,0.51174,0.49457,0.51174
4.128,0.49458,0.51172,0.49458,0.51172
4.129,0.49459,0.5117,0.49459,0.5117
4.13,0.4946,0.51169,0.4946,0.51169
4.131,0.49461,0.51167,0.49461,0.51167
4.132,0.49462,0.51165,0.49462,0.51165
4.133,0.49463,0.51164,0.49463,0.51164
4.134,0.49464,0.51162,0.49464,0.51162
4.135,0.49464,0.5116,0.49464,0.5116
4.136,0.49465,0.51158,0.49465,0.51158
4.137,0.49466,0.51157,0.49466,0.51157
4.138,0.49467,0.51155,0.49467,0.51155
4.139,0.49468,0.51153,0.49468,0.51153
4.14,0.49469,0.51152,0.49469,0.51152
4.141,0.4947,0.5115,0.4947,0.5115
4.142,0.49471,0.51148,0.49471,0.51148
4.143,0.49472,0.51147,0.49472,0.51147
4.144,0.49473,0.51145,0.49473,0.51145
4.145,0.49474,0.51143,0.49474,0.51143
4.146,0.49475,0.51142,0.49475,0.51142
4.147,0.49476,0.5114,0.49476,0.5114
4.148,0.49477,0.51138,0.49477,0.51138
4.149,0.49478,0.51137,0.49478,0.51137
4.15,0.49479,0.51135,0.49479,0.51135
4.151,0.4948,0.51133,0.4948,0.51133
4.152,0.49481,0.51132,0.49481,0.51132
4.153,0.49481,0.5113,0.49481,0.5113
4.154,0.49482,0.51128,0.49482,0.51128
4.155,0.49483,0.51127,0.49483,0.51127
4.156,0.49484,0.51125,0.49484,0.51125
4.157,0.49485,0.51123,0.49485,0.51123
4.158,0.49486,0.51122,0.49486,0.51122
4.159,0.49487,0.5112,0.49487,0.5112
4.16,0.49488,0.51118,0.49488,0.51118
4.161,0.49489,0.51117,0.49489,0.51117
4.162,0.4949,0.51115,0.4949,0.51115
4.163,0.49491,0.51113,0.49491,0.51113
4.164,0.49492,0.51112,0.49492,0.51112
4.165,0.49492,0.5111,0.49492,0.5111
4.166,0.49493,0.51109,0.49493,0.51109
4.167,0.49494,0.51107,0.49494,0.51107
4.168,0.49495,0.51105,0.49495,0.51105
4.169,0.49496,0.51104,0.49496,0.51104
4.17,0.49497,0.51102,0.49497,0.51102
4.171,0.49498,0.511,0.49498,0.511
4.172,0.49499,0.51099,0.49499,0.51099
4.173,0.495,0.51097,0.495,0.51097
4.174,0.495,0.51096,0.495,0.51096
4.175,0.49501,0.51094,0.49501,0.51094
4.176,0.49502,0.51092,0.49502,0.51092
4.177,0.49503,0.51091,0.49503,0.51091
4.178,0.49504,0.51089,0.49504,0.51089
4.179,0.49505,0.51088,0.49505,0.51088
4.18,0.49506,0.51086,0.49506,0.51086
4.181,0.49507,0.51084,0.49507,0.51084
4.182,0.49508,0.51083,0.49508,0.51083
4.183,0.49508,0.51081,0.49508,0.51081
4.184,0.49509,0.5108,0.49509,0.5108
4.185,0.4951,0.51078,0.4951,0.51078
4.186,0.49511,0.51076,0.49511,0.51076
4.187,0.49512,0.51075,0.49512,0.51075
4.188,0.49513,0.51073,0.49513,0.51073
4.189,0.49514,0.51072,0.49514,0.51072
4.19,0.49514,0.5107,0.49514,0.5107
4.191,0.49515,0.51069,0.49515,0.51069
4.192,0.49516,0.51067,0.49516,0.51067
4.193,0.49517,0.51066,0.49517,0.51066
4.194,0.49518,0.51064,0.49518,0.51064
4.195,0.49519,0.51062,0.49519,0.51062
4.196,0.4952,0.51061,0.4952,0.51061
4.197,0.4952,0.51059,0.4952,0.51059
4.198,0.49521,0.51058,0.49521,0.51058
4.199,0.49522,0.51056,0.49522,0.51056
4.2,0.49523,0.51055,0.49523,0.51055
4.201,0.49524,0.51053,0.49524,0.51053
4.202,0.49525,0.51052,0.49525,0.51052
4.203,0.49526,0.5105,0.49526,0.5105
4.204,0.49526,0.51048,0.49526,0.51048
4.205,0.49527,0.51047,0.49527,0.51047
4.206,0.49528,0.51045,0.49528,0.51045
4.207,0.49529,0.51044,0.49529,0.51044
4.208,0.4953,0.51042,0.4953,0.51042
4.209,0.49531,0.51041,0.49531,0.51041
4.21,0.49531,0.51039,0.49531,0.51039
4.211,0.49532,0.51038,0.49532,0.51038
4.212,0.49533,0.51036,0.49533,0.51036
4.213,0.49534,0.51035,0.49534,0.51035
4.214,0.49535,0.51033,0.49535,0.51033
4.215,0.49535,0.51032,0.49535,0.51032
4.216,0.49536,0.5103,0.49536,0.5103
4.217,0.49537,0.51029,0.49537,0.51029
4.218,0.49538,0.51027,0.49538,0.51027
4.219,0.49539,0.51026,0.49539,0.51026
4.22,0.4954,0.51024,0.4954,0.51024
4.221,0.4954,0.51023,0.4954,0.51023
4.222,0.49541,0.51021,0.49541,0.51021
4.223,0.49542,0.5102,0.49542,0.5102
4.224,0.49543,0.51018,0.49543,0.51018
4.225,0.49544,0.51017,0.49544,0.51017
4.226,0.49544,0.51015,0.49544,0.51015
4.227,0.49545,0.51014,0.49545,0.51014
4.228,0.49546,0.51012,0.49546,0.51012
4.229,0.49547,0.51011,0.49547,0.51011
4.23,0.49548,0.51009,0.49548,0.51009
4.231,0.49548,0.51008,0.49548,0.51008
4.232,0.49549,0.51007,0.49549,0.51007
4.233,0.4955,0.51005,0.4955,0.51005
4.234,0.49551,0.51004,0.49551,0.51004
4.235,0.49552,0.51002,0.49552,0.51002
4.236,0.49552,0.51001,0.49552,0.51001
4.237,0.49553,0.50999,0.49553,0.50999
4.238,0.49554,0.50998,0.49554,0.50998
4.239,0.49555,0.50996,0.49555,0.50996
4.24,0.49555,0.50995,0.49555,0.50995
4.241,0.49556,0.50993,0.49556,0.50993
4.242,0.49557,0.50992,0.49557,0.50992
4.243,0.49558,0.50991,0.49558,0.50991
4.244,0.49559,0.50989,0.49559,0.50989
4.245,0.49559,0.50988,0.49559,0.50988
4.246,0.4956,0.50986,0.4956,0.50986
4.247,0.49561,0.50985,0.49561,0.50985
4.248,0.49562,0.50983,0.49562,0.50983
4.249,0.49562,0.50982,0.49562,0.50982
4.25,0.49563,0.50981,0.49563,0.50981
4.251,0.49564,0.50979,0.49564,0.50979
4.252,0.49565,0.50978,0.49565,0.50978
4.253,0.49565,0.50976,0.49565,0.50976
4.254,0.49566,0.50975,0.49566,0.50975
4.255,0.49567,0.50973,0.49567,0.50973
4.256,0.49568,0.50972,0.49568,0.50972
4.257,0.49568,0.50971,0.49568,0.50971
4.258,0.49569,0.50969,0.49569,0.50969
4.259,0.4957,0.50968,0.4957,0.50968
4.26,0.49571,0.50966,0.49571,0.50966
4.261,0.49571,0.50965,0.49571,0.50965
4.262,0.49572,0.50964,0.49572,0.50964
4.263,0.49573,0.50962,0.49573,0.50962
4.264,0.49574,0.50961,0.49574,0.50961
4.265,0.49574,0.50959,0.49574,0.50959
4.266,0.49575,0.50958,0.49575,0.50958
4.267,0.49576,0.50957,0.49576,0.50957
4.268,0.49577,0.50955,0.49577,0.50955
4.269,0.49577,0.50954,0.49577,0.50954
4.27,0.49578,0.50952,0.49578,0.50952
4.271,0.49579,0.50951,0.49579,0.50951
4.272,0.4958,0.5095,0.4958,0.5095
4.273,0.4958,0.50948,0.4958,0.50948
4.274,0.49581,0.50947,0.49581,0.50947
4.275,0.49582,0.50946,0.49582,0.50946
4.276,0.49582,0.50944,0.49582,0.50944
4.277,0.49583,0.50943,0.49583,0.50943
4.278,0.49584,0.50941,0.49584,0.50941
4.279,0.49585,0.5094,0.49585,0.5094
4.28,0.49585,0.50939,0.49585,0.50939
4.281,0.49586,0.50937,0.49586,0.50937
4.282,0.49587,0.50936,0.49587,0.50936
4.283,0.49587,0.50935,0.49587,0.50935
4.284,0.49588,0.50933,0.49588,0.50933
4.285,0.49589,0.50932,0.49589,0.50932
4.286,0.4959,0.50931,0.4959,0.50931
4.287,0.4959,0.50929,0.4959,0.50929
4.288,0.49591,0.50928,0.49591,0.50928
4.289,0.49592,0.50927,0.49592,0.50927
4.29,0.49592,0.50925,0.49592,0.50925
4.291,0.49593,0.50924,0.49593,0.50924
4.292,0.49594,0.50923,0.49594,0.50923
4.293,0.49594,0.50921,0.49594,0.50921
4.294,0.49595,0.5092,0.49595,0.5092
4.295,0.49596,0.50919,0.49596,0.50919
4.296,0.49597,0.50917,0.49597,0.50917
