time,mlaci,laci,mtetr,tetr,mci,ci
0,0.1,0.1,20,0.1,0.1,0.1
0.001,0.31387,0.10002,20.194,0.104,0.31378,0.10002
0.002,0.52752,0.10009,20.388,0.10804,0.52718,0.10009
0.003,0.74096,0.10019,20.581,0.11211,0.74018,0.10019
0.004,0.95418,0.10034,20.775,0.11622,0.95277,0.10034
0.005,1.1672,0.10053,20.968,0.12037,1.1649,0.10053
0.006,1.38,0.10077,21.161,0.12456,1.3767,0.10077
0.007,1.5925,0.10105,21.354,0.12879,1.588,0.10104
0.008,1.8048,0.10137,21.546,0.13305,1.7989,0.10136
0.009,2.0169,0.10173,21.739,0.13735,2.0093,0.10172
0.01,2.2288,0.10213,21.931,0.14169,2.2193,0.10212
0.011,2.4405,0.10258,22.123,0.14607,2.4288,0.10257
0.012,2.6519,0.10307,22.314,0.15048,2.6379,0.10306
0.013,2.863,0.1036,22.506,0.15494,2.8464,0.10358
0.014,3.074,0.10417,22.697,0.15942,3.0545,0.10415
0.015,3.2847,0.10478,22.888,0.16395,3.262,0.10476
0.016,3.4952,0.10544,23.079,0.16851,3.4691,0.10542
0.017,3.7054,0.10614,23.27,0.17311,3.6756,0.10611
0.018,3.9154,0.10688,23.46,0.17775,3.8816,0.10684
0.019,4.1251,0.10766,23.651,0.18243,4.0871,0.10762
0.02,4.3346,0.10849,23.841,0.18714,4.292,0.10844
0.021,4.5438,0.10935,24.03,0.19189,4.4964,0.10929
0.022,4.7528,0.11026,24.22,0.19667,4.7002,0.11019
0.023,4.9616,0.11121,24.409,0.2015,4.9034,0.11113
0.024,5.1701,0.1122,24.598,0.20636,5.106,0.11211
0.025,5.3783,0.11323,24.787,0.21125,5.308,0.11313
0.026,5.5863,0.11431,24.975,0.21619,5.5094,0.11419
0.027,5.794,0.11542,25.164,0.22116,5.7102,0.11528
0.028,6.0014,0.11658,25.352,0.22617,5.9103,0.11642
0.029,6.2086,0.11778,25.54,0.23121,6.1098,0.1176
0.03,6.4156,0.11902,25.727,0.23629,6.3087,0.11882
0.031,6.6222,0.1203,25.915,0.2414,6.5068,0.12008
0.032,6.8286,0.12162,26.102,0.24656,6.7043,0.12138
0.033,7.0347,0.12298,26.289,0.25175,6.9011,0.12271
0.034,7.2406,0.12438,26.475,0.25697,7.0972,0.12409
0.035,7.4461,0.12583,26.662,0.26223,7.2925,0.1255
0.036,7.6514,0.12731,26.848,0.26753,7.4872,0.12695
0.037,7.8564,0.12884,27.033,0.27287,7.6811,0.12844
0.038,8.0611,0.1304,27.219,0.27824,7.8743,0.12997
0.039,8.2655,0.13201,27.404,0.28364,8.0667,0.13154
0.04,8.4697,0.13365,27.589,0.28909,8.2583,0.13315
0.041,8.6735,0.13534,27.774,0.29456,8.4492,0.13479
0.042,8.877,0.13707,27.958,0.30008,8.6393,0.13647
0.043,9.0803,0.13884,28.142,0.30563,8.8286,0.13819
0.044,9.2832,0.14065,28.326,0.31121,9.0171,0.13995
0.045,9.4859,0.1425,28.51,0.31683,9.2048,0.14174
0.046,9.6882,0.14438,28.693,0.32249,9.3916,0.14357
0.047,9.8902,0.14631,28.876,0.32818,9.5776,0.14544
0.048,10.092,0.14828,29.059,0.33391,9.7628,0.14735
0.049,10.293,0.15029,29.241,0.33967,9.9471,0.14929
0.05,10.494,0.15234,29.423,0.34547,10.131,0.15127
0.051,10.695,0.15443,29.605,0.3513,10.313,0.15328
0.052,10.895,0.15656,29.786,0.35717,10.495,0.15533
0.053,11.096,0.15872,29.967,0.36307,10.676,0.15742
0.054,11.295,0.16093,30.148,0.36901,10.856,0.15954
0.055,11.495,0.16318,30.329,0.37499,11.035,0.16169
0.056,11.694,0.16546,30.509,0.38099,11.213,0.16389
0.057,11.892,0.16779,30.689,0.38704,11.39,0.16611
0.058,12.091,0.17015,30.868,0.39311,11.566,0.16838
0.059,12.289,0.17256,31.047,0.39923,11.741,0.17067
0.06,12.486,0.175,31.226,0.40537,11.916,0.173
0.061,12.684,0.17748,31.404,0.41155,12.089,0.17537
0.062,12.881,0.18,31.582,0.41777,12.261,0.17777
0.063,13.077,0.18256,31.76,0.42402,12.433,0.1802
0.064,13.273,0.18516,31.937,0.4303,12.603,0.18267
0.065,13.469,0.1878,32.114,0.43662,12.772,0.18517
0.066,13.664,0.19047,32.291,0.44298,12.941,0.1877
0.067,13.859,0.19318,32.467,0.44936,13.108,0.19027
0.068,14.054,0.19594,32.643,0.45578,13.275,0.19287
0.069,14.248,0.19873,32.818,0.46224,13.44,0.1955
0.07,14.442,0.20156,32.993,0.46872,13.604,0.19817
0.071,14.635,0.20442,33.168,0.47525,13.767,0.20087
0.072,14.828,0.20733,33.342,0.4818,13.929,0.2036
0.073,15.021,0.21027,33.516,0.48839,14.09,0.20636
0.074,15.213,0.21325,33.689,0.49501,14.25,0.20915
0.075,15.405,0.21627,33.862,0.50167,14.409,0.21197
0.076,15.596,0.21933,34.034,0.50836,14.567,0.21483
0.077,15.787,0.22242,34.207,0.51508,14.724,0.21772
0.078,15.978,0.22556,34.378,0.52183,14.879,0.22063
0.079,16.168,0.22873,34.55,0.52862,15.033,0.22358
0.08,16.358,0.23194,34.721,0.53545,15.187,0.22656
0.081,16.547,0.23518,34.891,0.5423,15.339,0.22957
0.082,16.736,0.23847,35.061,0.54919,15.49,0.23261
0.083,16.924,0.24179,35.231,0.55611,15.64,0.23567
0.084,17.112,0.24514,35.4,0.56306,15.788,0.23877
0.085,17.3,0.24854,35.569,0.57005,15.936,0.2419
0.086,17.487,0.25197,35.737,0.57706,16.082,0.24505
0.087,17.673,0.25544,35.905,0.58411,16.228,0.24824
0.088,17.859,0.25894,36.072,0.5912,16.372,0.25145
0.089,18.045,0.26248,36.239,0.59831,16.515,0.25469
0.09,18.23,0.26606,36.405,0.60546,16.657,0.25795
0.091,18.415,0.26967,36.57,0.61263,16.797,0.26125
0.092,18.599,0.27332,36.735,0.61984,16.937,0.26457
0.093,18.782,0.27701,36.9,0.62708,17.075,0.26792
0.094,18.965,0.28073,37.064,0.63435,17.213,0.2713
0.095,19.148,0.28448,37.227,0.64166,17.349,0.2747
0.096,19.329,0.28828,37.39,0.64899,17.484,0.27813
0.097,19.511,0.29211,37.553,0.65636,17.618,0.28159
0.098,19.692,0.29597,37.714,0.66375,17.75,0.28507
0.099,19.872,0.29987,37.875,0.67118,17.882,0.28857
0.1,20.052,0.3038,38.036,0.67864,18.012,0.29211
0.101,20.231,0.30777,38.196,0.68612,18.142,0.29566
0.102,20.409,0.31178,38.355,0.69364,18.27,0.29925
0.103,20.587,0.31581,38.514,0.70119,18.397,0.30285
0.104,20.765,0.31989,38.672,0.70877,18.523,0.30648
0.105,20.942,0.324,38.829,0.71638,18.648,0.31014
0.106,21.118,0.32814,38.986,0.72401,18.771,0.31382
0.107,21.293,0.33231,39.142,0.73168,18.894,0.31752
0.108,21.468,0.33652,39.297,0.73938,19.015,0.32125
0.109,21.643,0.34077,39.452,0.7471,19.136,0.325
0.11,21.817,0.34505,39.606,0.75486,19.255,0.32877
0.111,21.99,0.34936,39.759,0.76264,19.373,0.33257
0.112,22.162,0.3537,39.912,0.77046,19.49,0.33639
0.113,22.334,0.35808,40.064,0.7783,19.606,0.34023
0.114,22.505,0.3625,40.215,0.78617,19.72,0.34409
0.115,22.676,0.36694,40.366,0.79407,19.834,0.34798
0.116,22.846,0.37142,40.516,0.802,19.946,0.35189
0.117,23.015,0.37593,40.665,0.80995,20.058,0.35581
0.118,23.184,0.38048,40.813,0.81794,20.168,0.35976
0.119,23.352,0.38505,40.961,0.82595,20.277,0.36373
0.12,23.519,0.38966,41.108,0.83399,20.385,0.36773
0.121,23.686,0.3943,41.254,0.84205,20.492,0.37174
0.122,23.852,0.39898,41.399,0.85015,20.598,0.37577
0.123,24.017,0.40368,41.544,0.85827,20.703,0.37982
0.124,24.181,0.40842,41.688,0.86642,20.806,0.38389
0.125,24.345,0.41319,41.831,0.8746,20.909,0.38799
0.126,24.509,0.41799,41.973,0.8828,21.01,0.3921
0.127,24.671,0.42282,42.115,0.89103,21.111,0.39623
0.128,24.833,0.42769,42.255,0.89928,21.21,0.40038
0.129,24.994,0.43258,42.395,0.90757,21.308,0.40455
0.13,25.154,0.43751,42.534,0.91588,21.406,0.40874
0.131,25.314,0.44247,42.673,0.92421,21.502,0.41294
0.132,25.473,0.44745,42.81,0.93257,21.597,0.41717
0.133,25.631,0.45247,42.947,0.94096,21.691,0.42141
0.134,25.789,0.45752,43.083,0.94937,21.784,0.42567
0.135,25.945,0.4626,43.218,0.95781,21.876,0.42995
0.136,26.102,0.46771,43.352,0.96627,21.967,0.43425
0.137,26.257,0.47285,43.485,0.97476,22.057,0.43856
0.138,26.411,0.47802,43.618,0.98327,22.145,0.44289
0.139,26.565,0.48322,43.75,0.99181,22.233,0.44723
0.14,26.718,0.48845,43.881,1.0004,22.32,0.4516
0.141,26.871,0.49371,44.011,1.009,22.406,0.45598
0.142,27.022,0.499,44.14,1.0176,22.49,0.46037
0.143,27.173,0.50431,44.268,1.0262,22.574,0.46479
0.144,27.323,0.50966,44.396,1.0349,22.657,0.46921
0.145,27.473,0.51504,44.522,1.0435,22.739,0.47366
0.146,27.621,0.52044,44.648,1.0522,22.819,0.47812
0.147,27.769,0.52587,44.773,1.061,22.899,0.48259
0.148,27.916,0.53133,44.897,1.0697,22.978,0.48708
0.149,28.063,0.53682,45.02,1.0785,23.056,0.49158
0.15,28.208,0.54234,45.142,1.0873,23.132,0.4961
0.151,28.353,0.54788,45.263,1.0961,23.208,0.50063
0.152,28.497,0.55346,45.384,1.105,23.283,0.50518
0.153,28.64,0.55906,45.503,1.1138,23.357,0.50974
0.154,28.783,0.56469,45.622,1.1227,23.43,0.51432
0.155,28.924,0.57034,45.739,1.1316,23.502,0.51891
0.156,29.065,0.57602,45.856,1.1406,23.573,0.52351
0.157,29.205,0.58173,45.972,1.1495,23.644,0.52813
0.158,29.345,0.58747,46.087,1.1585,23.713,0.53276
0.159,29.483,0.59323,46.201,1.1675,23.781,0.5374
0.16,29.621,0.59902,46.314,1.1765,23.849,0.54205
0.161,29.758,0.60484,46.427,1.1855,23.915,0.54672
0.162,29.894,0.61068,46.538,1.1946,23.981,0.5514
0.163,30.03,0.61655,46.649,1.2037,24.046,0.55609
0.164,30.164,0.62245,46.758,1.2128,24.11,0.5608
0.165,30.298,0.62837,46.867,1.2219,24.173,0.56551
0.166,30.431,0.63431,46.974,1.231,24.235,0.57024
0.167,30.563,0.64028,47.081,1.2402,24.296,0.57498
0.168,30.695,0.64628,47.187,1.2494,24.357,0.57973
0.169,30.826,0.6523,47.292,1.2586,24.417,0.58449
0.17,30.955,0.65835,47.396,1.2678,24.476,0.58927
0.171,31.085,0.66442,47.499,1.277,24.534,0.59405
0.172,31.213,0.67052,47.601,1.2863,24.591,0.59885
0.173,31.34,0.67664,47.702,1.2955,24.647,0.60365
0.174,31.467,0.68278,47.802,1.3048,24.703,0.60847
0.175,31.593,0.68895,47.901,1.3142,24.758,0.61329
0.176,31.718,0.69514,48,1.3235,24.812,0.61813
0.177,31.842,0.70136,48.097,1.3328,24.865,0.62297
0.178,31.966,0.7076,48.194,1.3422,24.918,0.62783
0.179,32.088,0.71386,48.289,1.3516,24.969,0.63269
0.18,32.21,0.72015,48.384,1.361,25.02,0.63757
0.181,32.332,0.72646,48.477,1.3704,25.071,0.64245
0.182,32.452,0.73279,48.57,1.3798,25.12,0.64734
0.183,32.571,0.73915,48.662,1.3893,25.169,0.65224
0.184,32.69,0.74552,48.753,1.3987,25.217,0.65715
0.185,32.808,0.75193,48.843,1.4082,25.265,0.66207
0.186,32.925,0.75835,48.932,1.4177,25.311,0.667
0.187,33.042,0.76479,49.02,1.4272,25.358,0.67193
0.188,33.157,0.77126,49.107,1.4367,25.403,0.67687
0.189,33.272,0.77775,49.193,1.4463,25.448,0.68182
0.19,33.386,0.78426,49.278,1.4558,25.492,0.68678
0.191,33.499,0.79079,49.362,1.4654,25.535,0.69175
0.192,33.611,0.79734,49.446,1.475,25.578,0.69672
0.193,33.723,0.80392,49.528,1.4846,25.621,0.7017
0.194,33.834,0.81051,49.609,1.4942,25.662,0.70669
0.195,33.944,0.81712,49.69,1.5038,25.703,0.71168
0.196,34.053,0.82376,49.77,1.5135,25.744,0.71669
0.197,34.162,0.83042,49.848,1.5232,25.784,0.72169
0.198,34.269,0.83709,49.926,1.5328,25.823,0.72671
0.199,34.376,0.84379,50.003,1.5425,25.861,0.73173
0.2,34.482,0.85051,50.078,1.5522,25.899,0.73676
0.201,34.588,0.85724,50.153,1.5619,25.937,0.7418
0.202,34.692,0.864,50.227,1.5716,25.974,0.74684
0.203,34.796,0.87078,50.3,1.5814,26.01,0.75188
0.204,34.899,0.87757,50.373,1.5911,26.045,0.75694
0.205,35.001,0.88438,50.444,1.6009,26.081,0.762
0.206,35.102,0.89122,50.514,1.6107,26.115,0.76706
0.207,35.203,0.89807,50.584,1.6205,26.149,0.77213
0.208,35.303,0.90494,50.652,1.6303,26.182,0.77721
0.209,35.402,0.91183,50.72,1.6401,26.215,0.78229
0.21,35.5,0.91874,50.787,1.6499,26.248,0.78738
0.211,35.598,0.92566,50.853,1.6597,26.279,0.79248
0.212,35.695,0.93261,50.918,1.6696,26.311,0.79757
0.213,35.791,0.93957,50.982,1.6794,26.341,0.80268
0.214,35.886,0.94655,51.045,1.6893,26.371,0.80779
0.215,35.981,0.95355,51.108,1.6992,26.401,0.8129
0.216,36.074,0.96056,51.17,1.709,26.43,0.81802
0.217,36.168,0.96759,51.23,1.7189,26.459,0.82314
0.218,36.26,0.97464,51.29,1.7289,26.487,0.82827
0.219,36.352,0.98171,51.35,1.7388,26.515,0.83341
0.22,36.443,0.98879,51.408,1.7487,26.542,0.83854
0.221,36.533,0.99589,51.465,1.7586,26.569,0.84369
0.222,36.622,1.003,51.522,1.7686,26.595,0.84883
0.223,36.711,1.0101,51.578,1.7785,26.621,0.85398
0.224,36.799,1.0173,51.633,1.7885,26.646,0.85914
0.225,36.886,1.0245,51.687,1.7985,26.671,0.8643
0.226,36.973,1.0316,51.741,1.8085,26.695,0.86946
0.227,37.059,1.0388,51.793,1.8184,26.719,0.87462
0.228,37.144,1.046,51.845,1.8284,26.742,0.8798
0.229,37.228,1.0533,51.896,1.8385,26.765,0.88497
0.23,37.312,1.0605,51.946,1.8485,26.788,0.89015
0.231,37.395,1.0678,51.996,1.8585,26.81,0.89533
0.232,37.477,1.075,52.045,1.8685,26.832,0.90051
0.233,37.559,1.0823,52.093,1.8786,26.853,0.9057
0.234,37.64,1.0896,52.14,1.8886,26.874,0.91089
0.235,37.72,1.097,52.186,1.8987,26.894,0.91609
0.236,37.8,1.1043,52.232,1.9087,26.914,0.92128
0.237,37.879,1.1116,52.277,1.9188,26.934,0.92648
0.238,37.957,1.119,52.321,1.9289,26.953,0.93169
0.239,38.035,1.1264,52.365,1.9389,26.972,0.93689
0.24,38.112,1.1338,52.407,1.949,26.99,0.9421
0.241,38.188,1.1412,52.449,1.9591,27.008,0.94731
0.242,38.263,1.1486,52.491,1.9692,27.026,0.95253
0.243,38.338,1.156,52.531,1.9793,27.043,0.95774
0.244,38.413,1.1635,52.571,1.9895,27.06,0.96296
0.245,38.486,1.1709,52.61,1.9996,27.077,0.96818
0.246,38.559,1.1784,52.649,2.0097,27.093,0.97341
0.247,38.631,1.1859,52.686,2.0198,27.108,0.97863
0.248,38.703,1.1934,52.724,2.03,27.124,0.98386
0.249,38.774,1.2009,52.76,2.0401,27.139,0.98909
0.25,38.844,1.2084,52.796,2.0503,27.154,0.99432
0.251,38.914,1.2159,52.831,2.0604,27.168,0.99956
0.252,38.983,1.2235,52.865,2.0706,27.182,1.0048
0.253,39.052,1.231,52.898,2.0807,27.196,1.01
0.254,39.12,1.2386,52.931,2.0909,27.209,1.0153
0.255,39.187,1.2462,52.964,2.1011,27.222,1.0205
0.256,39.253,1.2538,52.995,2.1112,27.234,1.0258
0.257,39.319,1.2614,53.026,2.1214,27.247,1.031
0.258,39.385,1.269,53.057,2.1316,27.259,1.0362
0.259,39.449,1.2766,53.086,2.1418,27.27,1.0415
0.26,39.514,1.2843,53.115,2.152,27.282,1.0467
0.261,39.577,1.2919,53.144,2.1622,27.293,1.052
0.262,39.64,1.2996,53.172,2.1724,27.304,1.0572
0.263,39.702,1.3073,53.199,2.1826,27.314,1.0625
0.264,39.764,1.3149,53.225,2.1928,27.324,1.0677
0.265,39.825,1.3226,53.251,2.203,27.334,1.073
0.266,39.886,1.3303,53.277,2.2132,27.344,1.0782
0.267,39.946,1.3381,53.301,2.2234,27.353,1.0835
0.268,40.005,1.3458,53.326,2.2336,27.362,1.0888
0.269,40.064,1.3535,53.349,2.2438,27.371,1.094
0.27,40.122,1.3613,53.372,2.2541,27.379,1.0993
0.271,40.18,1.369,53.394,2.2643,27.387,1.1045
0.272,40.237,1.3768,53.416,2.2745,27.395,1.1098
0.273,40.293,1.3846,53.437,2.2847,27.403,1.115
0.274,40.349,1.3924,53.458,2.295,27.41,1.1203
0.275,40.405,1.4001,53.478,2.3052,27.417,1.1256
0.276,40.459,1.408,53.497,2.3155,27.424,1.1308
0.277,40.514,1.4158,53.516,2.3257,27.43,1.1361
0.278,40.567,1.4236,53.535,2.3359,27.437,1.1413
0.279,40.621,1.4314,53.552,2.3462,27.443,1.1466
0.28,40.673,1.4393,53.57,2.3564,27.448,1.1519
0.281,40.725,1.4471,53.586,2.3667,27.454,1.1571
0.282,40.777,1.455,53.603,2.3769,27.459,1.1624
0.283,40.828,1.4628,53.618,2.3871,27.464,1.1676
0.284,40.878,1.4707,53.633,2.3974,27.469,1.1729
0.285,40.928,1.4786,53.648,2.4076,27.474,1.1782
0.286,40.978,1.4865,53.662,2.4179,27.478,1.1834
0.287,41.027,1.4944,53.676,2.4281,27.482,1.1887
0.288,41.075,1.5023,53.689,2.4384,27.486,1.1939
0.289,41.123,1.5102,53.701,2.4486,27.49,1.1992
0.29,41.17,1.5182,53.713,2.4589,27.493,1.2045
0.291,41.217,1.5261,53.725,2.4691,27.496,1.2097
0.292,41.263,1.534,53.736,2.4794,27.499,1.215
0.293,41.309,1.542,53.746,2.4896,27.502,1.2202
0.294,41.355,1.5499,53.756,2.4999,27.505,1.2255
0.295,41.4,1.5579,53.766,2.5101,27.507,1.2307
0.296,41.444,1.5659,53.775,2.5204,27.509,1.236
0.297,41.488,1.5738,53.784,2.5306,27.511,1.2412
0.298,41.531,1.5818,53.792,2.5409,27.513,1.2465
0.299,41.574,1.5898,53.8,2.5511,27.515,1.2518
0.3,41.617,1.5978,53.807,2.5614,27.516,1.257
0.301,41.658,1.6058,53.814,2.5716,27.517,1.2623
0.302,41.7,1.6138,53.82,2.5819,27.518,1.2675
0.303,41.741,1.6219,53.826,2.5921,27.519,1.2728
0.304,41.782,1.6299,53.832,2.6024,27.519,1.278
0.305,41.822,1.6379,53.837,2.6126,27.52,1.2832
0.306,41.861,1.646,53.842,2.6229,27.52,1.2885
0.307,41.901,1.654,53.846,2.6331,27.52,1.2937
0.308,41.939,1.6621,53.85,2.6434,27.52,1.299
0.309,41.978,1.6701,53.853,2.6536,27.52,1.3042
0.31,42.015,1.6782,53.856,2.6638,27.519,1.3095
0.311,42.053,1.6863,53.859,2.6741,27.518,1.3147
0.312,42.09,1.6943,53.861,2.6843,27.518,1.3199
0.313,42.126,1.7024,53.863,2.6945,27.516,1.3252
0.314,42.162,1.7105,53.864,2.7048,27.515,1.3304
0.315,42.198,1.7186,53.865,2.715,27.514,1.3357
0.316,42.233,1.7267,53.866,2.7252,27.512,1.3409
0.317,42.268,1.7348,53.866,2.7355,27.511,1.3461
0.318,42.303,1.7429,53.866,2.7457,27.509,1.3514
0.319,42.337,1.751,53.865,2.7559,27.507,1.3566
0.32,42.37,1.7591,53.865,2.7661,27.504,1.3618
0.321,42.404,1.7673,53.863,2.7763,27.502,1.367
0.322,42.436,1.7754,53.862,2.7866,27.5,1.3723
0.323,42.469,1.7835,53.86,2.7968,27.497,1.3775
0.324,42.501,1.7917,53.858,2.807,27.494,1.3827
0.325,42.532,1.7998,53.855,2.8172,27.491,1.3879
0.326,42.564,1.808,53.852,2.8274,27.488,1.3932
0.327,42.595,1.8161,53.849,2.8376,27.484,1.3984
0.328,42.625,1.8243,53.845,2.8478,27.481,1.4036
0.329,42.655,1.8324,53.841,2.858,27.477,1.4088
0.33,42.685,1.8406,53.837,2.8682,27.474,1.414
0.331,42.714,1.8488,53.833,2.8784,27.47,1.4192
0.332,42.743,1.8569,53.828,2.8886,27.466,1.4244
0.333,42.772,1.8651,53.823,2.8988,27.461,1.4296
0.334,42.8,1.8733,53.817,2.909,27.457,1.4348
0.335,42.828,1.8815,53.811,2.9191,27.453,1.4401
0.336,42.855,1.8897,53.805,2.9293,27.448,1.4453
0.337,42.882,1.8979,53.799,2.9395,27.443,1.4505
0.338,42.909,1.9061,53.792,2.9496,27.439,1.4556
0.339,42.936,1.9143,53.785,2.9598,27.434,1.4608
0.34,42.962,1.9225,53.778,2.97,27.428,1.466
0.341,42.987,1.9307,53.77,2.9801,27.423,1.4712
0.342,43.013,1.9389,53.762,2.9903,27.418,1.4764
0.343,43.038,1.9471,53.754,3.0004,27.412,1.4816
0.344,43.062,1.9553,53.745,3.0106,27.407,1.4868
0.345,43.087,1.9636,53.736,3.0207,27.401,1.492
0.346,43.111,1.9718,53.727,3.0309,27.395,1.4971
0.347,43.134,1.98,53.718,3.041,27.389,1.5023
0.348,43.158,1.9882,53.708,3.0511,27.383,1.5075
0.349,43.18,1.9965,53.698,3.0613,27.377,1.5127
0.35,43.203,2.0047,53.688,3.0714,27.37,1.5178
0.351,43.225,2.013,53.678,3.0815,27.364,1.523
0.352,43.247,2.0212,53.667,3.0916,27.357,1.5282
0.353,43.269,2.0294,53.656,3.1017,27.351,1.5333
0.354,43.29,2.0377,53.645,3.1118,27.344,1.5385
0.355,43.311,2.0459,53.633,3.1219,27.337,1.5437
0.356,43.332,2.0542,53.621,3.132,27.33,1.5488
0.357,43.352,2.0624,53.609,3.1421,27.323,1.554
0.358,43.372,2.0707,53.597,3.1522,27.316,1.5591
0.359,43.392,2.079,53.584,3.1623,27.308,1.5643
0.36,43.411,2.0872,53.571,3.1724,27.301,1.5694
0.361,43.43,2.0955,53.558,3.1825,27.293,1.5746
0.362,43.449,2.1038,53.545,3.1925,27.285,1.5797
0.363,43.467,2.112,53.532,3.2026,27.278,1.5848
0.364,43.486,2.1203,53.518,3.2127,27.27,1.59
0.365,43.503,2.1286,53.504,3.2227,27.262,1.5951
0.366,43.521,2.1368,53.489,3.2328,27.254,1.6002
0.367,43.538,2.1451,53.475,3.2428,27.246,1.6054
0.368,43.555,2.1534,53.46,3.2529,27.237,1.6105
0.369,43.572,2.1617,53.445,3.2629,27.229,1.6156
0.37,43.588,2.17,53.43,3.2729,27.22,1.6207
0.371,43.604,2.1782,53.415,3.283,27.212,1.6259
0.372,43.62,2.1865,53.399,3.293,27.203,1.631
0.373,43.635,2.1948,53.383,3.303,27.194,1.6361
0.374,43.651,2.2031,53.367,3.313,27.186,1.6412
0.375,43.666,2.2114,53.351,3.323,27.177,1.6463
0.376,43.68,2.2197,53.334,3.333,27.168,1.6514
0.377,43.695,2.228,53.317,3.343,27.158,1.6565
0.378,43.709,2.2363,53.3,3.353,27.149,1.6616
0.379,43.722,2.2446,53.283,3.363,27.14,1.6667
0.38,43.736,2.2529,53.266,3.373,27.13,1.6718
0.381,43.749,2.2612,53.248,3.383,27.121,1.6769
0.382,43.762,2.2695,53.23,3.3929,27.111,1.682
0.383,43.775,2.2778,53.212,3.4029,27.102,1.6871
0.384,43.787,2.2861,53.194,3.4129,27.092,1.6921
0.385,43.8,2.2944,53.176,3.4228,27.082,1.6972
0.386,43.812,2.3027,53.157,3.4328,27.072,1.7023
0.387,43.823,2.311,53.138,3.4427,27.062,1.7074
0.388,43.835,2.3193,53.119,3.4526,27.052,1.7124
0.389,43.846,2.3276,53.1,3.4626,27.042,1.7175
0.39,43.857,2.3359,53.081,3.4725,27.032,1.7226
0.391,43.867,2.3442,53.061,3.4824,27.021,1.7276
0.392,43.878,2.3525,53.042,3.4923,27.011,1.7327
0.393,43.888,2.3608,53.022,3.5022,27,1.7377
0.394,43.898,2.3691,53.002,3.5121,26.99,1.7428
0.395,43.908,2.3774,52.982,3.522,26.979,1.7478
0.396,43.917,2.3857,52.961,3.5319,26.969,1.7529
0.397,43.926,2.394,52.941,3.5418,26.958,1.7579
0.398,43.935,2.4023,52.92,3.5517,26.947,1.763
0.399,43.944,2.4106,52.899,3.5615,26.936,1.768
0.4,43.952,2.4189,52.878,3.5714,26.925,1.773
0.401,43.961,2.4272,52.856,3.5813,26.914,1.7781
0.402,43.969,2.4355,52.835,3.5911,26.903,1.7831
0.403,43.976,2.4439,52.813,3.601,26.892,1.7881
0.404,43.984,2.4522,52.792,3.6108,26.88,1.7931
0.405,43.991,2.4605,52.77,3.6206,26.869,1.7982
0.406,43.998,2.4688,52.748,3.6305,26.858,1.8032
0.407,44.005,2.4771,52.725,3.6403,26.846,1.8082
0.408,44.012,2.4854,52.703,3.6501,26.834,1.8132
0.409,44.018,2.4937,52.68,3.6599,26.823,1.8182
0.41,44.025,2.502,52.658,3.6697,26.811,1.8232
0.411,44.031,2.5103,52.635,3.6795,26.799,1.8282
0.412,44.036,2.5186,52.612,3.6893,26.788,1.8332
0.413,44.042,2.5269,52.589,3.6991,26.776,1.8382
0.414,44.047,2.5352,52.565,3.7089,26.764,1.8432
0.415,44.052,2.5435,52.542,3.7186,26.752,1.8481
0.416,44.057,2.5518,52.518,3.7284,26.74,1.8531
0.417,44.062,2.5601,52.495,3.7382,26.728,1.8581
0.418,44.066,2.5684,52.471,3.7479,26.716,1.8631
0.419,44.071,2.5767,52.447,3.7576,26.703,1.868
0.42,44.075,2.585,52.423,3.7674,26.691,1.873
0.421,44.079,2.5933,52.398,3.7771,26.679,1.878
0.422,44.082,2.6016,52.374,3.7868,26.666,1.8829
0.423,44.086,2.6099,52.349,3.7966,26.654,1.8879
0.424,44.089,2.6182,52.325,3.8063,26.641,1.8928
0.425,44.092,2.6265,52.3,3.816,26.629,1.8978
0.426,44.095,2.6348,52.275,3.8257,26.616,1.9027
0.427,44.098,2.6431,52.25,3.8353,26.604,1.9077
0.428,44.101,2.6514,52.225,3.845,26.591,1.9126
0.429,44.103,2.6597,52.2,3.8547,26.578,1.9175
0.43,44.105,2.668,52.174,3.8644,26.565,1.9225
0.431,44.107,2.6763,52.149,3.874,26.552,1.9274
0.432,44.109,2.6846,52.123,3.8837,26.539,1.9323
0.433,44.11,2.6928,52.097,3.8933,26.526,1.9372
0.434,44.112,2.7011,52.071,3.903,26.513,1.9422
0.435,44.113,2.7094,52.045,3.9126,26.5,1.9471
0.436,44.114,2.7177,52.019,3.9222,26.487,1.952
0.437,44.115,2.726,51.993,3.9318,26.474,1.9569
0.438,44.115,2.7342,51.967,3.9415,26.461,1.9618
0.439,44.116,2.7425,51.94,3.9511,26.448,1.9667
0.44,44.116,2.7508,51.914,3.9607,26.434,1.9716
0.441,44.116,2.7591,51.887,3.9702,26.421,1.9765
0.442,44.116,2.7673,51.86,3.9798,26.408,1.9814
0.443,44.116,2.7756,51.833,3.9894,26.394,1.9862
0.444,44.116,2.7839,51.806,3.999,26.381,1.9911
0.445,44.115,2.7921,51.779,4.0085,26.367,1.996
0.446,44.115,2.8004,51.752,4.0181,26.354,2.0009
0.447,44.114,2.8087,51.725,4.0276,26.34,2.0057
0.448,44.113,2.8169,51.698,4.0372,26.326,2.0106
0.449,44.112,2.8252,51.67,4.0467,26.313,2.0155
0.45,44.11,2.8335,51.643,4.0562,26.299,2.0203
