time,repressorA,repressorB
0,14,13
0.0001,13.999,12.999
0.0002,13.997,12.998
0.0003,13.996,12.996
0.0004,13.994,12.995
0.0005,13.993,12.994
0.0006,13.992,12.993
0.0007,13.99,12.991
0.0008,13.989,12.99
0.0009,13.987,12.989
0.001,13.986,12.988
0.0011,13.985,12.987
0.0012,13.983,12.985
0.0013,13.982,12.984
0.0014,13.981,12.983
0.0015,13.979,12.982
0.0016,13.978,12.98
0.0017,13.976,12.979
0.0018,13.975,12.978
0.0019,13.974,12.977
0.002,13.972,12.976
0.0021,13.971,12.974
0.0022,13.969,12.973
0.0023,13.968,12.972
0.0024,13.967,12.971
0.0025,13.965,12.969
0.0026,13.964,12.968
0.0027,13.962,12.967
0.0028,13.961,12.966
0.0029,13.96,12.965
0.003,13.958,12.963
0.0031,13.957,12.962
0.0032,13.956,12.961
0.0033,13.954,12.96
0.0034,13.953,12.958
0.0035,13.951,12.957
0.0036,13.95,12.956
0.0037,13.949,12.955
0.0038,13.947,12.954
0.0039,13.946,12.952
0.004,13.944,12.951
0.0041,13.943,12.95
0.0042,13.942,12.949
0.0043,13.94,12.948
0.0044,13.939,12.946
0.0045,13.938,12.945
0.0046,13.936,12.944
0.0047,13.935,12.943
0.0048,13.933,12.941
0.0049,13.932,12.94
0.005,13.931,12.939
0.0051,13.929,12.938
0.0052,13.928,12.937
0.0053,13.926,12.935
0.0054,13.925,12.934
0.0055,13.924,12.933
0.0056,13.922,12.932
0.0057,13.921,12.93
0.0058,13.92,12.929
0.0059,13.918,12.928
0.006,13.917,12.927
0.0061,13.915,12.926
0.0062,13.914,12.924
0.0063,13.913,12.923
0.0064,13.911,12.922
0.0065,13.91,12.921
0.0066,13.908,12.92
0.0067,13.907,12.918
0.0068,13.906,12.917
0.0069,13.904,12.916
0.007,13.903,12.915
0.0071,13.902,12.913
0.0072,13.9,12.912
0.0073,13.899,12.911
0.0074,13.897,12.91
0.0075,13.896,12.909
0.0076,13.895,12.907
0.0077,13.893,12.906
0.0078,13.892,12.905
0.0079,13.891,12.904
0.008,13.889,12.903
0.0081,13.888,12.901
0.0082,13.886,12.9
0.0083,13.885,12.899
0.0084,13.884,12.898
0.0085,13.882,12.896
0.0086,13.881,12.895
0.0087,13.879,12.894
0.0088,13.878,12.893
0.0089,13.877,12.892
0.009,13.875,12.89
0.0091,13.874,12.889
0.0092,13.873,12.888
0.0093,13.871,12.887
0.0094,13.87,12.886
0.0095,13.868,12.884
0.0096,13.867,12.883
0.0097,13.866,12.882
0.0098,13.864,12.881
0.0099,13.863,12.88
0.01,13.862,12.878
0.0101,13.86,12.877
0.0102,13.859,12.876
0.0103,13.857,12.875
0.0104,13.856,12.873
0.0105,13.855,12.872
0.0106,13.853,12.871
0.0107,13.852,12.87
0.0108,13.851,12.869
0.0109,13.849,12.867
0.011,13.848,12.866
0.0111,13.846,12.865
0.0112,13.845,12.864
0.0113,13.844,12.863
0.0114,13.842,12.861
0.0115,13.841,12.86
0.0116,13.84,12.859
0.0117,13.838,12.858
0.0118,13.837,12.857
0.0119,13.835,12.855
0.012,13.834,12.854
0.0121,13.833,12.853
0.0122,13.831,12.852
0.0123,13.83,12.851
0.0124,13.829,12.849
0.0125,13.827,12.848
0.0126,13.826,12.847
0.0127,13.824,12.846
0.0128,13.823,12.844
0.0129,13.822,12.843
0.013,13.82,12.842
0.0131,13.819,12.841
0.0132,13.818,12.84
0.0133,13.816,12.838
0.0134,13.815,12.837
0.0135,13.813,12.836
0.0136,13.812,12.835
0.0137,13.811,12.834
0.0138,13.809,12.832
0.0139,13.808,12.831
0.014,13.807,12.83
0.0141,13.805,12.829
0.0142,13.804,12.828
0.0143,13.802,12.826
0.0144,13.801,12.825
0.0145,13.8,12.824
0.0146,13.798,12.823
0.0147,13.797,12.822
0.0148,13.796,12.82
0.0149,13.794,12.819
0.015,13.793,12.818
0.0151,13.792,12.817
0.0152,13.79,12.816
0.0153,13.789,12.814
0.0154,13.787,12.813
0.0155,13.786,12.812
0.0156,13.785,12.811
0.0157,13.783,12.81
0.0158,13.782,12.808
0.0159,13.781,12.807
0.016,13.779,12.806
0.0161,13.778,12.805
0.0162,13.776,12.804
0.0163,13.775,12.802
0.0164,13.774,12.801
0.0165,13.772,12.8
0.0166,13.771,12.799
0.0167,13.77,12.798
0.0168,13.768,12.796
0.0169,13.767,12.795
0.017,13.765,12.794
0.0171,13.764,12.793
0.0172,13.763,12.792
0.0173,13.761,12.79
0.0174,13.76,12.789
0.0175,13.759,12.788
0.0176,13.757,12.787
0.0177,13.756,12.786
0.0178,13.755,12.784
0.0179,13.753,12.783
0.018,13.752,12.782
0.0181,13.75,12.781
0.0182,13.749,12.78
0.0183,13.748,12.778
0.0184,13.746,12.777
0.0185,13.745,12.776
0.0186,13.744,12.775
0.0187,13.742,12.774
0.0188,13.741,12.772
0.0189,13.74,12.771
0.019,13.738,12.77
0.0191,13.737,12.769
0.0192,13.735,12.768
0.0193,13.734,12.766
0.0194,13.733,12.765
0.0195,13.731,12.764
0.0196,13.73,12.763
0.0197,13.729,12.762
0.0198,13.727,12.76
0.0199,13.726,12.759
0.02,13.725,12.758
0.0201,13.723,12.757
0.0202,13.722,12.756
0.0203,13.72,12.754
0.0204,13.719,12.753
0.0205,13.718,12.752
0.0206,13.716,12.751
0.0207,13.715,12.75
0.0208,13.714,12.748
0.0209,13.712,12.747
0.021,13.711,12.746
0.0211,13.71,12.745
0.0212,13.708,12.744
0.0213,13.707,12.742
0.0214,13.705,12.741
0.0215,13.704,12.74
0.0216,13.703,12.739
0.0217,13.701,12.738
0.0218,13.7,12.736
0.0219,13.699,12.735
0.022,13.697,12.734
0.0221,13.696,12.733
0.0222,13.695,12.732
0.0223,13.693,12.73
0.0224,13.692,12.729
0.0225,13.69,12.728
0.0226,13.689,12.727
0.0227,13.688,12.726
0.0228,13.686,12.725
0.0229,13.685,12.723
0.023,13.684,12.722
0.0231,13.682,12.721
0.0232,13.681,12.72
0.0233,13.68,12.719
0.0234,13.678,12.717
0.0235,13.677,12.716
0.0236,13.676,12.715
0.0237,13.674,12.714
0.0238,13.673,12.713
0.0239,13.671,12.711
0.024,13.67,12.71
0.0241,13.669,12.709
0.0242,13.667,12.708
0.0243,13.666,12.707
0.0244,13.665,12.705
0.0245,13.663,12.704
0.0246,13.662,12.703
0.0247,13.661,12.702
0.0248,13.659,12.701
0.0249,13.658,12.699
0.025,13.657,12.698
0.0251,13.655,12.697
0.0252,13.654,12.696
0.0253,13.652,12.695
0.0254,13.651,12.694
0.0255,13.65,12.692
0.0256,13.648,12.691
0.0257,13.647,12.69
0.0258,13.646,12.689
0.0259,13.644,12.688
0.026,13.643,12.686
0.0261,13.642,12.685
0.0262,13.64,12.684
0.0263,13.639,12.683
0.0264,13.638,12.682
0.0265,13.636,12.68
0.0266,13.635,12.679
0.0267,13.633,12.678
0.0268,13.632,12.677
0.0269,13.631,12.676
0.027,13.629,12.675
0.0271,13.628,12.673
0.0272,13.627,12.672
0.0273,13.625,12.671
0.0274,13.624,12.67
0.0275,13.623,12.669
0.0276,13.621,12.667
0.0277,13.62,12.666
0.0278,13.619,12.665
0.0279,13.617,12.664
0.028,13.616,12.663
0.0281,13.615,12.661
0.0282,13.613,12.66
0.0283,13.612,12.659
0.0284,13.61,12.658
0.0285,13.609,12.657
0.0286,13.608,12.656
0.0287,13.606,12.654
0.0288,13.605,12.653
0.0289,13.604,12.652
0.029,13.602,12.651
0.0291,13.601,12.65
0.0292,13.6,12.648
0.0293,13.598,12.647
0.0294,13.597,12.646
0.0295,13.596,12.645
0.0296,13.594,12.644
0.0297,13.593,12.643
0.0298,13.592,12.641
0.0299,13.59,12.64
0.03,13.589,12.639
0.0301,13.588,12.638
0.0302,13.586,12.637
0.0303,13.585,12.635
0.0304,13.583,12.634
0.0305,13.582,12.633
0.0306,13.581,12.632
0.0307,13.579,12.631
0.0308,13.578,12.63
0.0309,13.577,12.628
0.031,13.575,12.627
0.0311,13.574,12.626
0.0312,13.573,12.625
0.0313,13.571,12.624
0.0314,13.57,12.622
0.0315,13.569,12.621
0.0316,13.567,12.62
0.0317,13.566,12.619
0.0318,13.565,12.618
0.0319,13.563,12.617
0.032,13.562,12.615
0.0321,13.561,12.614
0.0322,13.559,12.613
0.0323,13.558,12.612
0.0324,13.557,12.611
0.0325,13.555,12.609
0.0326,13.554,12.608
0.0327,13.552,12.607
0.0328,13.551,12.606
0.0329,13.55,12.605
0.033,13.548,12.604
0.0331,13.547,12.602
0.0332,13.546,12.601
0.0333,13.544,12.6
0.0334,13.543,12.599
0.0335,13.542,12.598
0.0336,13.54,12.596
0.0337,13.539,12.595
0.0338,13.538,12.594
0.0339,13.536,12.593
0.034,13.535,12.592
0.0341,13.534,12.591
0.0342,13.532,12.589
0.0343,13.531,12.588
0.0344,13.53,12.587
0.0345,13.528,12.586
0.0346,13.527,12.585
0.0347,13.526,12.584
0.0348,13.524,12.582
0.0349,13.523,12.581
0.035,13.522,12.58
0.0351,13.52,12.579
0.0352,13.519,12.578
0.0353,13.518,12.576
0.0354,13.516,12.575
0.0355,13.515,12.574
0.0356,13.514,12.573
0.0357,13.512,12.572
0.0358,13.511,12.571
0.0359,13.509,12.569
0.036,13.508,12.568
0.0361,13.507,12.567
0.0362,13.505,12.566
0.0363,13.504,12.565
0.0364,13.503,12.564
0.0365,13.501,12.562
0.0366,13.5,12.561
0.0367,13.499,12.56
0.0368,13.497,12.559
0.0369,13.496,12.558
0.037,13.495,12.556
0.0371,13.493,12.555
0.0372,13.492,12.554
0.0373,13.491,12.553
0.0374,13.489,12.552
0.0375,13.488,12.551
0.0376,13.487,12.549
0.0377,13.485,12.548
0.0378,13.484,12.547
0.0379,13.483,12.546
0.038,13.481,12.545
0.0381,13.48,12.544
0.0382,13.479,12.542
0.0383,13.477,12.541
0.0384,13.476,12.54
0.0385,13.475,12.539
0.0386,13.473,12.538
0.0387,13.472,12.537
0.0388,13.471,12.535
0.0389,13.469,12.534
0.039,13.468,12.533
0.0391,13.467,12.532
0.0392,13.465,12.531
0.0393,13.464,12.53
0.0394,13.463,12.528
0.0395,13.461,12.527
0.0396,13.46,12.526
0.0397,13.459,12.525
0.0398,13.457,12.524
0.0399,13.456,12.523
0.04,13.455,12.521
0.0401,13.453,12.52
0.0402,13.452,12.519
0.0403,13.451,12.518
0.0404,13.449,12.517
0.0405,13.448,12.515
0.0406,13.447,12.514
0.0407,13.445,12.513
0.0408,13.444,12.512
0.0409,13.443,12.511
0.041,13.441,12.51
0.0411,13.44,12.508
0.0412,13.439,12.507
0.0413,13.437,12.506
0.0414,13.436,12.505
0.0415,13.435,12.504
0.0416,13.433,12.503
0.0417,13.432,12.501
0.0418,13.431,12.5
0.0419,13.429,12.499
0.042,13.428,12.498
0.0421,13.427,12.497
0.0422,13.425,12.496
0.0423,13.424,12.494
0.0424,13.423,12.493
0.0425,13.421,12.492
0.0426,13.42,12.491
0.0427,13.419,12.49
0.0428,13.417,12.489
0.0429,13.416,12.487
0.043,13.415,12.486
0.0431,13.413,12.485
0.0432,13.412,12.484
0.0433,13.411,12.483
0.0434,13.409,12.482
0.0435,13.408,12.48
0.0436,13.407,12.479
0.0437,13.405,12.478
0.0438,13.404,12.477
0.0439,13.403,12.476
0.044,13.401,12.475
0.0441,13.4,12.473
0.0442,13.399,12.472
0.0443,13.397,12.471
0.0444,13.396,12.47
0.0445,13.395,12.469
0.0446,13.393,12.468
0.0447,13.392,12.467
0.0448,13.391,12.465
0.0449,13.389,12.464
0.045,13.388,12.463
0.0451,13.387,12.462
0.0452,13.385,12.461
0.0453,13.384,12.46
0.0454,13.383,12.458
0.0455,13.381,12.457
0.0456,13.38,12.456
0.0457,13.379,12.455
0.0458,13.377,12.454
0.0459,13.376,12.453
0.046,13.375,12.451
0.0461,13.373,12.45
0.0462,13.372,12.449
0.0463,13.371,12.448
0.0464,13.369,12.447
0.0465,13.368,12.446
0.0466,13.367,12.444
0.0467,13.365,12.443
0.0468,13.364,12.442
0.0469,13.363,12.441
0.047,13.361,12.44
0.0471,13.36,12.439
0.0472,13.359,12.437
0.0473,13.357,12.436
0.0474,13.356,12.435
0.0475,13.355,12.434
0.0476,13.353,12.433
0.0477,13.352,12.432
0.0478,13.351,12.431
0.0479,13.349,12.429
0.048,13.348,12.428
0.0481,13.347,12.427
0.0482,13.345,12.426
0.0483,13.344,12.425
0.0484,13.343,12.424
0.0485,13.341,12.422
0.0486,13.34,12.421
0.0487,13.339,12.42
0.0488,13.338,12.419
0.0489,13.336,12.418
0.049,13.335,12.417
0.0491,13.334,12.415
0.0492,13.332,12.414
0.0493,13.331,12.413
0.0494,13.33,12.412
0.0495,13.328,12.411
0.0496,13.327,12.41
0.0497,13.326,12.409
0.0498,13.324,12.407
0.0499,13.323,12.406
0.05,13.322,12.405
0.0501,13.32,12.404
0.0502,13.319,12.403
0.0503,13.318,12.402
0.0504,13.316,12.4
0.0505,13.315,12.399
0.0506,13.314,12.398
0.0507,13.312,12.397
0.0508,13.311,12.396
0.0509,13.31,12.395
0.051,13.308,12.393
0.0511,13.307,12.392
0.0512,13.306,12.391
0.0513,13.304,12.39
0.0514,13.303,12.389
0.0515,13.302,12.388
0.0516,13.3,12.387
0.0517,13.299,12.385
0.0518,13.298,12.384
0.0519,13.297,12.383
0.052,13.295,12.382
0.0521,13.294,12.381
0.0522,13.293,12.38
0.0523,13.291,12.378
0.0524,13.29,12.377
0.0525,13.289,12.376
0.0526,13.287,12.375
0.0527,13.286,12.374
0.0528,13.285,12.373
0.0529,13.283,12.372
0.053,13.282,12.37
0.0531,13.281,12.369
0.0532,13.279,12.368
0.0533,13.278,12.367
0.0534,13.277,12.366
0.0535,13.275,12.365
0.0536,13.274,12.363
0.0537,13.273,12.362
0.0538,13.271,12.361
0.0539,13.27,12.36
0.054,13.269,12.359
0.0541,13.268,12.358
0.0542,13.266,12.357
0.0543,13.265,12.355
0.0544,13.264,12.354
0.0545,13.262,12.353
0.0546,13.261,12.352
0.0547,13.26,12.351
0.0548,13.258,12.35
0.0549,13.257,12.349
0.055,13.256,12.347
0.0551,13.254,12.346
0.0552,13.253,12.345
0.0553,13.252,12.344
0.0554,13.25,12.343
0.0555,13.249,12.342
0.0556,13.248,12.34
0.0557,13.246,12.339
0.0558,13.245,12.338
0.0559,13.244,12.337
0.056,13.243,12.336
0.0561,13.241,12.335
0.0562,13.24,12.334
0.0563,13.239,12.332
0.0564,13.237,12.331
0.0565,13.236,12.33
0.0566,13.235,12.329
0.0567,13.233,12.328
0.0568,13.232,12.327
0.0569,13.231,12.326
0.057,13.229,12.324
0.0571,13.228,12.323
0.0572,13.227,12.322
0.0573,13.225,12.321
0.0574,13.224,12.32
0.0575,13.223,12.319
0.0576,13.222,12.318
0.0577,13.22,12.316
0.0578,13.219,12.315
0.0579,13.218,12.314
0.058,13.216,12.313
0.0581,13.215,12.312
0.0582,13.214,12.311
0.0583,13.212,12.309
0.0584,13.211,12.308
0.0585,13.21,12.307
0.0586,13.208,12.306
0.0587,13.207,12.305
0.0588,13.206,12.304
0.0589,13.204,12.303
0.059,13.203,12.301
0.0591,13.202,12.3
0.0592,13.201,12.299
0.0593,13.199,12.298
0.0594,13.198,12.297
0.0595,13.197,12.296
0.0596,13.195,12.295
0.0597,13.194,12.293
0.0598,13.193,12.292
0.0599,13.191,12.291
0.06,13.19,12.29
0.0601,13.189,12.289
0.0602,13.187,12.288
0.0603,13.186,12.287
0.0604,13.185,12.285
0.0605,13.184,12.284
0.0606,13.182,12.283
0.0607,13.181,12.282
0.0608,13.18,12.281
0.0609,13.178,12.28
0.061,13.177,12.279
0.0611,13.176,12.277
0.0612,13.174,12.276
0.0613,13.173,12.275
0.0614,13.172,12.274
0.0615,13.17,12.273
0.0616,13.169,12.272
0.0617,13.168,12.271
0.0618,13.166,12.269
0.0619,13.165,12.268
0.062,13.164,12.267
0.0621,13.163,12.266
0.0622,13.161,12.265
0.0623,13.16,12.264
0.0624,13.159,12.263
0.0625,13.157,12.262
0.0626,13.156,12.26
0.0627,13.155,12.259
0.0628,13.153,12.258
0.0629,13.152,12.257
0.063,13.151,12.256
0.0631,13.15,12.255
0.0632,13.148,12.254
0.0633,13.147,12.252
0.0634,13.146,12.251
0.0635,13.144,12.25
0.0636,13.143,12.249
0.0637,13.142,12.248
0.0638,13.14,12.247
0.0639,13.139,12.246
0.064,13.138,12.244
0.0641,13.136,12.243
0.0642,13.135,12.242
0.0643,13.134,12.241
0.0644,13.133,12.24
0.0645,13.131,12.239
0.0646,13.13,12.238
0.0647,13.129,12.236
0.0648,13.127,12.235
0.0649,13.126,12.234
0.065,13.125,12.233
0.0651,13.123,12.232
0.0652,13.122,12.231
0.0653,13.121,12.23
0.0654,13.12,12.228
0.0655,13.118,12.227
0.0656,13.117,12.226
0.0657,13.116,12.225
0.0658,13.114,12.224
0.0659,13.113,12.223
0.066,13.112,12.222
0.0661,13.11,12.221
0.0662,13.109,12.219
0.0663,13.108,12.218
0.0664,13.107,12.217
0.0665,13.105,12.216
0.0666,13.104,12.215
0.0667,13.103,12.214
0.0668,13.101,12.213
0.0669,13.1,12.211
0.067,13.099,12.21
0.0671,13.097,12.209
0.0672,13.096,12.208
0.0673,13.095,12.207
0.0674,13.094,12.206
0.0675,13.092,12.205
0.0676,13.091,12.204
0.0677,13.09,12.202
0.0678,13.088,12.201
0.0679,13.087,12.2
0.068,13.086,12.199
0.0681,13.084,12.198
0.0682,13.083,12.197
0.0683,13.082,12.196
0.0684,13.081,12.194
0.0685,13.079,12.193
0.0686,13.078,12.192
0.0687,13.077,12.191
0.0688,13.075,12.19
0.0689,13.074,12.189
0.069,13.073,12.188
0.0691,13.071,12.187
0.0692,13.07,12.185
0.0693,13.069,12.184
0.0694,13.068,12.183
0.0695,13.066,12.182
0.0696,13.065,12.181
0.0697,13.064,12.18
0.0698,13.062,12.179
0.0699,13.061,12.178
0.07,13.06,12.176
0.0701,13.058,12.175
0.0702,13.057,12.174
0.0703,13.056,12.173
0.0704,13.055,12.172
0.0705,13.053,12.171
0.0706,13.052,12.17
0.0707,13.051,12.168
0.0708,13.049,12.167
0.0709,13.048,12.166
0.071,13.047,12.165
0.0711,13.046,12.164
0.0712,13.044,12.163
0.0713,13.043,12.162
0.0714,13.042,12.161
0.0715,13.04,12.159
0.0716,13.039,12.158
0.0717,13.038,12.157
0.0718,13.036,12.156
0.0719,13.035,12.155
0.072,13.034,12.154
0.0721,13.033,12.153
0.0722,13.031,12.152
0.0723,13.03,12.15
0.0724,13.029,12.149
0.0725,13.027,12.148
0.0726,13.026,12.147
0.0727,13.025,12.146
0.0728,13.024,12.145
0.0729,13.022,12.144
0.073,13.021,12.143
0.0731,13.02,12.141
0.0732,13.018,12.14
0.0733,13.017,12.139
0.0734,13.016,12.138
0.0735,13.014,12.137
0.0736,13.013,12.136
0.0737,13.012,12.135
0.0738,13.011,12.134
0.0739,13.009,12.132
0.074,13.008,12.131
0.0741,13.007,12.13
0.0742,13.005,12.129
0.0743,13.004,12.128
0.0744,13.003,12.127
0.0745,13.002,12.126
0.0746,13,12.125
0.0747,12.999,12.123
0.0748,12.998,12.122
0.0749,12.996,12.121
0.075,12.995,12.12
0.0751,12.994,12.119
0.0752,12.993,12.118
0.0753,12.991,12.117
0.0754,12.99,12.116
0.0755,12.989,12.114
0.0756,12.987,12.113
0.0757,12.986,12.112
0.0758,12.985,12.111
0.0759,12.984,12.11
0.076,12.982,12.109
0.0761,12.981,12.108
0.0762,12.98,12.107
0.0763,12.978,12.105
0.0764,12.977,12.104
0.0765,12.976,12.103
0.0766,12.975,12.102
0.0767,12.973,12.101
0.0768,12.972,12.1
0.0769,12.971,12.099
0.077,12.969,12.098
0.0771,12.968,12.096
0.0772,12.967,12.095
0.0773,12.966,12.094
0.0774,12.964,12.093
0.0775,12.963,12.092
0.0776,12.962,12.091
0.0777,12.96,12.09
0.0778,12.959,12.089
0.0779,12.958,12.087
0.078,12.957,12.086
0.0781,12.955,12.085
0.0782,12.954,12.084
0.0783,12.953,12.083
0.0784,12.951,12.082
0.0785,12.95,12.081
0.0786,12.949,12.08
0.0787,12.948,12.079
0.0788,12.946,12.077
0.0789,12.945,12.076
0.079,12.944,12.075
0.0791,12.942,12.074
0.0792,12.941,12.073
0.0793,12.94,12.072
0.0794,12.939,12.071
0.0795,12.937,12.07
0.0796,12.936,12.068
0.0797,12.935,12.067
0.0798,12.933,12.066
0.0799,12.932,12.065
0.08,12.931,12.064
0.0801,12.93,12.063
0.0802,12.928,12.062
0.0803,12.927,12.061
0.0804,12.926,12.06
0.0805,12.924,12.058
0.0806,12.923,12.057
0.0807,12.922,12.056
0.0808,12.921,12.055
0.0809,12.919,12.054
0.081,12.918,12.053
0.0811,12.917,12.052
0.0812,12.915,12.051
0.0813,12.914,12.049
0.0814,12.913,12.048
0.0815,12.912,12.047
0.0816,12.91,12.046
0.0817,12.909,12.045
0.0818,12.908,12.044
0.0819,12.906,12.043
0.082,12.905,12.042
0.0821,12.904,12.041
0.0822,12.903,12.039
0.0823,12.901,12.038
0.0824,12.9,12.037
0.0825,12.899,12.036
0.0826,12.898,12.035
0.0827,12.896,12.034
0.0828,12.895,12.033
0.0829,12.894,12.032
0.083,12.892,12.031
0.0831,12.891,12.029
0.0832,12.89,12.028
0.0833,12.889,12.027
0.0834,12.887,12.026
0.0835,12.886,12.025
0.0836,12.885,12.024
0.0837,12.883,12.023
0.0838,12.882,12.022
0.0839,12.881,12.021
0.084,12.88,12.019
0.0841,12.878,12.018
0.0842,12.877,12.017
0.0843,12.876,12.016
0.0844,12.874,12.015
0.0845,12.873,12.014
0.0846,12.872,12.013
0.0847,12.871,12.012
0.0848,12.869,12.011
0.0849,12.868,12.009
0.085,12.867,12.008
0.0851,12.866,12.007
0.0852,12.864,12.006
0.0853,12.863,12.005
0.0854,12.862,12.004
0.0855,12.86,12.003
0.0856,12.859,12.002
0.0857,12.858,12.001
0.0858,12.857,11.999
0.0859,12.855,11.998
0.086,12.854,11.997
0.0861,12.853,11.996
0.0862,12.852,11.995
0.0863,12.85,11.994
0.0864,12.849,11.993
0.0865,12.848,11.992
0.0866,12.846,11.991
0.0867,12.845,11.989
0.0868,12.844,11.988
0.0869,12.843,11.987
0.087,12.841,11.986
0.0871,12.84,11.985
0.0872,12.839,11.984
0.0873,12.838,11.983
0.0874,12.836,11.982
0.0875,12.835,11.981
0.0876,12.834,11.979
0.0877,12.832,11.978
0.0878,12.831,11.977
0.0879,12.83,11.976
0.088,12.829,11.975
0.0881,12.827,11.974
0.0882,12.826,11.973
0.0883,12.825,11.972
0.0884,12.824,11.971
0.0885,12.822,11.97
0.0886,12.821,11.968
0.0887,12.82,11.967
0.0888,12.818,11.966
0.0889,12.817,11.965
0.089,12.816,11.964
0.0891,12.815,11.963
0.0892,12.813,11.962
0.0893,12.812,11.961
0.0894,12.811,11.96
0.0895,12.81,11.958
0.0896,12.808,11.957
0.0897,12.807,11.956
0.0898,12.806,11.955
0.0899,12.804,11.954
0.09,12.803,11.953
0.0901,12.802,11.952
0.0902,12.801,11.951
0.0903,12.799,11.95
0.0904,12.798,11.949
0.0905,12.797,11.947
0.0906,12.796,11.946
0.0907,12.794,11.945
0.0908,12.793,11.944
0.0909,12.792,11.943
0.091,12.79,11.942
0.0911,12.789,11.941
0.0912,12.788,11.94
0.0913,12.787,11.939
0.0914,12.785,11.937
0.0915,12.784,11.936
0.0916,12.783,11.935
0.0917,12.782,11.934
0.0918,12.78,11.933
0.0919,12.779,11.932
0.092,12.778,11.931
0.0921,12.777,11.93
0.0922,12.775,11.929
0.0923,12.774,11.928
0.0924,12.773,11.926
0.0925,12.771,11.925
0.0926,12.77,11.924
0.0927,12.769,11.923
0.0928,12.768,11.922
0.0929,12.766,11.921
0.093,12.765,11.92
0.0931,12.764,11.919
0.0932,12.763,11.918
0.0933,12.761,11.917
0.0934,12.76,11.915
0.0935,12.759,11.914
0.0936,12.758,11.913
0.0937,12.756,11.912
0.0938,12.755,11.911
0.0939,12.754,11.91
0.094,12.752,11.909
0.0941,12.751,11.908
0.0942,12.75,11.907
0.0943,12.749,11.906
0.0944,12.747,11.904
0.0945,12.746,11.903
0.0946,12.745,11.902
0.0947,12.744,11.901
0.0948,12.742,11.9
0.0949,12.741,11.899
0.095,12.74,11.898
0.0951,12.739,11.897
0.0952,12.737,11.896
0.0953,12.736,11.895
0.0954,12.735,11.893
0.0955,12.734,11.892
0.0956,12.732,11.891
0.0957,12.731,11.89
0.0958,12.73,11.889
0.0959,12.728,11.888
0.096,12.727,11.887
0.0961,12.726,11.886
0.0962,12.725,11.885
0.0963,12.723,11.884
0.0964,12.722,11.883
0.0965,12.721,11.881
0.0966,12.72,11.88
0.0967,12.718,11.879
0.0968,12.717,11.878
0.0969,12.716,11.877
0.097,12.715,11.876
0.0971,12.713,11.875
0.0972,12.712,11.874
0.0973,12.711,11.873
0.0974,12.71,11.872
0.0975,12.708,11.87
0.0976,12.707,11.869
0.0977,12.706,11.868
0.0978,12.704,11.867
0.0979,12.703,11.866
0.098,12.702,11.865
0.0981,12.701,11.864
0.0982,12.699,11.863
0.0983,12.698,11.862
0.0984,12.697,11.861
0.0985,12.696,11.86
0.0986,12.694,11.858
0.0987,12.693,11.857
0.0988,12.692,11.856
0.0989,12.691,11.855
0.099,12.689,11.854
0.0991,12.688,11.853
0.0992,12.687,11.852
0.0993,12.686,11.851
0.0994,12.684,11.85
0.0995,12.683,11.849
0.0996,12.682,11.847
0.0997,12.681,11.846
0.0998,12.679,11.845
0.0999,12.678,11.844
0.1,12.677,11.843
0.1001,12.676,11.842
0.1002,12.674,11.841
0.1003,12.673,11.84
0.1004,12.672,11.839
0.1005,12.671,11.838
0.1006,12.669,11.837
0.1007,12.668,11.835
0.1008,12.667,11.834
0.1009,12.665,11.833
0.101,12.664,11.832
0.1011,12.663,11.831
0.1012,12.662,11.83
0.1013,12.66,11.829
0.1014,12.659,11.828
0.1015,12.658,11.827
0.1016,12.657,11.826
0.1017,12.655,11.825
0.1018,12.654,11.823
0.1019,12.653,11.822
0.102,12.652,11.821
0.1021,12.65,11.82
0.1022,12.649,11.819
0.1023,12.648,11.818
0.1024,12.647,11.817
0.1025,12.645,11.816
0.1026,12.644,11.815
0.1027,12.643,11.814
0.1028,12.642,11.813
0.1029,12.64,11.812
0.103,12.639,11.81
0.1031,12.638,11.809
0.1032,12.637,11.808
0.1033,12.635,11.807
0.1034,12.634,11.806
0.1035,12.633,11.805
0.1036,12.632,11.804
0.1037,12.63,11.803
0.1038,12.629,11.802
0.1039,12.628,11.801
0.104,12.627,11.8
0.1041,12.625,11.798
0.1042,12.624,11.797
0.1043,12.623,11.796
0.1044,12.622,11.795
0.1045,12.62,11.794
0.1046,12.619,11.793
0.1047,12.618,11.792
0.1048,12.617,11.791
0.1049,12.615,11.79
0.105,12.614,11.789
0.1051,12.613,11.788
0.1052,12.612,11.787
0.1053,12.61,11.785
0.1054,12.609,11.784
0.1055,12.608,11.783
0.1056,12.607,11.782
0.1057,12.605,11.781
0.1058,12.604,11.78
0.1059,12.603,11.779
0.106,12.602,11.778
0.1061,12.6,11.777
0.1062,12.599,11.776
0.1063,12.598,11.775
0.1064,12.597,11.774
0.1065,12.595,11.772
0.1066,12.594,11.771
0.1067,12.593,11.77
0.1068,12.592,11.769
0.1069,12.59,11.768
0.107,12.589,11.767
0.1071,12.588,11.766
0.1072,12.587,11.765
0.1073,12.585,11.764
0.1074,12.584,11.763
0.1075,12.583,11.762
0.1076,12.582,11.761
0.1077,12.58,11.759
0.1078,12.579,11.758
0.1079,12.578,11.757
0.108,12.577,11.756
0.1081,12.575,11.755
0.1082,12.574,11.754
0.1083,12.573,11.753
0.1084,12.572,11.752
