time,repressorA,repressorB
0.5691,7.9923,7.9976
0.5692,7.9915,7.997
0.5693,7.9907,7.9964
0.5694,7.99,7.9959
0.5695,7.9892,7.9953
0.5696,7.9884,7.9947
0.5697,7.9876,7.9942
0.5698,7.9869,7.9936
0.5699,7.9861,7.993
0.57,7.9853,7.9925
0.5701,7.9845,7.9919
0.5702,7.9838,7.9913
0.5703,7.983,7.9908
0.5704,7.9822,7.9902
0.5705,7.9814,7.9896
0.5706,7.9807,7.9891
0.5707,7.9799,7.9885
0.5708,7.9791,7.9879
0.5709,7.9783,7.9874
0.571,7.9776,7.9868
0.5711,7.9768,7.9862
0.5712,7.976,7.9857
0.5713,7.9752,7.9851
0.5714,7.9745,7.9845
0.5715,7.9737,7.984
0.5716,7.9729,7.9834
0.5717,7.9721,7.9828
0.5718,7.9714,7.9823
0.5719,7.9706,7.9817
0.572,7.9698,7.9811
0.5721,7.969,7.9806
0.5722,7.9683,7.98
0.5723,7.9675,7.9794
0.5724,7.9667,7.9789
0.5725,7.9659,7.9783
0.5726,7.9652,7.9777
0.5727,7.9644,7.9772
0.5728,7.9636,7.9766
0.5729,7.9628,7.976
0.573,7.9621,7.9755
0.5731,7.9613,7.9749
0.5732,7.9605,7.9743
0.5733,7.9598,7.9738
0.5734,7.959,7.9732
0.5735,7.9582,7.9727
0.5736,7.9574,7.9721
0.5737,7.9567,7.9715
0.5738,7.9559,7.971
0.5739,7.9551,7.9704
0.574,7.9543,7.9698
0.5741,7.9536,7.9693
0.5742,7.9528,7.9687
0.5743,7.952,7.9681
0.5744,7.9513,7.9676
0.5745,7.9505,7.967
0.5746,7.9497,7.9665
0.5747,7.9489,7.9659
0.5748,7.9482,7.9653
0.5749,7.9474,7.9648
0.575,7.9466,7.9642
0.5751,7.9459,7.9636
0.5752,7.9451,7.9631
0.5753,7.9443,7.9625
0.5754,7.9435,7.962
0.5755,7.9428,7.9614
0.5756,7.942,7.9608
0.5757,7.9412,7.9603
0.5758,7.9405,7.9597
0.5759,7.9397,7.9591
0.576,7.9389,7.9586
0.5761,7.9381,7.958
0.5762,7.9374,7.9575
0.5763,7.9366,7.9569
0.5764,7.9358,7.9563
0.5765,7.9351,7.9558
0.5766,7.9343,7.9552
0.5767,7.9335,7.9547
0.5768,7.9328,7.9541
0.5769,7.932,7.9535
0.577,7.9312,7.953
0.5771,7.9304,7.9524
0.5772,7.9297,7.9519
0.5773,7.9289,7.9513
0.5774,7.9281,7.9507
0.5775,7.9274,7.9502
0.5776,7.9266,7.9496
0.5777,7.9258,7.9491
0.5778,7.9251,7.9485
0.5779,7.9243,7.9479
0.578,7.9235,7.9474
0.5781,7.9227,7.9468
0.5782,7.922,7.9463
0.5783,7.9212,7.9457
0.5784,7.9204,7.9451
0.5785,7.9197,7.9446
0.5786,7.9189,7.944
0.5787,7.9181,7.9435
0.5788,7.9174,7.9429
0.5789,7.9166,7.9423
0.579,7.9158,7.9418
0.5791,7.9151,7.9412
0.5792,7.9143,7.9407
0.5793,7.9135,7.9401
0.5794,7.9128,7.9395
0.5795,7.912,7.939
0.5796,7.9112,7.9384
0.5797,7.9105,7.9379
0.5798,7.9097,7.9373
0.5799,7.9089,7.9368
0.58,7.9081,7.9362
0.5801,7.9074,7.9356
0.5802,7.9066,7.9351
0.5803,7.9058,7.9345
0.5804,7.9051,7.934
0.5805,7.9043,7.9334
0.5806,7.9035,7.9329
0.5807,7.9028,7.9323
0.5808,7.902,7.9317
0.5809,7.9012,7.9312
0.581,7.9005,7.9306
0.5811,7.8997,7.9301
0.5812,7.8989,7.9295
0.5813,7.8982,7.929
0.5814,7.8974,7.9284
0.5815,7.8966,7.9279
0.5816,7.8959,7.9273
0.5817,7.8951,7.9267
0.5818,7.8943,7.9262
0.5819,7.8936,7.9256
0.582,7.8928,7.9251
0.5821,7.892,7.9245
0.5822,7.8913,7.924
0.5823,7.8905,7.9234
0.5824,7.8897,7.9229
0.5825,7.889,7.9223
0.5826,7.8882,7.9217
0.5827,7.8875,7.9212
0.5828,7.8867,7.9206
0.5829,7.8859,7.9201
0.583,7.8852,7.9195
0.5831,7.8844,7.919
0.5832,7.8836,7.9184
0.5833,7.8829,7.9179
0.5834,7.8821,7.9173
0.5835,7.8813,7.9168
0.5836,7.8806,7.9162
0.5837,7.8798,7.9156
0.5838,7.879,7.9151
0.5839,7.8783,7.9145
0.584,7.8775,7.914
0.5841,7.8767,7.9134
0.5842,7.876,7.9129
0.5843,7.8752,7.9123
0.5844,7.8745,7.9118
0.5845,7.8737,7.9112
0.5846,7.8729,7.9107
0.5847,7.8722,7.9101
0.5848,7.8714,7.9096
0.5849,7.8706,7.909
0.585,7.8699,7.9085
0.5851,7.8691,7.9079
0.5852,7.8683,7.9073
0.5853,7.8676,7.9068
0.5854,7.8668,7.9062
0.5855,7.8661,7.9057
0.5856,7.8653,7.9051
0.5857,7.8645,7.9046
0.5858,7.8638,7.904
0.5859,7.863,7.9035
0.586,7.8622,7.9029
0.5861,7.8615,7.9024
0.5862,7.8607,7.9018
0.5863,7.8599,7.9013
0.5864,7.8592,7.9007
0.5865,7.8584,7.9002
0.5866,7.8577,7.8996
0.5867,7.8569,7.8991
0.5868,7.8561,7.8985
0.5869,7.8554,7.898
0.587,7.8546,7.8974
0.5871,7.8539,7.8969
0.5872,7.8531,7.8963
0.5873,7.8523,7.8958
0.5874,7.8516,7.8952
0.5875,7.8508,7.8947
0.5876,7.85,7.8941
0.5877,7.8493,7.8936
0.5878,7.8485,7.893
0.5879,7.8478,7.8925
0.588,7.847,7.8919
0.5881,7.8462,7.8914
0.5882,7.8455,7.8908
0.5883,7.8447,7.8903
0.5884,7.844,7.8897
0.5885,7.8432,7.8892
0.5886,7.8424,7.8886
0.5887,7.8417,7.8881
0.5888,7.8409,7.8875
0.5889,7.8401,7.887
0.589,7.8394,7.8864
0.5891,7.8386,7.8859
0.5892,7.8379,7.8853
0.5893,7.8371,7.8848
0.5894,7.8363,7.8842
0.5895,7.8356,7.8837
0.5896,7.8348,7.8831
0.5897,7.8341,7.8826
0.5898,7.8333,7.8821
0.5899,7.8325,7.8815
0.59,7.8318,7.881
0.5901,7.831,7.8804
0.5902,7.8303,7.8799
0.5903,7.8295,7.8793
0.5904,7.8288,7.8788
0.5905,7.828,7.8782
0.5906,7.8272,7.8777
0.5907,7.8265,7.8771
0.5908,7.8257,7.8766
0.5909,7.825,7.876
0.591,7.8242,7.8755
0.5911,7.8234,7.8749
0.5912,7.8227,7.8744
0.5913,7.8219,7.8739
0.5914,7.8212,7.8733
0.5915,7.8204,7.8728
0.5916,7.8196,7.8722
0.5917,7.8189,7.8717
0.5918,7.8181,7.8711
0.5919,7.8174,7.8706
0.592,7.8166,7.87
0.5921,7.8159,7.8695
0.5922,7.8151,7.8689
0.5923,7.8143,7.8684
0.5924,7.8136,7.8679
0.5925,7.8128,7.8673
0.5926,7.8121,7.8668
0.5927,7.8113,7.8662
0.5928,7.8106,7.8657
0.5929,7.8098,7.8651
0.593,7.809,7.8646
0.5931,7.8083,7.864
0.5932,7.8075,7.8635
0.5933,7.8068,7.8629
0.5934,7.806,7.8624
0.5935,7.8053,7.8619
0.5936,7.8045,7.8613
0.5937,7.8037,7.8608
0.5938,7.803,7.8602
0.5939,7.8022,7.8597
0.594,7.8015,7.8591
0.5941,7.8007,7.8586
0.5942,7.8,7.8581
0.5943,7.7992,7.8575
0.5944,7.7984,7.857
0.5945,7.7977,7.8564
0.5946,7.7969,7.8559
0.5947,7.7962,7.8553
0.5948,7.7954,7.8548
0.5949,7.7947,7.8543
0.595,7.7939,7.8537
0.5951,7.7932,7.8532
0.5952,7.7924,7.8526
0.5953,7.7916,7.8521
0.5954,7.7909,7.8515
0.5955,7.7901,7.851
0.5956,7.7894,7.8505
0.5957,7.7886,7.8499
0.5958,7.7879,7.8494
0.5959,7.7871,7.8488
0.596,7.7864,7.8483
0.5961,7.7856,7.8478
0.5962,7.7848,7.8472
0.5963,7.7841,7.8467
0.5964,7.7833,7.8461
0.5965,7.7826,7.8456
0.5966,7.7818,7.845
0.5967,7.7811,7.8445
0.5968,7.7803,7.844
0.5969,7.7796,7.8434
0.597,7.7788,7.8429
0.5971,7.7781,7.8423
0.5972,7.7773,7.8418
0.5973,7.7765,7.8413
0.5974,7.7758,7.8407
0.5975,7.775,7.8402
0.5976,7.7743,7.8396
0.5977,7.7735,7.8391
0.5978,7.7728,7.8386
0.5979,7.772,7.838
0.598,7.7713,7.8375
0.5981,7.7705,7.8369
0.5982,7.7698,7.8364
0.5983,7.769,7.8359
0.5984,7.7683,7.8353
0.5985,7.7675,7.8348
0.5986,7.7668,7.8343
0.5987,7.766,7.8337
0.5988,7.7652,7.8332
0.5989,7.7645,7.8326
0.599,7.7637,7.8321
0.5991,7.763,7.8316
0.5992,7.7622,7.831
0.5993,7.7615,7.8305
0.5994,7.7607,7.8299
0.5995,7.76,7.8294
0.5996,7.7592,7.8289
0.5997,7.7585,7.8283
0.5998,7.7577,7.8278
0.5999,7.757,7.8273
0.6,7.7562,7.8267
0.6001,7.7555,7.8262
0.6002,7.7547,7.8256
0.6003,7.754,7.8251
0.6004,7.7532,7.8246
0.6005,7.7525,7.824
0.6006,7.7517,7.8235
0.6007,7.751,7.823
0.6008,7.7502,7.8224
0.6009,7.7495,7.8219
0.601,7.7487,7.8214
0.6011,7.748,7.8208
0.6012,7.7472,7.8203
0.6013,7.7465,7.8197
0.6014,7.7457,7.8192
0.6015,7.745,7.8187
0.6016,7.7442,7.8181
0.6017,7.7435,7.8176
0.6018,7.7427,7.8171
0.6019,7.742,7.8165
0.602,7.7412,7.816
0.6021,7.7405,7.8155
0.6022,7.7397,7.8149
0.6023,7.739,7.8144
0.6024,7.7382,7.8139
0.6025,7.7375,7.8133
0.6026,7.7367,7.8128
0.6027,7.736,7.8123
0.6028,7.7352,7.8117
0.6029,7.7345,7.8112
0.603,7.7337,7.8106
0.6031,7.733,7.8101
0.6032,7.7322,7.8096
0.6033,7.7315,7.809
0.6034,7.7307,7.8085
0.6035,7.73,7.808
0.6036,7.7292,7.8074
0.6037,7.7285,7.8069
0.6038,7.7277,7.8064
0.6039,7.727,7.8058
0.604,7.7262,7.8053
0.6041,7.7255,7.8048
0.6042,7.7247,7.8042
0.6043,7.724,7.8037
0.6044,7.7232,7.8032
0.6045,7.7225,7.8026
0.6046,7.7217,7.8021
0.6047,7.721,7.8016
0.6048,7.7202,7.801
0.6049,7.7195,7.8005
0.605,7.7187,7.8
0.6051,7.718,7.7994
0.6052,7.7172,7.7989
0.6053,7.7165,7.7984
0.6054,7.7157,7.7979
0.6055,7.715,7.7973
0.6056,7.7142,7.7968
0.6057,7.7135,7.7963
0.6058,7.7128,7.7957
0.6059,7.712,7.7952
0.606,7.7113,7.7947
0.6061,7.7105,7.7941
0.6062,7.7098,7.7936
0.6063,7.709,7.7931
0.6064,7.7083,7.7925
0.6065,7.7075,7.792
0.6066,7.7068,7.7915
0.6067,7.706,7.7909
0.6068,7.7053,7.7904
0.6069,7.7045,7.7899
0.607,7.7038,7.7894
0.6071,7.703,7.7888
0.6072,7.7023,7.7883
0.6073,7.7016,7.7878
0.6074,7.7008,7.7872
0.6075,7.7001,7.7867
0.6076,7.6993,7.7862
0.6077,7.6986,7.7856
0.6078,7.6978,7.7851
0.6079,7.6971,7.7846
0.608,7.6963,7.7841
0.6081,7.6956,7.7835
0.6082,7.6948,7.783
0.6083,7.6941,7.7825
0.6084,7.6934,7.7819
0.6085,7.6926,7.7814
0.6086,7.6919,7.7809
0.6087,7.6911,7.7804
0.6088,7.6904,7.7798
0.6089,7.6896,7.7793
0.609,7.6889,7.7788
0.6091,7.6881,7.7782
0.6092,7.6874,7.7777
0.6093,7.6867,7.7772
0.6094,7.6859,7.7767
0.6095,7.6852,7.7761
0.6096,7.6844,7.7756
0.6097,7.6837,7.7751
0.6098,7.6829,7.7745
0.6099,7.6822,7.774
0.61,7.6814,7.7735
0.6101,7.6807,7.773
0.6102,7.68,7.7724
0.6103,7.6792,7.7719
0.6104,7.6785,7.7714
0.6105,7.6777,7.7709
0.6106,7.677,7.7703
0.6107,7.6762,7.7698
0.6108,7.6755,7.7693
0.6109,7.6747,7.7687
0.611,7.674,7.7682
0.6111,7.6733,7.7677
0.6112,7.6725,7.7672
0.6113,7.6718,7.7666
0.6114,7.671,7.7661
0.6115,7.6703,7.7656
0.6116,7.6695,7.7651
0.6117,7.6688,7.7645
0.6118,7.6681,7.764
0.6119,7.6673,7.7635
0.612,7.6666,7.763
0.6121,7.6658,7.7624
0.6122,7.6651,7.7619
0.6123,7.6644,7.7614
0.6124,7.6636,7.7609
0.6125,7.6629,7.7603
0.6126,7.6621,7.7598
0.6127,7.6614,7.7593
0.6128,7.6606,7.7588
0.6129,7.6599,7.7582
0.613,7.6592,7.7577
0.6131,7.6584,7.7572
0.6132,7.6577,7.7567
0.6133,7.6569,7.7561
0.6134,7.6562,7.7556
0.6135,7.6555,7.7551
0.6136,7.6547,7.7546
0.6137,7.654,7.7541
0.6138,7.6532,7.7535
0.6139,7.6525,7.753
0.614,7.6517,7.7525
0.6141,7.651,7.752
0.6142,7.6503,7.7514
0.6143,7.6495,7.7509
0.6144,7.6488,7.7504
0.6145,7.648,7.7499
0.6146,7.6473,7.7493
0.6147,7.6466,7.7488
0.6148,7.6458,7.7483
0.6149,7.6451,7.7478
0.615,7.6443,7.7473
0.6151,7.6436,7.7467
0.6152,7.6429,7.7462
0.6153,7.6421,7.7457
0.6154,7.6414,7.7452
0.6155,7.6406,7.7446
0.6156,7.6399,7.7441
0.6157,7.6392,7.7436
0.6158,7.6384,7.7431
0.6159,7.6377,7.7426
0.616,7.6369,7.742
0.6161,7.6362,7.7415
0.6162,7.6355,7.741
0.6163,7.6347,7.7405
0.6164,7.634,7.74
0.6165,7.6333,7.7394
0.6166,7.6325,7.7389
0.6167,7.6318,7.7384
0.6168,7.631,7.7379
0.6169,7.6303,7.7373
0.617,7.6296,7.7368
0.6171,7.6288,7.7363
0.6172,7.6281,7.7358
0.6173,7.6273,7.7353
0.6174,7.6266,7.7347
0.6175,7.6259,7.7342
0.6176,7.6251,7.7337
0.6177,7.6244,7.7332
0.6178,7.6237,7.7327
0.6179,7.6229,7.7321
0.618,7.6222,7.7316
0.6181,7.6214,7.7311
0.6182,7.6207,7.7306
0.6183,7.62,7.7301
0.6184,7.6192,7.7296
0.6185,7.6185,7.729
0.6186,7.6178,7.7285
0.6187,7.617,7.728
0.6188,7.6163,7.7275
0.6189,7.6155,7.727
0.619,7.6148,7.7264
0.6191,7.6141,7.7259
0.6192,7.6133,7.7254
0.6193,7.6126,7.7249
0.6194,7.6119,7.7244
0.6195,7.6111,7.7239
0.6196,7.6104,7.7233
0.6197,7.6096,7.7228
0.6198,7.6089,7.7223
0.6199,7.6082,7.7218
0.62,7.6074,7.7213
0.6201,7.6067,7.7207
0.6202,7.606,7.7202
0.6203,7.6052,7.7197
0.6204,7.6045,7.7192
0.6205,7.6038,7.7187
0.6206,7.603,7.7182
0.6207,7.6023,7.7176
0.6208,7.6015,7.7171
0.6209,7.6008,7.7166
0.621,7.6001,7.7161
0.6211,7.5993,7.7156
0.6212,7.5986,7.7151
0.6213,7.5979,7.7145
0.6214,7.5971,7.714
0.6215,7.5964,7.7135
0.6216,7.5957,7.713
0.6217,7.5949,7.7125
0.6218,7.5942,7.712
0.6219,7.5935,7.7115
0.622,7.5927,7.7109
0.6221,7.592,7.7104
0.6222,7.5913,7.7099
0.6223,7.5905,7.7094
0.6224,7.5898,7.7089
0.6225,7.5891,7.7084
0.6226,7.5883,7.7078
0.6227,7.5876,7.7073
0.6228,7.5869,7.7068
0.6229,7.5861,7.7063
0.623,7.5854,7.7058
0.6231,7.5847,7.7053
0.6232,7.5839,7.7048
0.6233,7.5832,7.7042
0.6234,7.5825,7.7037
0.6235,7.5817,7.7032
0.6236,7.581,7.7027
0.6237,7.5802,7.7022
0.6238,7.5795,7.7017
0.6239,7.5788,7.7012
0.624,7.578,7.7007
0.6241,7.5773,7.7001
0.6242,7.5766,7.6996
0.6243,7.5759,7.6991
0.6244,7.5751,7.6986
0.6245,7.5744,7.6981
0.6246,7.5737,7.6976
0.6247,7.5729,7.6971
0.6248,7.5722,7.6966
0.6249,7.5715,7.696
0.625,7.5707,7.6955
0.6251,7.57,7.695
0.6252,7.5693,7.6945
0.6253,7.5685,7.694
0.6254,7.5678,7.6935
0.6255,7.5671,7.693
0.6256,7.5663,7.6925
0.6257,7.5656,7.6919
0.6258,7.5649,7.6914
0.6259,7.5641,7.6909
0.626,7.5634,7.6904
0.6261,7.5627,7.6899
0.6262,7.5619,7.6894
0.6263,7.5612,7.6889
0.6264,7.5605,7.6884
0.6265,7.5597,7.6879
0.6266,7.559,7.6873
0.6267,7.5583,7.6868
0.6268,7.5576,7.6863
0.6269,7.5568,7.6858
0.627,7.5561,7.6853
0.6271,7.5554,7.6848
0.6272,7.5546,7.6843
0.6273,7.5539,7.6838
0.6274,7.5532,7.6833
0.6275,7.5524,7.6828
0.6276,7.5517,7.6822
0.6277,7.551,7.6817
0.6278,7.5502,7.6812
0.6279,7.5495,7.6807
0.628,7.5488,7.6802
0.6281,7.5481,7.6797
0.6282,7.5473,7.6792
0.6283,7.5466,7.6787
0.6284,7.5459,7.6782
0.6285,7.5451,7.6777
0.6286,7.5444,7.6771
0.6287,7.5437,7.6766
0.6288,7.5429,7.6761
0.6289,7.5422,7.6756
0.629,7.5415,7.6751
0.6291,7.5408,7.6746
0.6292,7.54,7.6741
0.6293,7.5393,7.6736
0.6294,7.5386,7.6731
0.6295,7.5378,7.6726
0.6296,7.5371,7.6721
0.6297,7.5364,7.6716
0.6298,7.5357,7.6711
0.6299,7.5349,7.6705
0.63,7.5342,7.67
0.6301,7.5335,7.6695
0.6302,7.5327,7.669
0.6303,7.532,7.6685
0.6304,7.5313,7.668
0.6305,7.5306,7.6675
0.6306,7.5298,7.667
0.6307,7.5291,7.6665
0.6308,7.5284,7.666
0.6309,7.5276,7.6655
0.631,7.5269,7.665
0.6311,7.5262,7.6645
0.6312,7.5255,7.664
0.6313,7.5247,7.6635
0.6314,7.524,7.6629
0.6315,7.5233,7.6624
0.6316,7.5226,7.6619
0.6317,7.5218,7.6614
0.6318,7.5211,7.6609
0.6319,7.5204,7.6604
0.632,7.5196,7.6599
0.6321,7.5189,7.6594
0.6322,7.5182,7.6589
0.6323,7.5175,7.6584
0.6324,7.5167,7.6579
0.6325,7.516,7.6574
0.6326,7.5153,7.6569
0.6327,7.5146,7.6564
0.6328,7.5138,7.6559
0.6329,7.5131,7.6554
0.633,7.5124,7.6549
0.6331,7.5117,7.6544
0.6332,7.5109,7.6539
0.6333,7.5102,7.6534
0.6334,7.5095,7.6528
0.6335,7.5087,7.6523
0.6336,7.508,7.6518
0.6337,7.5073,7.6513
0.6338,7.5066,7.6508
0.6339,7.5058,7.6503
0.634,7.5051,7.6498
0.6341,7.5044,7.6493
0.6342,7.5037,7.6488
0.6343,7.5029,7.6483
0.6344,7.5022,7.6478
0.6345,7.5015,7.6473
0.6346,7.5008,7.6468
0.6347,7.5,7.6463
0.6348,7.4993,7.6458
0.6349,7.4986,7.6453
0.635,7.4979,7.6448
0.6351,7.4971,7.6443
0.6352,7.4964,7.6438
0.6353,7.4957,7.6433
0.6354,7.495,7.6428
0.6355,7.4942,7.6423
0.6356,7.4935,7.6418
0.6357,7.4928,7.6413
0.6358,7.4921,7.6408
0.6359,7.4913,7.6403
0.636,7.4906,7.6398
0.6361,7.4899,7.6393
0.6362,7.4892,7.6388
0.6363,7.4885,7.6383
0.6364,7.4877,7.6378
0.6365,7.487,7.6373
0.6366,7.4863,7.6368
0.6367,7.4856,7.6363
0.6368,7.4848,7.6358
0.6369,7.4841,7.6353
0.637,7.4834,7.6348
0.6371,7.4827,7.6343
0.6372,7.4819,7.6338
0.6373,7.4812,7.6333
0.6374,7.4805,7.6328
0.6375,7.4798,7.6323
0.6376,7.4791,7.6318
0.6377,7.4783,7.6313
0.6378,7.4776,7.6308
0.6379,7.4769,7.6303
0.638,7.4762,7.6298
0.6381,7.4754,7.6293
0.6382,7.4747,7.6288
0.6383,7.474,7.6283
0.6384,7.4733,7.6278
0.6385,7.4725,7.6273
0.6386,7.4718,7.6268
0.6387,7.4711,7.6263
0.6388,7.4704,7.6258
0.6389,7.4697,7.6253
0.639,7.4689,7.6248
0.6391,7.4682,7.6243
0.6392,7.4675,7.6238
0.6393,7.4668,7.6233
0.6394,7.4661,7.6228
0.6395,7.4653,7.6223
0.6396,7.4646,7.6218
0.6397,7.4639,7.6213
0.6398,7.4632,7.6208
0.6399,7.4624,7.6203
0.64,7.4617,7.6198
0.6401,7.461,7.6193
0.6402,7.4603,7.6188
0.6403,7.4596,7.6183
0.6404,7.4588,7.6178
0.6405,7.4581,7.6173
0.6406,7.4574,7.6168
0.6407,7.4567,7.6163
0.6408,7.456,7.6158
0.6409,7.4552,7.6153
0.641,7.4545,7.6148
0.6411,7.4538,7.6143
0.6412,7.4531,7.6139
0.6413,7.4524,7.6134
0.6414,7.4516,7.6129
0.6415,7.4509,7.6124
0.6416,7.4502,7.6119
0.6417,7.4495,7.6114
0.6418,7.4488,7.6109
0.6419,7.448,7.6104
0.642,7.4473,7.6099
0.6421,7.4466,7.6094
0.6422,7.4459,7.6089
0.6423,7.4452,7.6084
0.6424,7.4444,7.6079
0.6425,7.4437,7.6074
0.6426,7.443,7.6069
0.6427,7.4423,7.6064
0.6428,7.4416,7.6059
0.6429,7.4408,7.6054
0.643,7.4401,7.6049
0.6431,7.4394,7.6044
0.6432,7.4387,7.604
0.6433,7.438,7.6035
0.6434,7.4373,7.603
0.6435,7.4365,7.6025
0.6436,7.4358,7.602
0.6437,7.4351,7.6015
0.6438,7.4344,7.601
0.6439,7.4337,7.6005
0.644,7.4329,7.6
0.6441,7.4322,7.5995
0.6442,7.4315,7.599
0.6443,7.4308,7.5985
0.6444,7.4301,7.598
0.6445,7.4294,7.5975
0.6446,7.4286,7.597
0.6447,7.4279,7.5966
0.6448,7.4272,7.5961
0.6449,7.4265,7.5956
0.645,7.4258,7.5951
0.6451,7.4251,7.5946
0.6452,7.4243,7.5941
0.6453,7.4236,7.5936
0.6454,7.4229,7.5931
0.6455,7.4222,7.5926
0.6456,7.4215,7.5921
0.6457,7.4208,7.5916
0.6458,7.42,7.5911
0.6459,7.4193,7.5906
0.646,7.4186,7.5902
0.6461,7.4179,7.5897
0.6462,7.4172,7.5892
0.6463,7.4165,7.5887
0.6464,7.4157,7.5882
0.6465,7.415,7.5877
0.6466,7.4143,7.5872
0.6467,7.4136,7.5867
0.6468,7.4129,7.5862
0.6469,7.4122,7.5857
0.647,7.4114,7.5853
0.6471,7.4107,7.5848
0.6472,7.41,7.5843
0.6473,7.4093,7.5838
0.6474,7.4086,7.5833
0.6475,7.4079,7.5828
0.6476,7.4071,7.5823
0.6477,7.4064,7.5818
0.6478,7.4057,7.5813
0.6479,7.405,7.5808
0.648,7.4043,7.5804
0.6481,7.4036,7.5799
0.6482,7.4029,7.5794
0.6483,7.4021,7.5789
0.6484,7.4014,7.5784
0.6485,7.4007,7.5779
0.6486,7.4,7.5774
0.6487,7.3993,7.5769
0.6488,7.3986,7.5764
0.6489,7.3979,7.576
0.649,7.3971,7.5755
0.6491,7.3964,7.575
0.6492,7.3957,7.5745
0.6493,7.395,7.574
0.6494,7.3943,7.5735
0.6495,7.3936,7.573
0.6496,7.3929,7.5725
0.6497,7.3921,7.572
0.6498,7.3914,7.5716
0.6499,7.3907,7.5711
0.65,7.39,7.5706
0.6501,7.3893,7.5701
0.6502,7.3886,7.5696
0.6503,7.3879,7.5691
0.6504,7.3872,7.5686
0.6505,7.3864,7.5682
0.6506,7.3857,7.5677
0.6507,7.385,7.5672
0.6508,7.3843,7.5667
0.6509,7.3836,7.5662
0.651,7.3829,7.5657
0.6511,7.3822,7.5652
0.6512,7.3814,7.5647
0.6513,7.3807,7.5643
0.6514,7.38,7.5638
0.6515,7.3793,7.5633
0.6516,7.3786,7.5628
0.6517,7.3779,7.5623
0.6518,7.3772,7.5618
0.6519,7.3765,7.5613
0.652,7.3757,7.5609
0.6521,7.375,7.5604
0.6522,7.3743,7.5599
0.6523,7.3736,7.5594
0.6524,7.3729,7.5589
0.6525,7.3722,7.5584
0.6526,7.3715,7.558
0.6527,7.3708,7.5575
0.6528,7.3701,7.557
0.6529,7.3693,7.5565
0.653,7.3686,7.556
0.6531,7.3679,7.5555
0.6532,7.3672,7.555
0.6533,7.3665,7.5546
0.6534,7.3658,7.5541
0.6535,7.3651,7.5536
0.6536,7.3644,7.5531
0.6537,7.3637,7.5526
0.6538,7.3629,7.5521
0.6539,7.3622,7.5517
0.654,7.3615,7.5512
0.6541,7.3608,7.5507
0.6542,7.3601,7.5502
0.6543,7.3594,7.5497
0.6544,7.3587,7.5492
0.6545,7.358,7.5488
0.6546,7.3573,7.5483
0.6547,7.3566,7.5478
0.6548,7.3558,7.5473
0.6549,7.3551,7.5468
0.655,7.3544,7.5463
0.6551,7.3537,7.5459
0.6552,7.353,7.5454
0.6553,7.3523,7.5449
0.6554,7.3516,7.5444
0.6555,7.3509,7.5439
0.6556,7.3502,7.5435
0.6557,7.3495,7.543
0.6558,7.3487,7.5425
0.6559,7.348,7.542
0.656,7.3473,7.5415
0.6561,7.3466,7.541
0.6562,7.3459,7.5406
0.6563,7.3452,7.5401
0.6564,7.3445,7.5396
0.6565,7.3438,7.5391
0.6566,7.3431,7.5386
0.6567,7.3424,7.5382
0.6568,7.3417,7.5377
0.6569,7.341,7.5372
0.657,7.3402,7.5367
0.6571,7.3395,7.5362
0.6572,7.3388,7.5358
0.6573,7.3381,7.5353
0.6574,7.3374,7.5348
0.6575,7.3367,7.5343
0.6576,7.336,7.5338
0.6577,7.3353,7.5334
0.6578,7.3346,7.5329
0.6579,7.3339,7.5324
0.658,7.3332,7.5319
0.6581,7.3325,7.5314
0.6582,7.3317,7.531
0.6583,7.331,7.5305
0.6584,7.3303,7.53
0.6585,7.3296,7.5295
0.6586,7.3289,7.5291
0.6587,7.3282,7.5286
0.6588,7.3275,7.5281
0.6589,7.3268,7.5276
0.659,7.3261,7.5271
0.6591,7.3254,7.5267
0.6592,7.3247,7.5262
0.6593,7.324,7.5257
0.6594,7.3233,7.5252
0.6595,7.3226,7.5247
0.6596,7.3219,7.5243
0.6597,7.3211,7.5238
0.6598,7.3204,7.5233
0.6599,7.3197,7.5228
0.66,7.319,7.5224
0.6601,7.3183,7.5219
0.6602,7.3176,7.5214
0.6603,7.3169,7.5209
0.6604,7.3162,7.5205
0.6605,7.3155,7.52
0.6606,7.3148,7.5195
0.6607,7.3141,7.519
0.6608,7.3134,7.5185
0.6609,7.3127,7.5181
0.661,7.312,7.5176
0.6611,7.3113,7.5171
0.6612,7.3106,7.5166
0.6613,7.3099,7.5162
0.6614,7.3092,7.5157
0.6615,7.3084,7.5152
0.6616,7.3077,7.5147
0.6617,7.307,7.5143
0.6618,7.3063,7.5138
0.6619,7.3056,7.5133
0.662,7.3049,7.5128
0.6621,7.3042,7.5124
0.6622,7.3035,7.5119
0.6623,7.3028,7.5114
0.6624,7.3021,7.5109
0.6625,7.3014,7.5105
0.6626,7.3007,7.51
0.6627,7.3,7.5095
0.6628,7.2993,7.509
0.6629,7.2986,7.5086
0.663,7.2979,7.5081
0.6631,7.2972,7.5076
0.6632,7.2965,7.5071
0.6633,7.2958,7.5067
0.6634,7.2951,7.5062
0.6635,7.2944,7.5057
0.6636,7.2937,7.5052
0.6637,7.293,7.5048
0.6638,7.2923,7.5043
0.6639,7.2915,7.5038
0.664,7.2908,7.5033
0.6641,7.2901,7.5029
0.6642,7.2894,7.5024
