time,prey,pred
5.077,19.517,41.952
5.078,19.505,41.935
5.079,19.493,41.917
5.08,19.481,41.899
5.081,19.469,41.881
5.082,19.458,41.863
5.083,19.446,41.846
5.084,19.434,41.828
5.085,19.422,41.81
5.086,19.411,41.792
5.087,19.399,41.774
5.088,19.387,41.756
5.089,19.376,41.739
5.09,19.364,41.721
5.091,19.352,41.703
5.092,19.341,41.685
5.093,19.329,41.667
5.094,19.317,41.649
5.095,19.306,41.631
5.096,19.294,41.614
5.097,19.283,41.596
5.098,19.271,41.578
5.099,19.26,41.56
5.1,19.248,41.542
5.101,19.237,41.524
5.102,19.225,41.506
5.103,19.214,41.488
5.104,19.202,41.47
5.105,19.191,41.453
5.106,19.179,41.435
5.107,19.168,41.417
5.108,19.156,41.399
5.109,19.145,41.381
5.11,19.134,41.363
5.111,19.122,41.345
5.112,19.111,41.327
5.113,19.1,41.309
5.114,19.088,41.291
5.115,19.077,41.274
5.116,19.066,41.256
5.117,19.054,41.238
5.118,19.043,41.22
5.119,19.032,41.202
5.12,19.021,41.184
5.121,19.009,41.166
5.122,18.998,41.148
5.123,18.987,41.13
5.124,18.976,41.112
5.125,18.965,41.094
5.126,18.954,41.076
5.127,18.942,41.058
5.128,18.931,41.04
5.129,18.92,41.022
5.13,18.909,41.004
5.131,18.898,40.986
5.132,18.887,40.968
5.133,18.876,40.95
5.134,18.865,40.932
5.135,18.854,40.914
5.136,18.843,40.896
5.137,18.832,40.878
5.138,18.821,40.86
5.139,18.81,40.842
5.14,18.799,40.824
5.141,18.788,40.806
5.142,18.777,40.788
5.143,18.766,40.77
5.144,18.756,40.752
5.145,18.745,40.734
5.146,18.734,40.716
5.147,18.723,40.698
5.148,18.712,40.68
5.149,18.701,40.662
5.15,18.691,40.644
5.151,18.68,40.626
5.152,18.669,40.608
5.153,18.658,40.59
5.154,18.648,40.572
5.155,18.637,40.554
5.156,18.626,40.536
5.157,18.616,40.518
5.158,18.605,40.5
5.159,18.594,40.482
5.16,18.584,40.464
5.161,18.573,40.445
5.162,18.563,40.427
5.163,18.552,40.409
5.164,18.541,40.391
5.165,18.531,40.373
5.166,18.52,40.355
5.167,18.51,40.337
5.168,18.499,40.319
5.169,18.489,40.301
5.17,18.478,40.283
5.171,18.468,40.264
5.172,18.457,40.246
5.173,18.447,40.228
5.174,18.437,40.21
5.175,18.426,40.192
5.176,18.416,40.174
5.177,18.406,40.156
5.178,18.395,40.138
5.179,18.385,40.12
5.18,18.375,40.101
5.181,18.364,40.083
5.182,18.354,40.065
5.183,18.344,40.047
5.184,18.333,40.029
5.185,18.323,40.011
5.186,18.313,39.993
5.187,18.303,39.974
5.188,18.292,39.956
5.189,18.282,39.938
5.19,18.272,39.92
5.191,18.262,39.902
5.192,18.252,39.884
5.193,18.242,39.865
5.194,18.232,39.847
5.195,18.221,39.829
5.196,18.211,39.811
5.197,18.201,39.793
5.198,18.191,39.775
5.199,18.181,39.756
5.2,18.171,39.738
5.201,18.161,39.72
5.202,18.151,39.702
5.203,18.141,39.684
5.204,18.131,39.665
5.205,18.121,39.647
5.206,18.111,39.629
5.207,18.101,39.611
5.208,18.091,39.593
5.209,18.082,39.575
5.21,18.072,39.556
5.211,18.062,39.538
5.212,18.052,39.52
5.213,18.042,39.502
5.214,18.032,39.483
5.215,18.022,39.465
5.216,18.013,39.447
5.217,18.003,39.429
5.218,17.993,39.411
5.219,17.983,39.392
5.22,17.974,39.374
5.221,17.964,39.356
5.222,17.954,39.338
5.223,17.944,39.32
5.224,17.935,39.301
5.225,17.925,39.283
5.226,17.915,39.265
5.227,17.906,39.247
5.228,17.896,39.228
5.229,17.886,39.21
5.23,17.877,39.192
5.231,17.867,39.174
5.232,17.858,39.155
5.233,17.848,39.137
5.234,17.839,39.119
5.235,17.829,39.101
5.236,17.82,39.083
5.237,17.81,39.064
5.238,17.801,39.046
5.239,17.791,39.028
5.24,17.782,39.01
5.241,17.772,38.991
5.242,17.763,38.973
5.243,17.753,38.955
5.244,17.744,38.937
5.245,17.734,38.918
5.246,17.725,38.9
5.247,17.716,38.882
5.248,17.706,38.864
5.249,17.697,38.845
5.25,17.688,38.827
5.251,17.678,38.809
5.252,17.669,38.791
5.253,17.66,38.772
5.254,17.65,38.754
5.255,17.641,38.736
5.256,17.632,38.718
5.257,17.623,38.699
5.258,17.613,38.681
5.259,17.604,38.663
5.26,17.595,38.644
5.261,17.586,38.626
5.262,17.577,38.608
5.263,17.568,38.59
5.264,17.558,38.571
5.265,17.549,38.553
5.266,17.54,38.535
5.267,17.531,38.517
5.268,17.522,38.498
5.269,17.513,38.48
5.27,17.504,38.462
5.271,17.495,38.444
5.272,17.486,38.425
5.273,17.477,38.407
5.274,17.468,38.389
5.275,17.459,38.37
5.276,17.45,38.352
5.277,17.441,38.334
5.278,17.432,38.316
5.279,17.423,38.297
5.28,17.414,38.279
5.281,17.405,38.261
5.282,17.396,38.243
5.283,17.387,38.224
5.284,17.378,38.206
5.285,17.369,38.188
5.286,17.361,38.169
5.287,17.352,38.151
5.288,17.343,38.133
5.289,17.334,38.115
5.29,17.325,38.096
5.291,17.316,38.078
5.292,17.308,38.06
5.293,17.299,38.042
5.294,17.29,38.023
5.295,17.281,38.005
5.296,17.273,37.987
5.297,17.264,37.968
5.298,17.255,37.95
5.299,17.246,37.932
5.3,17.238,37.914
5.301,17.229,37.895
5.302,17.22,37.877
5.303,17.212,37.859
5.304,17.203,37.841
5.305,17.195,37.822
5.306,17.186,37.804
5.307,17.177,37.786
5.308,17.169,37.767
5.309,17.16,37.749
5.31,17.152,37.731
5.311,17.143,37.713
5.312,17.135,37.694
5.313,17.126,37.676
5.314,17.118,37.658
5.315,17.109,37.64
5.316,17.101,37.621
5.317,17.092,37.603
5.318,17.084,37.585
5.319,17.075,37.566
5.32,17.067,37.548
5.321,17.058,37.53
5.322,17.05,37.512
5.323,17.042,37.493
5.324,17.033,37.475
5.325,17.025,37.457
5.326,17.016,37.439
5.327,17.008,37.42
5.328,17,37.402
5.329,16.991,37.384
5.33,16.983,37.366
5.331,16.975,37.347
5.332,16.967,37.329
5.333,16.958,37.311
5.334,16.95,37.293
5.335,16.942,37.274
5.336,16.934,37.256
5.337,16.925,37.238
5.338,16.917,37.219
5.339,16.909,37.201
5.34,16.901,37.183
5.341,16.893,37.165
5.342,16.884,37.146
5.343,16.876,37.128
5.344,16.868,37.11
5.345,16.86,37.092
5.346,16.852,37.073
5.347,16.844,37.055
5.348,16.836,37.037
5.349,16.828,37.019
5.35,16.819,37.001
5.351,16.811,36.982
5.352,16.803,36.964
5.353,16.795,36.946
5.354,16.787,36.928
5.355,16.779,36.909
5.356,16.771,36.891
5.357,16.763,36.873
5.358,16.755,36.855
5.359,16.747,36.836
5.36,16.739,36.818
5.361,16.731,36.8
5.362,16.724,36.782
5.363,16.716,36.763
5.364,16.708,36.745
5.365,16.7,36.727
5.366,16.692,36.709
5.367,16.684,36.691
5.368,16.676,36.672
5.369,16.668,36.654
5.37,16.66,36.636
5.371,16.653,36.618
5.372,16.645,36.6
5.373,16.637,36.581
5.374,16.629,36.563
5.375,16.621,36.545
5.376,16.614,36.527
5.377,16.606,36.508
5.378,16.598,36.49
5.379,16.59,36.472
5.38,16.583,36.454
5.381,16.575,36.436
5.382,16.567,36.417
5.383,16.56,36.399
5.384,16.552,36.381
5.385,16.544,36.363
5.386,16.537,36.345
5.387,16.529,36.327
5.388,16.521,36.308
5.389,16.514,36.29
5.39,16.506,36.272
5.391,16.498,36.254
5.392,16.491,36.236
5.393,16.483,36.217
5.394,16.476,36.199
5.395,16.468,36.181
5.396,16.461,36.163
5.397,16.453,36.145
5.398,16.446,36.127
5.399,16.438,36.108
5.4,16.431,36.09
5.401,16.423,36.072
5.402,16.416,36.054
5.403,16.408,36.036
5.404,16.401,36.018
5.405,16.393,36
5.406,16.386,35.981
5.407,16.378,35.963
5.408,16.371,35.945
5.409,16.364,35.927
5.41,16.356,35.909
5.411,16.349,35.891
5.412,16.341,35.873
5.413,16.334,35.854
5.414,16.327,35.836
5.415,16.319,35.818
5.416,16.312,35.8
5.417,16.305,35.782
5.418,16.297,35.764
5.419,16.29,35.746
5.42,16.283,35.728
5.421,16.276,35.709
5.422,16.268,35.691
5.423,16.261,35.673
5.424,16.254,35.655
5.425,16.247,35.637
5.426,16.239,35.619
5.427,16.232,35.601
5.428,16.225,35.583
5.429,16.218,35.565
5.43,16.211,35.547
5.431,16.203,35.528
5.432,16.196,35.51
5.433,16.189,35.492
5.434,16.182,35.474
5.435,16.175,35.456
5.436,16.168,35.438
5.437,16.161,35.42
5.438,16.154,35.402
5.439,16.146,35.384
5.44,16.139,35.366
5.441,16.132,35.348
5.442,16.125,35.33
5.443,16.118,35.312
5.444,16.111,35.293
5.445,16.104,35.275
5.446,16.097,35.257
5.447,16.09,35.239
5.448,16.083,35.221
5.449,16.076,35.203
5.45,16.069,35.185
5.451,16.062,35.167
5.452,16.055,35.149
5.453,16.048,35.131
5.454,16.041,35.113
5.455,16.035,35.095
5.456,16.028,35.077
5.457,16.021,35.059
5.458,16.014,35.041
5.459,16.007,35.023
5.46,16,35.005
5.461,15.993,34.987
5.462,15.986,34.969
5.463,15.98,34.951
5.464,15.973,34.933
5.465,15.966,34.915
5.466,15.959,34.897
5.467,15.952,34.879
5.468,15.946,34.861
5.469,15.939,34.843
5.47,15.932,34.825
5.471,15.925,34.807
5.472,15.919,34.789
5.473,15.912,34.771
5.474,15.905,34.753
5.475,15.898,34.735
5.476,15.892,34.717
5.477,15.885,34.699
5.478,15.878,34.681
5.479,15.872,34.663
5.48,15.865,34.646
5.481,15.858,34.628
5.482,15.852,34.61
5.483,15.845,34.592
5.484,15.838,34.574
5.485,15.832,34.556
5.486,15.825,34.538
5.487,15.819,34.52
5.488,15.812,34.502
5.489,15.805,34.484
5.49,15.799,34.466
5.491,15.792,34.448
5.492,15.786,34.43
5.493,15.779,34.413
5.494,15.773,34.395
5.495,15.766,34.377
5.496,15.76,34.359
5.497,15.753,34.341
5.498,15.747,34.323
5.499,15.74,34.305
5.5,15.734,34.287
5.501,15.727,34.27
5.502,15.721,34.252
5.503,15.714,34.234
5.504,15.708,34.216
5.505,15.701,34.198
5.506,15.695,34.18
5.507,15.689,34.162
5.508,15.682,34.145
5.509,15.676,34.127
5.51,15.67,34.109
5.511,15.663,34.091
5.512,15.657,34.073
5.513,15.65,34.055
5.514,15.644,34.038
5.515,15.638,34.02
5.516,15.631,34.002
5.517,15.625,33.984
5.518,15.619,33.966
5.519,15.613,33.949
5.52,15.606,33.931
5.521,15.6,33.913
5.522,15.594,33.895
5.523,15.588,33.877
5.524,15.581,33.86
5.525,15.575,33.842
5.526,15.569,33.824
5.527,15.563,33.806
5.528,15.556,33.788
5.529,15.55,33.771
5.53,15.544,33.753
5.531,15.538,33.735
5.532,15.532,33.717
5.533,15.526,33.7
5.534,15.519,33.682
5.535,15.513,33.664
5.536,15.507,33.646
5.537,15.501,33.629
5.538,15.495,33.611
5.539,15.489,33.593
5.54,15.483,33.576
5.541,15.477,33.558
5.542,15.471,33.54
5.543,15.464,33.522
5.544,15.458,33.505
5.545,15.452,33.487
5.546,15.446,33.469
5.547,15.44,33.452
5.548,15.434,33.434
5.549,15.428,33.416
5.55,15.422,33.399
5.551,15.416,33.381
5.552,15.41,33.363
5.553,15.404,33.346
5.554,15.398,33.328
5.555,15.392,33.31
5.556,15.386,33.293
5.557,15.381,33.275
5.558,15.375,33.257
5.559,15.369,33.24
5.56,15.363,33.222
5.561,15.357,33.205
5.562,15.351,33.187
5.563,15.345,33.169
5.564,15.339,33.152
5.565,15.333,33.134
5.566,15.327,33.116
5.567,15.322,33.099
5.568,15.316,33.081
5.569,15.31,33.064
5.57,15.304,33.046
5.571,15.298,33.029
5.572,15.293,33.011
5.573,15.287,32.993
5.574,15.281,32.976
5.575,15.275,32.958
5.576,15.269,32.941
5.577,15.264,32.923
5.578,15.258,32.906
5.579,15.252,32.888
5.58,15.246,32.87
5.581,15.241,32.853
5.582,15.235,32.835
5.583,15.229,32.818
5.584,15.224,32.8
5.585,15.218,32.783
5.586,15.212,32.765
5.587,15.206,32.748
5.588,15.201,32.73
5.589,15.195,32.713
5.59,15.19,32.695
5.591,15.184,32.678
5.592,15.178,32.66
5.593,15.173,32.643
5.594,15.167,32.625
5.595,15.161,32.608
5.596,15.156,32.59
5.597,15.15,32.573
5.598,15.145,32.556
5.599,15.139,32.538
5.6,15.134,32.521
5.601,15.128,32.503
5.602,15.122,32.486
5.603,15.117,32.468
5.604,15.111,32.451
5.605,15.106,32.434
5.606,15.1,32.416
5.607,15.095,32.399
5.608,15.089,32.381
5.609,15.084,32.364
5.61,15.078,32.347
5.611,15.073,32.329
5.612,15.067,32.312
5.613,15.062,32.294
5.614,15.057,32.277
5.615,15.051,32.26
5.616,15.046,32.242
5.617,15.04,32.225
5.618,15.035,32.208
5.619,15.029,32.19
5.62,15.024,32.173
5.621,15.019,32.155
5.622,15.013,32.138
5.623,15.008,32.121
5.624,15.003,32.104
5.625,14.997,32.086
5.626,14.992,32.069
5.627,14.987,32.052
5.628,14.981,32.034
5.629,14.976,32.017
5.63,14.971,32
5.631,14.965,31.982
5.632,14.96,31.965
5.633,14.955,31.948
5.634,14.949,31.931
5.635,14.944,31.913
5.636,14.939,31.896
5.637,14.934,31.879
5.638,14.928,31.862
5.639,14.923,31.844
5.64,14.918,31.827
5.641,14.913,31.81
5.642,14.908,31.793
5.643,14.902,31.775
5.644,14.897,31.758
5.645,14.892,31.741
5.646,14.887,31.724
5.647,14.882,31.706
5.648,14.876,31.689
5.649,14.871,31.672
5.65,14.866,31.655
5.651,14.861,31.638
5.652,14.856,31.621
5.653,14.851,31.603
5.654,14.846,31.586
5.655,14.84,31.569
5.656,14.835,31.552
5.657,14.83,31.535
5.658,14.825,31.518
5.659,14.82,31.5
5.66,14.815,31.483
5.661,14.81,31.466
5.662,14.805,31.449
5.663,14.8,31.432
5.664,14.795,31.415
5.665,14.79,31.398
5.666,14.785,31.381
5.667,14.78,31.364
5.668,14.775,31.346
5.669,14.77,31.329
5.67,14.765,31.312
5.671,14.76,31.295
5.672,14.755,31.278
5.673,14.75,31.261
5.674,14.745,31.244
5.675,14.74,31.227
5.676,14.735,31.21
5.677,14.73,31.193
5.678,14.725,31.176
5.679,14.72,31.159
5.68,14.715,31.142
5.681,14.71,31.125
5.682,14.706,31.108
5.683,14.701,31.091
5.684,14.696,31.074
5.685,14.691,31.057
5.686,14.686,31.04
5.687,14.681,31.023
5.688,14.676,31.006
5.689,14.672,30.989
5.69,14.667,30.972
5.691,14.662,30.955
5.692,14.657,30.938
5.693,14.652,30.921
5.694,14.647,30.904
5.695,14.643,30.887
5.696,14.638,30.87
5.697,14.633,30.853
5.698,14.628,30.836
5.699,14.624,30.819
5.7,14.619,30.803
5.701,14.614,30.786
5.702,14.609,30.769
5.703,14.605,30.752
5.704,14.6,30.735
5.705,14.595,30.718
5.706,14.59,30.701
5.707,14.586,30.684
5.708,14.581,30.668
5.709,14.576,30.651
5.71,14.572,30.634
5.711,14.567,30.617
5.712,14.562,30.6
5.713,14.558,30.583
5.714,14.553,30.566
5.715,14.548,30.55
5.716,14.544,30.533
5.717,14.539,30.516
5.718,14.534,30.499
5.719,14.53,30.482
5.72,14.525,30.466
5.721,14.521,30.449
5.722,14.516,30.432
5.723,14.511,30.415
5.724,14.507,30.399
5.725,14.502,30.382
5.726,14.498,30.365
5.727,14.493,30.348
5.728,14.489,30.332
5.729,14.484,30.315
5.73,14.48,30.298
5.731,14.475,30.281
5.732,14.471,30.265
5.733,14.466,30.248
5.734,14.462,30.231
5.735,14.457,30.215
5.736,14.453,30.198
5.737,14.448,30.181
5.738,14.444,30.164
5.739,14.439,30.148
5.74,14.435,30.131
5.741,14.43,30.114
5.742,14.426,30.098
5.743,14.421,30.081
5.744,14.417,30.064
5.745,14.413,30.048
5.746,14.408,30.031
5.747,14.404,30.015
5.748,14.399,29.998
5.749,14.395,29.981
5.75,14.391,29.965
5.751,14.386,29.948
5.752,14.382,29.932
5.753,14.377,29.915
5.754,14.373,29.898
5.755,14.369,29.882
5.756,14.364,29.865
5.757,14.36,29.849
5.758,14.356,29.832
5.759,14.351,29.816
5.76,14.347,29.799
5.761,14.343,29.782
5.762,14.338,29.766
5.763,14.334,29.749
5.764,14.33,29.733
5.765,14.326,29.716
5.766,14.321,29.7
5.767,14.317,29.683
5.768,14.313,29.667
5.769,14.309,29.65
5.77,14.304,29.634
5.771,14.3,29.617
5.772,14.296,29.601
5.773,14.292,29.584
5.774,14.287,29.568
5.775,14.283,29.552
5.776,14.279,29.535
5.777,14.275,29.519
5.778,14.271,29.502
5.779,14.266,29.486
5.78,14.262,29.469
5.781,14.258,29.453
5.782,14.254,29.437
5.783,14.25,29.42
5.784,14.246,29.404
5.785,14.242,29.387
5.786,14.237,29.371
5.787,14.233,29.355
5.788,14.229,29.338
5.789,14.225,29.322
5.79,14.221,29.305
5.791,14.217,29.289
5.792,14.213,29.273
5.793,14.209,29.256
5.794,14.205,29.24
5.795,14.201,29.224
5.796,14.196,29.207
5.797,14.192,29.191
5.798,14.188,29.175
5.799,14.184,29.159
5.8,14.18,29.142
5.801,14.176,29.126
5.802,14.172,29.11
5.803,14.168,29.093
5.804,14.164,29.077
5.805,14.16,29.061
5.806,14.156,29.045
5.807,14.152,29.028
5.808,14.148,29.012
5.809,14.144,28.996
5.81,14.14,28.98
5.811,14.136,28.963
5.812,14.132,28.947
5.813,14.129,28.931
5.814,14.125,28.915
5.815,14.121,28.899
5.816,14.117,28.882
5.817,14.113,28.866
5.818,14.109,28.85
5.819,14.105,28.834
5.82,14.101,28.818
5.821,14.097,28.801
5.822,14.093,28.785
5.823,14.089,28.769
5.824,14.086,28.753
5.825,14.082,28.737
5.826,14.078,28.721
5.827,14.074,28.705
5.828,14.07,28.689
5.829,14.066,28.672
5.83,14.063,28.656
5.831,14.059,28.64
5.832,14.055,28.624
5.833,14.051,28.608
5.834,14.047,28.592
5.835,14.044,28.576
5.836,14.04,28.56
5.837,14.036,28.544
5.838,14.032,28.528
5.839,14.028,28.512
5.84,14.025,28.496
5.841,14.021,28.48
5.842,14.017,28.464
5.843,14.013,28.448
5.844,14.01,28.432
5.845,14.006,28.416
5.846,14.002,28.4
5.847,13.999,28.384
5.848,13.995,28.368
5.849,13.991,28.352
5.85,13.987,28.336
5.851,13.984,28.32
5.852,13.98,28.304
5.853,13.976,28.288
5.854,13.973,28.272
5.855,13.969,28.256
5.856,13.965,28.24
5.857,13.962,28.224
5.858,13.958,28.208
5.859,13.954,28.192
5.86,13.951,28.176
5.861,13.947,28.16
5.862,13.944,28.144
5.863,13.94,28.129
5.864,13.936,28.113
5.865,13.933,28.097
5.866,13.929,28.081
5.867,13.926,28.065
5.868,13.922,28.049
5.869,13.919,28.033
5.87,13.915,28.018
5.871,13.911,28.002
5.872,13.908,27.986
5.873,13.904,27.97
5.874,13.901,27.954
5.875,13.897,27.938
5.876,13.894,27.923
5.877,13.89,27.907
5.878,13.887,27.891
5.879,13.883,27.875
5.88,13.88,27.859
5.881,13.876,27.844
5.882,13.873,27.828
5.883,13.869,27.812
5.884,13.866,27.796
5.885,13.862,27.781
5.886,13.859,27.765
5.887,13.855,27.749
5.888,13.852,27.733
5.889,13.849,27.718
5.89,13.845,27.702
5.891,13.842,27.686
5.892,13.838,27.671
5.893,13.835,27.655
5.894,13.831,27.639
5.895,13.828,27.624
5.896,13.825,27.608
5.897,13.821,27.592
5.898,13.818,27.577
5.899,13.815,27.561
5.9,13.811,27.545
5.901,13.808,27.53
5.902,13.804,27.514
5.903,13.801,27.498
5.904,13.798,27.483
5.905,13.794,27.467
5.906,13.791,27.452
5.907,13.788,27.436
5.908,13.784,27.42
5.909,13.781,27.405
5.91,13.778,27.389
5.911,13.775,27.374
5.912,13.771,27.358
5.913,13.768,27.343
5.914,13.765,27.327
5.915,13.761,27.311
5.916,13.758,27.296
5.917,13.755,27.28
5.918,13.752,27.265
5.919,13.748,27.249
5.92,13.745,27.234
5.921,13.742,27.218
5.922,13.739,27.203
5.923,13.736,27.187
5.924,13.732,27.172
5.925,13.729,27.156
5.926,13.726,27.141
5.927,13.723,27.125
5.928,13.72,27.11
5.929,13.716,27.095
5.93,13.713,27.079
5.931,13.71,27.064
5.932,13.707,27.048
5.933,13.704,27.033
5.934,13.701,27.017
5.935,13.697,27.002
5.936,13.694,26.987
5.937,13.691,26.971
5.938,13.688,26.956
5.939,13.685,26.94
5.94,13.682,26.925
5.941,13.679,26.91
5.942,13.676,26.894
5.943,13.673,26.879
5.944,13.669,26.864
5.945,13.666,26.848
5.946,13.663,26.833
5.947,13.66,26.818
5.948,13.657,26.802
5.949,13.654,26.787
5.95,13.651,26.772
5.951,13.648,26.756
5.952,13.645,26.741
5.953,13.642,26.726
5.954,13.639,26.71
5.955,13.636,26.695
5.956,13.633,26.68
5.957,13.63,26.665
5.958,13.627,26.649
5.959,13.624,26.634
5.96,13.621,26.619
5.961,13.618,26.604
5.962,13.615,26.588
5.963,13.612,26.573
5.964,13.609,26.558
5.965,13.606,26.543
5.966,13.603,26.527
5.967,13.6,26.512
5.968,13.597,26.497
5.969,13.594,26.482
5.97,13.591,26.467
5.971,13.588,26.452
5.972,13.586,26.436
5.973,13.583,26.421
5.974,13.58,26.406
5.975,13.577,26.391
5.976,13.574,26.376
5.977,13.571,26.361
5.978,13.568,26.346
5.979,13.565,26.33
5.98,13.563,26.315
5.981,13.56,26.3
5.982,13.557,26.285
5.983,13.554,26.27
5.984,13.551,26.255
5.985,13.548,26.24
5.986,13.546,26.225
5.987,13.543,26.21
5.988,13.54,26.195
5.989,13.537,26.18
5.99,13.534,26.165
5.991,13.531,26.149
5.992,13.529,26.134
5.993,13.526,26.119
5.994,13.523,26.104
5.995,13.52,26.089
5.996,13.518,26.074
5.997,13.515,26.059
5.998,13.512,26.044
5.999,13.509,26.029
6,13.507,26.014
6.001,13.504,25.999
6.002,13.501,25.984
6.003,13.498,25.969
6.004,13.496,25.955
6.005,13.493,25.94
6.006,13.49,25.925
6.007,13.488,25.91
6.008,13.485,25.895
6.009,13.482,25.88
6.01,13.48,25.865
6.011,13.477,25.85
6.012,13.474,25.835
6.013,13.472,25.82
6.014,13.469,25.805
6.015,13.466,25.79
6.016,13.464,25.776
6.017,13.461,25.761
6.018,13.458,25.746
6.019,13.456,25.731
6.02,13.453,25.716
6.021,13.451,25.701
6.022,13.448,25.686
6.023,13.445,25.672
6.024,13.443,25.657
6.025,13.44,25.642
6.026,13.438,25.627
6.027,13.435,25.612
6.028,13.433,25.597
6.029,13.43,25.583
6.03,13.427,25.568
6.031,13.425,25.553
6.032,13.422,25.538
6.033,13.42,25.524
6.034,13.417,25.509
6.035,13.415,25.494
6.036,13.412,25.479
6.037,13.41,25.465
6.038,13.407,25.45
6.039,13.405,25.435
6.04,13.402,25.42
6.041,13.4,25.406
6.042,13.397,25.391
6.043,13.395,25.376
6.044,13.392,25.362
6.045,13.39,25.347
6.046,13.387,25.332
6.047,13.385,25.317
6.048,13.383,25.303
6.049,13.38,25.288
6.05,13.378,25.273
6.051,13.375,25.259
6.052,13.373,25.244
6.053,13.37,25.23
6.054,13.368,25.215
6.055,13.366,25.2
6.056,13.363,25.186
6.057,13.361,25.171
6.058,13.359,25.156
6.059,13.356,25.142
6.06,13.354,25.127
6.061,13.351,25.113
6.062,13.349,25.098
6.063,13.347,25.083
6.064,13.344,25.069
6.065,13.342,25.054
6.066,13.34,25.04
6.067,13.337,25.025
6.068,13.335,25.011
6.069,13.333,24.996
6.07,13.33,24.982
6.071,13.328,24.967
6.072,13.326,24.953
6.073,13.324,24.938
6.074,13.321,24.924
6.075,13.319,24.909
6.076,13.317,24.895
6.077,13.315,24.88
6.078,13.312,24.866
6.079,13.31,24.851
6.08,13.308,24.837
6.081,13.306,24.822
6.082,13.303,24.808
6.083,13.301,24.793
6.084,13.299,24.779
6.085,13.297,24.764
6.086,13.294,24.75
6.087,13.292,24.735
6.088,13.29,24.721
6.089,13.288,24.707
6.09,13.286,24.692
6.091,13.284,24.678
6.092,13.281,24.663
6.093,13.279,24.649
6.094,13.277,24.635
6.095,13.275,24.62
6.096,13.273,24.606
6.097,13.271,24.592
6.098,13.268,24.577
6.099,13.266,24.563
6.1,13.264,24.548
6.101,13.262,24.534
6.102,13.26,24.52
6.103,13.258,24.505
6.104,13.256,24.491
6.105,13.254,24.477
6.106,13.252,24.463
6.107,13.25,24.448
6.108,13.247,24.434
6.109,13.245,24.42
6.11,13.243,24.405
6.111,13.241,24.391
6.112,13.239,24.377
6.113,13.237,24.362
6.114,13.235,24.348
6.115,13.233,24.334
6.116,13.231,24.32
6.117,13.229,24.305
6.118,13.227,24.291
6.119,13.225,24.277
6.12,13.223,24.263
6.121,13.221,24.249
6.122,13.219,24.234
6.123,13.217,24.22
6.124,13.215,24.206
6.125,13.213,24.192
6.126,13.211,24.178
6.127,13.209,24.163
6.128,13.207,24.149
6.129,13.205,24.135
6.13,13.203,24.121
6.131,13.201,24.107
6.132,13.2,24.093
6.133,13.198,24.078
6.134,13.196,24.064
6.135,13.194,24.05
6.136,13.192,24.036
6.137,13.19,24.022
6.138,13.188,24.008
6.139,13.186,23.994
6.14,13.184,23.98
6.141,13.182,23.966
6.142,13.18,23.952
6.143,13.179,23.938
6.144,13.177,23.923
6.145,13.175,23.909
6.146,13.173,23.895
6.147,13.171,23.881
6.148,13.169,23.867
6.149,13.167,23.853
6.15,13.166,23.839
6.151,13.164,23.825
6.152,13.162,23.811
6.153,13.16,23.797
6.154,13.158,23.783
6.155,13.156,23.769
6.156,13.155,23.755
6.157,13.153,23.741
6.158,13.151,23.727
6.159,13.149,23.714
6.16,13.147,23.7
6.161,13.146,23.686
6.162,13.144,23.672
6.163,13.142,23.658
6.164,13.14,23.644
6.165,13.139,23.63
6.166,13.137,23.616
6.167,13.135,23.602
6.168,13.133,23.588
6.169,13.131,23.574
6.17,13.13,23.561
6.171,13.128,23.547
6.172,13.126,23.533
6.173,13.125,23.519
6.174,13.123,23.505
6.175,13.121,23.491
6.176,13.119,23.478
6.177,13.118,23.464
6.178,13.116,23.45
6.179,13.114,23.436
6.18,13.113,23.422
6.181,13.111,23.408
6.182,13.109,23.395
6.183,13.108,23.381
6.184,13.106,23.367
6.185,13.104,23.353
6.186,13.102,23.34
6.187,13.101,23.326
6.188,13.099,23.312
6.189,13.098,23.298
6.19,13.096,23.285
6.191,13.094,23.271
6.192,13.093,23.257
6.193,13.091,23.244
6.194,13.089,23.23
6.195,13.088,23.216
6.196,13.086,23.202
6.197,13.084,23.189
6.198,13.083,23.175
6.199,13.081,23.161
6.2,13.08,23.148
6.201,13.078,23.134
6.202,13.076,23.121
6.203,13.075,23.107
6.204,13.073,23.093
6.205,13.072,23.08
6.206,13.07,23.066
6.207,13.069,23.052
6.208,13.067,23.039
6.209,13.066,23.025
6.21,13.064,23.012
6.211,13.062,22.998
6.212,13.061,22.985
6.213,13.059,22.971
6.214,13.058,22.957
6.215,13.056,22.944
6.216,13.055,22.93
6.217,13.053,22.917
6.218,13.052,22.903
6.219,13.05,22.89
6.22,13.049,22.876
6.221,13.047,22.863
6.222,13.046,22.849
6.223,13.044,22.836
6.224,13.043,22.822
6.225,13.041,22.809
6.226,13.04,22.795
6.227,13.038,22.782
6.228,13.037,22.768
6.229,13.035,22.755
6.23,13.034,22.741
6.231,13.032,22.728
6.232,13.031,22.715
6.233,13.03,22.701
6.234,13.028,22.688
6.235,13.027,22.674
6.236,13.025,22.661
6.237,13.024,22.648
6.238,13.022,22.634
6.239,13.021,22.621
6.24,13.02,22.607
6.241,13.018,22.594
6.242,13.017,22.581
