time,mlaci,laci,mtetr,tetr,mci,ci
4.644,4.9204,5.7047,7.0031,8.377,3.6989,6.5683
4.645,4.9205,5.7045,7.0028,8.3767,3.6985,6.5677
4.646,4.9207,5.7043,7.0025,8.3765,3.698,6.5672
4.647,4.9209,5.7042,7.0021,8.3762,3.6976,6.5666
4.648,4.9211,5.704,7.0018,8.3759,3.6971,6.566
4.649,4.9213,5.7039,7.0014,8.3756,3.6967,6.5654
4.65,4.9215,5.7037,7.0011,8.3754,3.6962,6.5649
4.651,4.9217,5.7036,7.0007,8.3751,3.6958,6.5643
4.652,4.9219,5.7034,7.0004,8.3748,3.6953,6.5637
4.653,4.9221,5.7032,7,8.3745,3.6949,6.5632
4.654,4.9223,5.7031,6.9997,8.3743,3.6944,6.5626
4.655,4.9225,5.7029,6.9994,8.374,3.694,6.562
4.656,4.9227,5.7028,6.999,8.3737,3.6936,6.5614
4.657,4.9229,5.7026,6.9987,8.3734,3.6931,6.5609
4.658,4.9231,5.7025,6.9983,8.3732,3.6927,6.5603
4.659,4.9233,5.7023,6.998,8.3729,3.6922,6.5597
4.66,4.9235,5.7022,6.9977,8.3726,3.6918,6.5591
4.661,4.9237,5.702,6.9973,8.3723,3.6914,6.5586
4.662,4.9239,5.7018,6.997,8.3721,3.6909,6.558
4.663,4.9241,5.7017,6.9967,8.3718,3.6905,6.5574
4.664,4.9243,5.7015,6.9963,8.3715,3.6901,6.5569
4.665,4.9245,5.7014,6.996,8.3712,3.6896,6.5563
4.666,4.9247,5.7012,6.9957,8.371,3.6892,6.5557
4.667,4.9249,5.7011,6.9953,8.3707,3.6887,6.5551
4.668,4.9251,5.7009,6.995,8.3704,3.6883,6.5546
4.669,4.9253,5.7008,6.9947,8.3701,3.6879,6.554
4.67,4.9255,5.7006,6.9943,8.3699,3.6874,6.5534
4.671,4.9257,5.7005,6.994,8.3696,3.687,6.5528
4.672,4.9259,5.7003,6.9937,8.3693,3.6866,6.5523
4.673,4.9261,5.7001,6.9933,8.369,3.6861,6.5517
4.674,4.9263,5.7,6.993,8.3688,3.6857,6.5511
4.675,4.9265,5.6998,6.9927,8.3685,3.6853,6.5506
4.676,4.9267,5.6997,6.9924,8.3682,3.6849,6.55
4.677,4.927,5.6995,6.992,8.368,3.6844,6.5494
4.678,4.9272,5.6994,6.9917,8.3677,3.684,6.5488
4.679,4.9274,5.6992,6.9914,8.3674,3.6836,6.5483
4.68,4.9276,5.6991,6.9911,8.3671,3.6831,6.5477
4.681,4.9278,5.6989,6.9907,8.3669,3.6827,6.5471
4.682,4.928,5.6988,6.9904,8.3666,3.6823,6.5465
4.683,4.9282,5.6986,6.9901,8.3663,3.6819,6.546
4.684,4.9284,5.6984,6.9898,8.366,3.6814,6.5454
4.685,4.9287,5.6983,6.9895,8.3658,3.681,6.5448
4.686,4.9289,5.6981,6.9891,8.3655,3.6806,6.5443
4.687,4.9291,5.698,6.9888,8.3652,3.6802,6.5437
4.688,4.9293,5.6978,6.9885,8.3649,3.6798,6.5431
4.689,4.9295,5.6977,6.9882,8.3647,3.6793,6.5425
4.69,4.9297,5.6975,6.9879,8.3644,3.6789,6.542
4.691,4.93,5.6974,6.9875,8.3641,3.6785,6.5414
4.692,4.9302,5.6972,6.9872,8.3638,3.6781,6.5408
4.693,4.9304,5.6971,6.9869,8.3636,3.6777,6.5403
4.694,4.9306,5.6969,6.9866,8.3633,3.6772,6.5397
4.695,4.9308,5.6968,6.9863,8.363,3.6768,6.5391
4.696,4.9311,5.6966,6.986,8.3627,3.6764,6.5385
4.697,4.9313,5.6965,6.9857,8.3625,3.676,6.538
4.698,4.9315,5.6963,6.9854,8.3622,3.6756,6.5374
4.699,4.9317,5.6962,6.985,8.3619,3.6752,6.5368
4.7,4.932,5.696,6.9847,8.3616,3.6747,6.5362
4.701,4.9322,5.6958,6.9844,8.3614,3.6743,6.5357
4.702,4.9324,5.6957,6.9841,8.3611,3.6739,6.5351
4.703,4.9326,5.6955,6.9838,8.3608,3.6735,6.5345
4.704,4.9329,5.6954,6.9835,8.3605,3.6731,6.534
4.705,4.9331,5.6952,6.9832,8.3603,3.6727,6.5334
4.706,4.9333,5.6951,6.9829,8.36,3.6723,6.5328
4.707,4.9335,5.6949,6.9826,8.3597,3.6719,6.5322
4.708,4.9338,5.6948,6.9823,8.3594,3.6714,6.5317
4.709,4.934,5.6946,6.982,8.3592,3.671,6.5311
4.71,4.9342,5.6945,6.9817,8.3589,3.6706,6.5305
4.711,4.9345,5.6943,6.9814,8.3586,3.6702,6.53
4.712,4.9347,5.6942,6.9811,8.3583,3.6698,6.5294
4.713,4.9349,5.694,6.9808,8.3581,3.6694,6.5288
4.714,4.9352,5.6939,6.9804,8.3578,3.669,6.5282
4.715,4.9354,5.6937,6.9801,8.3575,3.6686,6.5277
4.716,4.9356,5.6936,6.9798,8.3572,3.6682,6.5271
4.717,4.9359,5.6934,6.9795,8.357,3.6678,6.5265
4.718,4.9361,5.6933,6.9792,8.3567,3.6674,6.526
4.719,4.9363,5.6931,6.9789,8.3564,3.667,6.5254
4.72,4.9366,5.693,6.9787,8.3561,3.6666,6.5248
4.721,4.9368,5.6928,6.9784,8.3559,3.6662,6.5242
4.722,4.937,5.6927,6.9781,8.3556,3.6658,6.5237
4.723,4.9373,5.6925,6.9778,8.3553,3.6654,6.5231
4.724,4.9375,5.6924,6.9775,8.355,3.665,6.5225
4.725,4.9378,5.6922,6.9772,8.3548,3.6646,6.522
4.726,4.938,5.6921,6.9769,8.3545,3.6642,6.5214
4.727,4.9382,5.6919,6.9766,8.3542,3.6638,6.5208
4.728,4.9385,5.6918,6.9763,8.3539,3.6634,6.5203
4.729,4.9387,5.6916,6.976,8.3537,3.663,6.5197
4.73,4.939,5.6915,6.9757,8.3534,3.6626,6.5191
4.731,4.9392,5.6913,6.9754,8.3531,3.6622,6.5185
4.732,4.9395,5.6912,6.9751,8.3528,3.6618,6.518
4.733,4.9397,5.691,6.9748,8.3526,3.6614,6.5174
4.734,4.9399,5.6909,6.9745,8.3523,3.661,6.5168
4.735,4.9402,5.6907,6.9743,8.352,3.6606,6.5163
4.736,4.9404,5.6906,6.974,8.3517,3.6602,6.5157
4.737,4.9407,5.6904,6.9737,8.3515,3.6598,6.5151
4.738,4.9409,5.6903,6.9734,8.3512,3.6594,6.5145
4.739,4.9412,5.6901,6.9731,8.3509,3.659,6.514
4.74,4.9414,5.69,6.9728,8.3506,3.6587,6.5134
4.741,4.9417,5.6898,6.9725,8.3504,3.6583,6.5128
4.742,4.9419,5.6897,6.9723,8.3501,3.6579,6.5123
4.743,4.9422,5.6895,6.972,8.3498,3.6575,6.5117
4.744,4.9424,5.6894,6.9717,8.3495,3.6571,6.5111
4.745,4.9427,5.6892,6.9714,8.3493,3.6567,6.5106
4.746,4.9429,5.6891,6.9711,8.349,3.6563,6.51
4.747,4.9432,5.6889,6.9708,8.3487,3.6559,6.5094
4.748,4.9434,5.6888,6.9706,8.3484,3.6556,6.5088
4.749,4.9437,5.6886,6.9703,8.3482,3.6552,6.5083
4.75,4.944,5.6885,6.97,8.3479,3.6548,6.5077
4.751,4.9442,5.6883,6.9697,8.3476,3.6544,6.5071
4.752,4.9445,5.6882,6.9694,8.3473,3.654,6.5066
4.753,4.9447,5.688,6.9692,8.3471,3.6536,6.506
4.754,4.945,5.6879,6.9689,8.3468,3.6532,6.5054
4.755,4.9452,5.6877,6.9686,8.3465,3.6529,6.5049
4.756,4.9455,5.6876,6.9683,8.3462,3.6525,6.5043
4.757,4.9458,5.6874,6.9681,8.3459,3.6521,6.5037
4.758,4.946,5.6873,6.9678,8.3457,3.6517,6.5031
4.759,4.9463,5.6871,6.9675,8.3454,3.6513,6.5026
4.76,4.9465,5.687,6.9672,8.3451,3.651,6.502
4.761,4.9468,5.6868,6.967,8.3448,3.6506,6.5014
4.762,4.9471,5.6867,6.9667,8.3446,3.6502,6.5009
4.763,4.9473,5.6865,6.9664,8.3443,3.6498,6.5003
4.764,4.9476,5.6864,6.9662,8.344,3.6495,6.4997
4.765,4.9478,5.6863,6.9659,8.3437,3.6491,6.4992
4.766,4.9481,5.6861,6.9656,8.3435,3.6487,6.4986
4.767,4.9484,5.686,6.9654,8.3432,3.6483,6.498
4.768,4.9486,5.6858,6.9651,8.3429,3.648,6.4974
4.769,4.9489,5.6857,6.9648,8.3426,3.6476,6.4969
4.77,4.9492,5.6855,6.9645,8.3424,3.6472,6.4963
4.771,4.9494,5.6854,6.9643,8.3421,3.6468,6.4957
4.772,4.9497,5.6852,6.964,8.3418,3.6465,6.4952
4.773,4.95,5.6851,6.9637,8.3415,3.6461,6.4946
4.774,4.9502,5.6849,6.9635,8.3413,3.6457,6.494
4.775,4.9505,5.6848,6.9632,8.341,3.6454,6.4935
4.776,4.9508,5.6846,6.963,8.3407,3.645,6.4929
4.777,4.9511,5.6845,6.9627,8.3404,3.6446,6.4923
4.778,4.9513,5.6843,6.9624,8.3402,3.6442,6.4918
4.779,4.9516,5.6842,6.9622,8.3399,3.6439,6.4912
4.78,4.9519,5.684,6.9619,8.3396,3.6435,6.4906
4.781,4.9521,5.6839,6.9616,8.3393,3.6431,6.49
4.782,4.9524,5.6838,6.9614,8.3391,3.6428,6.4895
4.783,4.9527,5.6836,6.9611,8.3388,3.6424,6.4889
4.784,4.953,5.6835,6.9609,8.3385,3.642,6.4883
4.785,4.9532,5.6833,6.9606,8.3382,3.6417,6.4878
4.786,4.9535,5.6832,6.9604,8.338,3.6413,6.4872
4.787,4.9538,5.683,6.9601,8.3377,3.641,6.4866
4.788,4.9541,5.6829,6.9598,8.3374,3.6406,6.4861
4.789,4.9544,5.6827,6.9596,8.3371,3.6402,6.4855
4.79,4.9546,5.6826,6.9593,8.3369,3.6399,6.4849
4.791,4.9549,5.6824,6.9591,8.3366,3.6395,6.4844
4.792,4.9552,5.6823,6.9588,8.3363,3.6391,6.4838
4.793,4.9555,5.6822,6.9586,8.336,3.6388,6.4832
4.794,4.9558,5.682,6.9583,8.3358,3.6384,6.4827
4.795,4.956,5.6819,6.9581,8.3355,3.6381,6.4821
4.796,4.9563,5.6817,6.9578,8.3352,3.6377,6.4815
4.797,4.9566,5.6816,6.9576,8.3349,3.6374,6.4809
4.798,4.9569,5.6814,6.9573,8.3347,3.637,6.4804
4.799,4.9572,5.6813,6.9571,8.3344,3.6366,6.4798
4.8,4.9574,5.6811,6.9568,8.3341,3.6363,6.4792
4.801,4.9577,5.681,6.9566,8.3338,3.6359,6.4787
4.802,4.958,5.6809,6.9563,8.3336,3.6356,6.4781
4.803,4.9583,5.6807,6.9561,8.3333,3.6352,6.4775
4.804,4.9586,5.6806,6.9558,8.333,3.6349,6.477
4.805,4.9589,5.6804,6.9556,8.3327,3.6345,6.4764
4.806,4.9592,5.6803,6.9553,8.3325,3.6342,6.4758
4.807,4.9595,5.6801,6.9551,8.3322,3.6338,6.4753
4.808,4.9597,5.68,6.9548,8.3319,3.6335,6.4747
4.809,4.96,5.6798,6.9546,8.3316,3.6331,6.4741
4.81,4.9603,5.6797,6.9543,8.3314,3.6328,6.4736
4.811,4.9606,5.6796,6.9541,8.3311,3.6324,6.473
4.812,4.9609,5.6794,6.9538,8.3308,3.6321,6.4724
4.813,4.9612,5.6793,6.9536,8.3305,3.6317,6.4719
4.814,4.9615,5.6791,6.9534,8.3303,3.6314,6.4713
4.815,4.9618,5.679,6.9531,8.33,3.631,6.4707
4.816,4.9621,5.6788,6.9529,8.3297,3.6307,6.4702
4.817,4.9624,5.6787,6.9526,8.3294,3.6303,6.4696
4.818,4.9627,5.6786,6.9524,8.3292,3.63,6.469
4.819,4.963,5.6784,6.9522,8.3289,3.6296,6.4685
4.82,4.9633,5.6783,6.9519,8.3286,3.6293,6.4679
4.821,4.9635,5.6781,6.9517,8.3283,3.6289,6.4673
4.822,4.9638,5.678,6.9514,8.3281,3.6286,6.4668
4.823,4.9641,5.6778,6.9512,8.3278,3.6282,6.4662
4.824,4.9644,5.6777,6.951,8.3275,3.6279,6.4656
4.825,4.9647,5.6776,6.9507,8.3272,3.6276,6.4651
4.826,4.965,5.6774,6.9505,8.327,3.6272,6.4645
4.827,4.9653,5.6773,6.9503,8.3267,3.6269,6.4639
4.828,4.9656,5.6771,6.95,8.3264,3.6265,6.4634
4.829,4.9659,5.677,6.9498,8.3261,3.6262,6.4628
4.83,4.9662,5.6768,6.9496,8.3259,3.6259,6.4622
4.831,4.9665,5.6767,6.9493,8.3256,3.6255,6.4617
4.832,4.9668,5.6766,6.9491,8.3253,3.6252,6.4611
4.833,4.9671,5.6764,6.9489,8.325,3.6248,6.4605
4.834,4.9674,5.6763,6.9486,8.3248,3.6245,6.46
4.835,4.9678,5.6761,6.9484,8.3245,3.6242,6.4594
4.836,4.9681,5.676,6.9482,8.3242,3.6238,6.4588
4.837,4.9684,5.6759,6.948,8.3239,3.6235,6.4583
4.838,4.9687,5.6757,6.9477,8.3237,3.6232,6.4577
4.839,4.969,5.6756,6.9475,8.3234,3.6228,6.4571
4.84,4.9693,5.6754,6.9473,8.3231,3.6225,6.4566
4.841,4.9696,5.6753,6.947,8.3228,3.6222,6.456
4.842,4.9699,5.6752,6.9468,8.3226,3.6218,6.4554
4.843,4.9702,5.675,6.9466,8.3223,3.6215,6.4549
4.844,4.9705,5.6749,6.9464,8.322,3.6212,6.4543
4.845,4.9708,5.6747,6.9461,8.3217,3.6208,6.4537
4.846,4.9711,5.6746,6.9459,8.3215,3.6205,6.4532
4.847,4.9714,5.6744,6.9457,8.3212,3.6202,6.4526
4.848,4.9718,5.6743,6.9455,8.3209,3.6198,6.452
4.849,4.9721,5.6742,6.9452,8.3206,3.6195,6.4515
4.85,4.9724,5.674,6.945,8.3204,3.6192,6.4509
4.851,4.9727,5.6739,6.9448,8.3201,3.6189,6.4503
4.852,4.973,5.6737,6.9446,8.3198,3.6185,6.4498
4.853,4.9733,5.6736,6.9444,8.3195,3.6182,6.4492
4.854,4.9736,5.6735,6.9441,8.3193,3.6179,6.4486
4.855,4.974,5.6733,6.9439,8.319,3.6175,6.4481
4.856,4.9743,5.6732,6.9437,8.3187,3.6172,6.4475
4.857,4.9746,5.673,6.9435,8.3184,3.6169,6.4469
4.858,4.9749,5.6729,6.9433,8.3182,3.6166,6.4464
4.859,4.9752,5.6728,6.943,8.3179,3.6162,6.4458
4.86,4.9755,5.6726,6.9428,8.3176,3.6159,6.4452
4.861,4.9759,5.6725,6.9426,8.3174,3.6156,6.4447
4.862,4.9762,5.6724,6.9424,8.3171,3.6153,6.4441
4.863,4.9765,5.6722,6.9422,8.3168,3.615,6.4435
4.864,4.9768,5.6721,6.942,8.3165,3.6146,6.443
4.865,4.9771,5.6719,6.9418,8.3163,3.6143,6.4424
4.866,4.9775,5.6718,6.9415,8.316,3.614,6.4418
4.867,4.9778,5.6717,6.9413,8.3157,3.6137,6.4413
4.868,4.9781,5.6715,6.9411,8.3154,3.6134,6.4407
4.869,4.9784,5.6714,6.9409,8.3152,3.613,6.4401
4.87,4.9787,5.6712,6.9407,8.3149,3.6127,6.4396
4.871,4.9791,5.6711,6.9405,8.3146,3.6124,6.439
4.872,4.9794,5.671,6.9403,8.3143,3.6121,6.4385
4.873,4.9797,5.6708,6.9401,8.3141,3.6118,6.4379
4.874,4.98,5.6707,6.9398,8.3138,3.6114,6.4373
4.875,4.9804,5.6706,6.9396,8.3135,3.6111,6.4368
4.876,4.9807,5.6704,6.9394,8.3132,3.6108,6.4362
4.877,4.981,5.6703,6.9392,8.313,3.6105,6.4356
4.878,4.9814,5.6701,6.939,8.3127,3.6102,6.4351
4.879,4.9817,5.67,6.9388,8.3124,3.6099,6.4345
4.88,4.982,5.6699,6.9386,8.3121,3.6096,6.4339
4.881,4.9823,5.6697,6.9384,8.3119,3.6092,6.4334
4.882,4.9827,5.6696,6.9382,8.3116,3.6089,6.4328
4.883,4.983,5.6695,6.938,8.3113,3.6086,6.4322
4.884,4.9833,5.6693,6.9378,8.311,3.6083,6.4317
4.885,4.9837,5.6692,6.9376,8.3108,3.608,6.4311
4.886,4.984,5.669,6.9374,8.3105,3.6077,6.4305
4.887,4.9843,5.6689,6.9372,8.3102,3.6074,6.43
4.888,4.9847,5.6688,6.937,8.3099,3.6071,6.4294
4.889,4.985,5.6686,6.9368,8.3097,3.6068,6.4289
4.89,4.9853,5.6685,6.9366,8.3094,3.6065,6.4283
4.891,4.9857,5.6684,6.9364,8.3091,3.6062,6.4277
4.892,4.986,5.6682,6.9362,8.3088,3.6058,6.4272
4.893,4.9863,5.6681,6.936,8.3086,3.6055,6.4266
4.894,4.9867,5.668,6.9358,8.3083,3.6052,6.426
4.895,4.987,5.6678,6.9356,8.308,3.6049,6.4255
4.896,4.9873,5.6677,6.9354,8.3077,3.6046,6.4249
4.897,4.9877,5.6675,6.9352,8.3075,3.6043,6.4243
4.898,4.988,5.6674,6.935,8.3072,3.604,6.4238
4.899,4.9884,5.6673,6.9348,8.3069,3.6037,6.4232
4.9,4.9887,5.6671,6.9346,8.3066,3.6034,6.4227
4.901,4.989,5.667,6.9344,8.3064,3.6031,6.4221
4.902,4.9894,5.6669,6.9342,8.3061,3.6028,6.4215
4.903,4.9897,5.6667,6.934,8.3058,3.6025,6.421
4.904,4.9901,5.6666,6.9338,8.3056,3.6022,6.4204
4.905,4.9904,5.6665,6.9336,8.3053,3.6019,6.4198
4.906,4.9908,5.6663,6.9334,8.305,3.6016,6.4193
4.907,4.9911,5.6662,6.9332,8.3047,3.6013,6.4187
4.908,4.9914,5.6661,6.933,8.3045,3.601,6.4181
4.909,4.9918,5.6659,6.9328,8.3042,3.6007,6.4176
4.91,4.9921,5.6658,6.9326,8.3039,3.6004,6.417
4.911,4.9925,5.6656,6.9325,8.3036,3.6001,6.4165
4.912,4.9928,5.6655,6.9323,8.3034,3.5998,6.4159
4.913,4.9932,5.6654,6.9321,8.3031,3.5995,6.4153
4.914,4.9935,5.6652,6.9319,8.3028,3.5992,6.4148
4.915,4.9939,5.6651,6.9317,8.3025,3.5989,6.4142
4.916,4.9942,5.665,6.9315,8.3023,3.5986,6.4136
4.917,4.9946,5.6648,6.9313,8.302,3.5983,6.4131
4.918,4.9949,5.6647,6.9311,8.3017,3.598,6.4125
4.919,4.9953,5.6646,6.9309,8.3014,3.5978,6.412
4.92,4.9956,5.6644,6.9308,8.3012,3.5975,6.4114
4.921,4.996,5.6643,6.9306,8.3009,3.5972,6.4108
4.922,4.9963,5.6642,6.9304,8.3006,3.5969,6.4103
4.923,4.9967,5.664,6.9302,8.3003,3.5966,6.4097
4.924,4.997,5.6639,6.93,8.3001,3.5963,6.4091
4.925,4.9974,5.6638,6.9298,8.2998,3.596,6.4086
4.926,4.9977,5.6636,6.9296,8.2995,3.5957,6.408
4.927,4.9981,5.6635,6.9295,8.2992,3.5954,6.4075
4.928,4.9984,5.6634,6.9293,8.299,3.5951,6.4069
4.929,4.9988,5.6632,6.9291,8.2987,3.5949,6.4063
4.93,4.9991,5.6631,6.9289,8.2984,3.5946,6.4058
4.931,4.9995,5.663,6.9287,8.2982,3.5943,6.4052
4.932,4.9999,5.6628,6.9286,8.2979,3.594,6.4046
4.933,5.0002,5.6627,6.9284,8.2976,3.5937,6.4041
4.934,5.0006,5.6626,6.9282,8.2973,3.5934,6.4035
4.935,5.0009,5.6624,6.928,8.2971,3.5931,6.403
4.936,5.0013,5.6623,6.9278,8.2968,3.5928,6.4024
4.937,5.0016,5.6622,6.9277,8.2965,3.5926,6.4018
4.938,5.002,5.6621,6.9275,8.2962,3.5923,6.4013
4.939,5.0024,5.6619,6.9273,8.296,3.592,6.4007
4.94,5.0027,5.6618,6.9271,8.2957,3.5917,6.4002
4.941,5.0031,5.6617,6.9269,8.2954,3.5914,6.3996
4.942,5.0035,5.6615,6.9268,8.2951,3.5911,6.399
4.943,5.0038,5.6614,6.9266,8.2949,3.5909,6.3985
4.944,5.0042,5.6613,6.9264,8.2946,3.5906,6.3979
4.945,5.0045,5.6611,6.9262,8.2943,3.5903,6.3973
4.946,5.0049,5.661,6.9261,8.2941,3.59,6.3968
4.947,5.0053,5.6609,6.9259,8.2938,3.5897,6.3962
4.948,5.0056,5.6607,6.9257,8.2935,3.5895,6.3957
4.949,5.006,5.6606,6.9256,8.2932,3.5892,6.3951
4.95,5.0064,5.6605,6.9254,8.293,3.5889,6.3945
4.951,5.0067,5.6603,6.9252,8.2927,3.5886,6.394
4.952,5.0071,5.6602,6.925,8.2924,3.5884,6.3934
4.953,5.0075,5.6601,6.9249,8.2921,3.5881,6.3929
4.954,5.0078,5.66,6.9247,8.2919,3.5878,6.3923
4.955,5.0082,5.6598,6.9245,8.2916,3.5875,6.3917
4.956,5.0086,5.6597,6.9244,8.2913,3.5873,6.3912
4.957,5.0089,5.6596,6.9242,8.291,3.587,6.3906
4.958,5.0093,5.6594,6.924,8.2908,3.5867,6.3901
4.959,5.0097,5.6593,6.9239,8.2905,3.5864,6.3895
4.96,5.0101,5.6592,6.9237,8.2902,3.5862,6.3889
4.961,5.0104,5.659,6.9235,8.29,3.5859,6.3884
4.962,5.0108,5.6589,6.9234,8.2897,3.5856,6.3878
4.963,5.0112,5.6588,6.9232,8.2894,3.5853,6.3873
4.964,5.0115,5.6587,6.923,8.2891,3.5851,6.3867
4.965,5.0119,5.6585,6.9229,8.2889,3.5848,6.3861
4.966,5.0123,5.6584,6.9227,8.2886,3.5845,6.3856
4.967,5.0127,5.6583,6.9225,8.2883,3.5843,6.385
4.968,5.013,5.6581,6.9224,8.288,3.584,6.3845
4.969,5.0134,5.658,6.9222,8.2878,3.5837,6.3839
4.97,5.0138,5.6579,6.922,8.2875,3.5835,6.3833
4.971,5.0142,5.6578,6.9219,8.2872,3.5832,6.3828
4.972,5.0145,5.6576,6.9217,8.2869,3.5829,6.3822
4.973,5.0149,5.6575,6.9215,8.2867,3.5827,6.3817
4.974,5.0153,5.6574,6.9214,8.2864,3.5824,6.3811
4.975,5.0157,5.6572,6.9212,8.2861,3.5821,6.3805
4.976,5.0161,5.6571,6.9211,8.2859,3.5819,6.38
4.977,5.0164,5.657,6.9209,8.2856,3.5816,6.3794
4.978,5.0168,5.6569,6.9207,8.2853,3.5813,6.3789
4.979,5.0172,5.6567,6.9206,8.285,3.5811,6.3783
4.98,5.0176,5.6566,6.9204,8.2848,3.5808,6.3777
4.981,5.018,5.6565,6.9203,8.2845,3.5805,6.3772
4.982,5.0183,5.6563,6.9201,8.2842,3.5803,6.3766
4.983,5.0187,5.6562,6.92,8.2839,3.58,6.3761
4.984,5.0191,5.6561,6.9198,8.2837,3.5798,6.3755
4.985,5.0195,5.656,6.9196,8.2834,3.5795,6.3749
4.986,5.0199,5.6558,6.9195,8.2831,3.5792,6.3744
4.987,5.0203,5.6557,6.9193,8.2829,3.579,6.3738
4.988,5.0206,5.6556,6.9192,8.2826,3.5787,6.3733
4.989,5.021,5.6555,6.919,8.2823,3.5785,6.3727
4.99,5.0214,5.6553,6.9189,8.282,3.5782,6.3721
4.991,5.0218,5.6552,6.9187,8.2818,3.5779,6.3716
4.992,5.0222,5.6551,6.9186,8.2815,3.5777,6.371
4.993,5.0226,5.6549,6.9184,8.2812,3.5774,6.3705
4.994,5.023,5.6548,6.9183,8.2809,3.5772,6.3699
4.995,5.0234,5.6547,6.9181,8.2807,3.5769,6.3694
4.996,5.0237,5.6546,6.9179,8.2804,3.5766,6.3688
4.997,5.0241,5.6544,6.9178,8.2801,3.5764,6.3682
4.998,5.0245,5.6543,6.9176,8.2799,3.5761,6.3677
4.999,5.0249,5.6542,6.9175,8.2796,3.5759,6.3671
5,5.0253,5.6541,6.9173,8.2793,3.5756,6.3666
5.001,5.0257,5.6539,6.9172,8.279,3.5754,6.366
5.002,5.0261,5.6538,6.917,8.2788,3.5751,6.3654
5.003,5.0265,5.6537,6.9169,8.2785,3.5749,6.3649
5.004,5.0269,5.6536,6.9168,8.2782,3.5746,6.3643
5.005,5.0273,5.6534,6.9166,8.2779,3.5744,6.3638
5.006,5.0277,5.6533,6.9165,8.2777,3.5741,6.3632
5.007,5.0281,5.6532,6.9163,8.2774,3.5739,6.3627
5.008,5.0285,5.6531,6.9162,8.2771,3.5736,6.3621
5.009,5.0289,5.6529,6.916,8.2769,3.5734,6.3615
5.01,5.0292,5.6528,6.9159,8.2766,3.5731,6.361
5.011,5.0296,5.6527,6.9157,8.2763,3.5729,6.3604
5.012,5.03,5.6526,6.9156,8.276,3.5726,6.3599
5.013,5.0304,5.6524,6.9154,8.2758,3.5724,6.3593
5.014,5.0308,5.6523,6.9153,8.2755,3.5721,6.3588
5.015,5.0312,5.6522,6.9152,8.2752,3.5719,6.3582
5.016,5.0316,5.6521,6.915,8.275,3.5716,6.3576
5.017,5.032,5.6519,6.9149,8.2747,3.5714,6.3571
5.018,5.0324,5.6518,6.9147,8.2744,3.5711,6.3565
5.019,5.0328,5.6517,6.9146,8.2741,3.5709,6.356
5.02,5.0332,5.6516,6.9144,8.2739,3.5706,6.3554
5.021,5.0336,5.6514,6.9143,8.2736,3.5704,6.3549
5.022,5.034,5.6513,6.9142,8.2733,3.5702,6.3543
5.023,5.0344,5.6512,6.914,8.2731,3.5699,6.3537
5.024,5.0348,5.6511,6.9139,8.2728,3.5697,6.3532
5.025,5.0352,5.651,6.9137,8.2725,3.5694,6.3526
5.026,5.0357,5.6508,6.9136,8.2722,3.5692,6.3521
5.027,5.0361,5.6507,6.9135,8.272,3.5689,6.3515
5.028,5.0365,5.6506,6.9133,8.2717,3.5687,6.351
5.029,5.0369,5.6505,6.9132,8.2714,3.5685,6.3504
5.03,5.0373,5.6503,6.913,8.2711,3.5682,6.3498
5.031,5.0377,5.6502,6.9129,8.2709,3.568,6.3493
5.032,5.0381,5.6501,6.9128,8.2706,3.5677,6.3487
5.033,5.0385,5.65,6.9126,8.2703,3.5675,6.3482
5.034,5.0389,5.6498,6.9125,8.2701,3.5673,6.3476
5.035,5.0393,5.6497,6.9124,8.2698,3.567,6.3471
5.036,5.0397,5.6496,6.9122,8.2695,3.5668,6.3465
5.037,5.0401,5.6495,6.9121,8.2692,3.5665,6.346
5.038,5.0405,5.6494,6.912,8.269,3.5663,6.3454
5.039,5.0409,5.6492,6.9118,8.2687,3.5661,6.3448
5.04,5.0414,5.6491,6.9117,8.2684,3.5658,6.3443
5.041,5.0418,5.649,6.9116,8.2682,3.5656,6.3437
5.042,5.0422,5.6489,6.9114,8.2679,3.5654,6.3432
5.043,5.0426,5.6488,6.9113,8.2676,3.5651,6.3426
5.044,5.043,5.6486,6.9112,8.2673,3.5649,6.3421
5.045,5.0434,5.6485,6.911,8.2671,3.5647,6.3415
5.046,5.0438,5.6484,6.9109,8.2668,3.5644,6.3409
5.047,5.0442,5.6483,6.9108,8.2665,3.5642,6.3404
5.048,5.0447,5.6481,6.9107,8.2663,3.564,6.3398
5.049,5.0451,5.648,6.9105,8.266,3.5637,6.3393
5.05,5.0455,5.6479,6.9104,8.2657,3.5635,6.3387
5.051,5.0459,5.6478,6.9103,8.2654,3.5633,6.3382
5.052,5.0463,5.6477,6.9101,8.2652,3.563,6.3376
5.053,5.0467,5.6475,6.91,8.2649,3.5628,6.3371
5.054,5.0472,5.6474,6.9099,8.2646,3.5626,6.3365
5.055,5.0476,5.6473,6.9098,8.2644,3.5623,6.336
5.056,5.048,5.6472,6.9096,8.2641,3.5621,6.3354
5.057,5.0484,5.6471,6.9095,8.2638,3.5619,6.3348
5.058,5.0488,5.6469,6.9094,8.2636,3.5617,6.3343
5.059,5.0493,5.6468,6.9092,8.2633,3.5614,6.3337
5.06,5.0497,5.6467,6.9091,8.263,3.5612,6.3332
5.061,5.0501,5.6466,6.909,8.2627,3.561,6.3326
5.062,5.0505,5.6465,6.9089,8.2625,3.5608,6.3321
