time,mlaci,laci,mtetr,tetr,mci,ci
0,5,1,10,1,15,1
0.001,5.103,1.0008,10.098,1.0018,15.093,1.0028
0.002,5.2056,1.0016,10.196,1.0036,15.186,1.0056
0.003,5.3078,1.0025,10.294,1.0055,15.278,1.0085
0.004,5.4096,1.0034,10.391,1.0074,15.371,1.0113
0.005,5.511,1.0043,10.489,1.0092,15.462,1.0142
0.006,5.612,1.0052,10.586,1.0111,15.554,1.0171
0.007,5.7125,1.0061,10.683,1.0131,15.645,1.02
0.008,5.8127,1.007,10.78,1.015,15.736,1.023
0.009,5.9124,1.008,10.876,1.017,15.827,1.0259
0.01,6.0118,1.009,10.973,1.019,15.918,1.0289
0.011,6.1107,1.01,11.069,1.021,16.008,1.0319
0.012,6.2092,1.0111,11.165,1.023,16.097,1.0349
0.013,6.3073,1.0121,11.261,1.025,16.187,1.0379
0.014,6.405,1.0132,11.356,1.0271,16.276,1.0409
0.015,6.5023,1.0143,11.451,1.0291,16.365,1.044
0.016,6.5991,1.0154,11.547,1.0312,16.454,1.0471
0.017,6.6956,1.0165,11.641,1.0334,16.542,1.0502
0.018,6.7916,1.0176,11.736,1.0355,16.63,1.0533
0.019,6.8872,1.0188,11.831,1.0376,16.718,1.0564
0.02,6.9824,1.02,11.925,1.0398,16.805,1.0595
0.021,7.0772,1.0212,12.019,1.042,16.892,1.0627
0.022,7.1716,1.0224,12.113,1.0442,16.979,1.0659
0.023,7.2655,1.0236,12.206,1.0464,17.065,1.0691
0.024,7.3591,1.0249,12.3,1.0487,17.151,1.0723
0.025,7.4522,1.0262,12.393,1.0509,17.237,1.0755
0.026,7.5449,1.0275,12.486,1.0532,17.323,1.0787
0.027,7.6372,1.0288,12.578,1.0555,17.408,1.082
0.028,7.7291,1.0301,12.671,1.0578,17.492,1.0853
0.029,7.8205,1.0315,12.763,1.0601,17.577,1.0885
0.03,7.9116,1.0328,12.855,1.0625,17.661,1.0919
0.031,8.0022,1.0342,12.947,1.0648,17.745,1.0952
0.032,8.0924,1.0356,13.038,1.0672,17.829,1.0985
0.033,8.1822,1.037,13.13,1.0696,17.912,1.1019
0.034,8.2716,1.0385,13.221,1.0721,17.995,1.1052
0.035,8.3606,1.0399,13.312,1.0745,18.077,1.1086
0.036,8.4491,1.0414,13.402,1.077,18.159,1.112
0.037,8.5372,1.0429,13.492,1.0794,18.241,1.1154
0.038,8.6249,1.0444,13.583,1.0819,18.323,1.1189
0.039,8.7122,1.0459,13.672,1.0844,18.404,1.1223
0.04,8.7991,1.0475,13.762,1.087,18.485,1.1258
0.041,8.8856,1.049,13.851,1.0895,18.566,1.1293
0.042,8.9716,1.0506,13.94,1.0921,18.646,1.1328
0.043,9.0572,1.0522,14.029,1.0946,18.726,1.1363
0.044,9.1424,1.0538,14.118,1.0972,18.805,1.1398
0.045,9.2272,1.0554,14.206,1.0999,18.885,1.1433
0.046,9.3116,1.0571,14.294,1.1025,18.964,1.1469
0.047,9.3956,1.0587,14.382,1.1051,19.042,1.1505
0.048,9.4792,1.0604,14.469,1.1078,19.12,1.1541
0.049,9.5623,1.0621,14.557,1.1105,19.198,1.1577
0.05,9.645,1.0638,14.644,1.1132,19.276,1.1613
0.051,9.7274,1.0655,14.731,1.1159,19.353,1.1649
0.052,9.8093,1.0673,14.817,1.1186,19.43,1.1685
0.053,9.8908,1.069,14.903,1.1214,19.507,1.1722
0.054,9.9719,1.0708,14.989,1.1241,19.583,1.1759
0.055,10.053,1.0726,15.075,1.1269,19.659,1.1796
0.056,10.133,1.0744,15.161,1.1297,19.734,1.1833
0.057,10.213,1.0762,15.246,1.1325,19.809,1.187
0.058,10.292,1.0781,15.331,1.1354,19.884,1.1907
0.059,10.371,1.0799,15.415,1.1382,19.959,1.1945
0.06,10.45,1.0818,15.5,1.1411,20.033,1.1982
0.061,10.528,1.0837,15.584,1.144,20.107,1.202
0.062,10.606,1.0856,15.668,1.1469,20.18,1.2058
0.063,10.683,1.0875,15.751,1.1498,20.253,1.2096
0.064,10.76,1.0894,15.835,1.1527,20.326,1.2134
0.065,10.837,1.0913,15.918,1.1556,20.399,1.2172
0.066,10.913,1.0933,16,1.1586,20.471,1.2211
0.067,10.989,1.0953,16.083,1.1616,20.543,1.2249
0.068,11.064,1.0972,16.165,1.1646,20.614,1.2288
0.069,11.139,1.0992,16.247,1.1676,20.685,1.2327
0.07,11.214,1.1013,16.329,1.1706,20.756,1.2366
0.071,11.288,1.1033,16.41,1.1736,20.827,1.2405
0.072,11.362,1.1053,16.491,1.1767,20.897,1.2444
0.073,11.436,1.1074,16.572,1.1798,20.966,1.2484
0.074,11.509,1.1095,16.653,1.1829,21.036,1.2523
0.075,11.581,1.1116,16.733,1.186,21.105,1.2563
0.076,11.653,1.1137,16.813,1.1891,21.174,1.2603
0.077,11.725,1.1158,16.893,1.1922,21.242,1.2642
0.078,11.797,1.1179,16.972,1.1954,21.31,1.2682
0.079,11.868,1.12,17.051,1.1985,21.378,1.2723
0.08,11.938,1.1222,17.13,1.2017,21.445,1.2763
0.081,12.009,1.1244,17.208,1.2049,21.512,1.2803
0.082,12.079,1.1265,17.287,1.2081,21.579,1.2844
0.083,12.148,1.1287,17.365,1.2113,21.645,1.2884
0.084,12.217,1.131,17.442,1.2146,21.711,1.2925
0.085,12.286,1.1332,17.52,1.2178,21.776,1.2966
0.086,12.354,1.1354,17.597,1.2211,21.842,1.3007
0.087,12.422,1.1377,17.674,1.2244,21.907,1.3048
0.088,12.49,1.1399,17.75,1.2277,21.971,1.309
0.089,12.557,1.1422,17.827,1.231,22.036,1.3131
0.09,12.624,1.1445,17.903,1.2343,22.099,1.3172
0.091,12.69,1.1468,17.978,1.2376,22.163,1.3214
0.092,12.756,1.1491,18.054,1.241,22.226,1.3256
0.093,12.822,1.1514,18.129,1.2444,22.289,1.3298
0.094,12.887,1.1538,18.204,1.2477,22.352,1.334
0.095,12.952,1.1561,18.278,1.2511,22.414,1.3382
0.096,13.016,1.1585,18.352,1.2545,22.476,1.3424
0.097,13.08,1.1609,18.426,1.258,22.537,1.3466
0.098,13.144,1.1633,18.5,1.2614,22.598,1.3509
0.099,13.207,1.1657,18.573,1.2649,22.659,1.3551
0.1,13.27,1.1681,18.646,1.2683,22.72,1.3594
0.101,13.333,1.1705,18.719,1.2718,22.78,1.3637
0.102,13.395,1.1729,18.792,1.2753,22.84,1.3679
0.103,13.457,1.1754,18.864,1.2788,22.899,1.3722
0.104,13.519,1.1779,18.936,1.2823,22.958,1.3766
0.105,13.58,1.1803,19.007,1.2859,23.017,1.3809
0.106,13.641,1.1828,19.079,1.2894,23.075,1.3852
0.107,13.701,1.1853,19.15,1.293,23.133,1.3896
0.108,13.761,1.1878,19.22,1.2966,23.191,1.3939
0.109,13.821,1.1903,19.291,1.3002,23.249,1.3983
0.11,13.88,1.1929,19.361,1.3038,23.306,1.4026
0.111,13.939,1.1954,19.431,1.3074,23.362,1.407
0.112,13.998,1.198,19.5,1.311,23.419,1.4114
0.113,14.056,1.2005,19.569,1.3147,23.475,1.4158
0.114,14.114,1.2031,19.638,1.3183,23.531,1.4203
0.115,14.171,1.2057,19.707,1.322,23.586,1.4247
0.116,14.228,1.2083,19.775,1.3257,23.641,1.4291
0.117,14.285,1.2109,19.843,1.3294,23.696,1.4336
0.118,14.342,1.2135,19.911,1.3331,23.75,1.438
0.119,14.398,1.2162,19.979,1.3368,23.804,1.4425
0.12,14.454,1.2188,20.046,1.3405,23.858,1.447
0.121,14.509,1.2215,20.113,1.3443,23.911,1.4515
0.122,14.564,1.2241,20.179,1.348,23.965,1.4559
0.123,14.619,1.2268,20.246,1.3518,24.017,1.4605
0.124,14.673,1.2295,20.312,1.3556,24.07,1.465
0.125,14.727,1.2322,20.377,1.3594,24.122,1.4695
0.126,14.781,1.2349,20.443,1.3632,24.174,1.474
0.127,14.834,1.2376,20.508,1.367,24.225,1.4786
0.128,14.887,1.2403,20.573,1.3709,24.276,1.4831
0.129,14.94,1.243,20.637,1.3747,24.327,1.4877
0.13,14.992,1.2458,20.702,1.3786,24.377,1.4923
0.131,15.044,1.2485,20.766,1.3824,24.427,1.4968
0.132,15.096,1.2513,20.829,1.3863,24.477,1.5014
0.133,15.147,1.2541,20.893,1.3902,24.527,1.506
0.134,15.198,1.2569,20.956,1.3941,24.576,1.5106
0.135,15.248,1.2597,21.019,1.398,24.625,1.5153
0.136,15.299,1.2625,21.081,1.402,24.673,1.5199
0.137,15.349,1.2653,21.143,1.4059,24.721,1.5245
0.138,15.398,1.2681,21.205,1.4099,24.769,1.5292
0.139,15.448,1.2709,21.267,1.4138,24.817,1.5338
0.14,15.497,1.2738,21.328,1.4178,24.864,1.5385
0.141,15.545,1.2766,21.389,1.4218,24.911,1.5432
0.142,15.594,1.2795,21.45,1.4258,24.958,1.5478
0.143,15.642,1.2823,21.511,1.4298,25.004,1.5525
0.144,15.69,1.2852,21.571,1.4338,25.05,1.5572
0.145,15.737,1.2881,21.631,1.4379,25.096,1.5619
0.146,15.784,1.291,21.69,1.4419,25.141,1.5666
0.147,15.831,1.2939,21.75,1.446,25.186,1.5713
0.148,15.877,1.2968,21.809,1.45,25.231,1.5761
0.149,15.924,1.2997,21.868,1.4541,25.275,1.5808
0.15,15.969,1.3027,21.926,1.4582,25.319,1.5856
0.151,16.015,1.3056,21.984,1.4623,25.363,1.5903
0.152,16.06,1.3085,22.042,1.4664,25.407,1.5951
0.153,16.105,1.3115,22.1,1.4705,25.45,1.5998
0.154,16.15,1.3145,22.157,1.4746,25.493,1.6046
0.155,16.194,1.3174,22.214,1.4788,25.535,1.6094
0.156,16.238,1.3204,22.271,1.4829,25.578,1.6142
0.157,16.282,1.3234,22.328,1.4871,25.62,1.619
0.158,16.325,1.3264,22.384,1.4913,25.661,1.6238
0.159,16.368,1.3294,22.44,1.4955,25.703,1.6286
0.16,16.411,1.3324,22.496,1.4997,25.744,1.6334
0.161,16.454,1.3354,22.551,1.5039,25.785,1.6382
0.162,16.496,1.3385,22.606,1.5081,25.825,1.6431
0.163,16.538,1.3415,22.661,1.5123,25.865,1.6479
0.164,16.58,1.3445,22.716,1.5165,25.905,1.6527
0.165,16.621,1.3476,22.77,1.5208,25.945,1.6576
0.166,16.662,1.3506,22.824,1.525,25.984,1.6625
0.167,16.703,1.3537,22.878,1.5293,26.023,1.6673
0.168,16.743,1.3568,22.931,1.5336,26.062,1.6722
0.169,16.784,1.3599,22.984,1.5379,26.1,1.6771
0.17,16.824,1.363,23.037,1.5422,26.139,1.682
0.171,16.863,1.366,23.09,1.5465,26.176,1.6869
0.172,16.903,1.3691,23.142,1.5508,26.214,1.6918
0.173,16.942,1.3723,23.194,1.5551,26.251,1.6967
0.174,16.981,1.3754,23.246,1.5594,26.288,1.7016
0.175,17.019,1.3785,23.297,1.5638,26.325,1.7065
0.176,17.057,1.3816,23.349,1.5681,26.361,1.7114
0.177,17.095,1.3848,23.4,1.5725,26.397,1.7164
0.178,17.133,1.3879,23.45,1.5769,26.433,1.7213
0.179,17.17,1.3911,23.501,1.5812,26.469,1.7263
0.18,17.208,1.3942,23.551,1.5856,26.504,1.7312
0.181,17.245,1.3974,23.601,1.59,26.539,1.7362
0.182,17.281,1.4006,23.65,1.5944,26.574,1.7411
0.183,17.318,1.4037,23.7,1.5988,26.608,1.7461
0.184,17.354,1.4069,23.749,1.6033,26.643,1.7511
0.185,17.39,1.4101,23.798,1.6077,26.677,1.7561
0.186,17.425,1.4133,23.846,1.6122,26.71,1.761
0.187,17.46,1.4165,23.895,1.6166,26.744,1.766
0.188,17.496,1.4197,23.943,1.6211,26.777,1.771
0.189,17.53,1.423,23.99,1.6255,26.81,1.776
0.19,17.565,1.4262,24.038,1.63,26.842,1.781
0.191,17.599,1.4294,24.085,1.6345,26.874,1.7861
0.192,17.633,1.4326,24.132,1.639,26.906,1.7911
0.193,17.667,1.4359,24.179,1.6435,26.938,1.7961
0.194,17.701,1.4391,24.225,1.648,26.97,1.8011
0.195,17.734,1.4424,24.271,1.6525,27.001,1.8062
0.196,17.767,1.4457,24.317,1.6571,27.032,1.8112
0.197,17.8,1.4489,24.363,1.6616,27.063,1.8163
0.198,17.832,1.4522,24.408,1.6661,27.093,1.8213
0.199,17.865,1.4555,24.454,1.6707,27.123,1.8264
0.2,17.897,1.4588,24.499,1.6753,27.153,1.8314
0.201,17.928,1.4621,24.543,1.6798,27.183,1.8365
0.202,17.96,1.4653,24.588,1.6844,27.212,1.8416
0.203,17.991,1.4686,24.632,1.689,27.241,1.8467
0.204,18.022,1.472,24.676,1.6936,27.27,1.8517
0.205,18.053,1.4753,24.719,1.6982,27.299,1.8568
0.206,18.084,1.4786,24.763,1.7028,27.327,1.8619
0.207,18.114,1.4819,24.806,1.7074,27.356,1.867
0.208,18.144,1.4852,24.849,1.712,27.383,1.8721
0.209,18.174,1.4886,24.891,1.7167,27.411,1.8772
0.21,18.204,1.4919,24.934,1.7213,27.439,1.8823
0.211,18.233,1.4953,24.976,1.7259,27.466,1.8874
0.212,18.263,1.4986,25.018,1.7306,27.493,1.8926
0.213,18.292,1.502,25.059,1.7353,27.519,1.8977
0.214,18.32,1.5053,25.101,1.7399,27.546,1.9028
0.215,18.349,1.5087,25.142,1.7446,27.572,1.9079
0.216,18.377,1.5121,25.183,1.7493,27.598,1.9131
0.217,18.405,1.5154,25.223,1.754,27.624,1.9182
0.218,18.433,1.5188,25.264,1.7587,27.649,1.9233
0.219,18.461,1.5222,25.304,1.7634,27.674,1.9285
0.22,18.488,1.5256,25.344,1.7681,27.699,1.9336
0.221,18.515,1.529,25.384,1.7728,27.724,1.9388
0.222,18.542,1.5324,25.423,1.7775,27.749,1.944
0.223,18.569,1.5358,25.462,1.7823,27.773,1.9491
0.224,18.596,1.5392,25.501,1.787,27.797,1.9543
0.225,18.622,1.5426,25.54,1.7918,27.821,1.9595
0.226,18.648,1.546,25.578,1.7965,27.844,1.9646
0.227,18.674,1.5495,25.617,1.8013,27.868,1.9698
0.228,18.7,1.5529,25.655,1.806,27.891,1.975
0.229,18.725,1.5563,25.692,1.8108,27.914,1.9802
0.23,18.75,1.5598,25.73,1.8156,27.936,1.9854
0.231,18.775,1.5632,25.767,1.8204,27.959,1.9906
0.232,18.8,1.5666,25.804,1.8252,27.981,1.9958
0.233,18.825,1.5701,25.841,1.83,28.003,2.001
0.234,18.849,1.5735,25.878,1.8348,28.025,2.0062
0.235,18.874,1.577,25.914,1.8396,28.046,2.0114
0.236,18.898,1.5805,25.95,1.8444,28.068,2.0166
0.237,18.922,1.5839,25.986,1.8492,28.089,2.0218
0.238,18.945,1.5874,26.022,1.8541,28.11,2.027
0.239,18.969,1.5909,26.057,1.8589,28.131,2.0322
0.24,18.992,1.5944,26.092,1.8637,28.151,2.0374
0.241,19.015,1.5978,26.127,1.8686,28.171,2.0427
0.242,19.038,1.6013,26.162,1.8734,28.191,2.0479
0.243,19.06,1.6048,26.197,1.8783,28.211,2.0531
0.244,19.083,1.6083,26.231,1.8832,28.231,2.0584
0.245,19.105,1.6118,26.265,1.888,28.25,2.0636
0.246,19.127,1.6153,26.299,1.8929,28.269,2.0688
0.247,19.149,1.6188,26.333,1.8978,28.288,2.0741
0.248,19.171,1.6223,26.366,1.9027,28.307,2.0793
0.249,19.192,1.6258,26.399,1.9076,28.326,2.0846
0.25,19.214,1.6293,26.432,1.9125,28.344,2.0898
0.251,19.235,1.6329,26.465,1.9174,28.362,2.0951
0.252,19.256,1.6364,26.498,1.9223,28.38,2.1003
0.253,19.277,1.6399,26.53,1.9272,28.398,2.1056
0.254,19.297,1.6434,26.562,1.9322,28.415,2.1108
0.255,19.318,1.647,26.594,1.9371,28.433,2.1161
0.256,19.338,1.6505,26.626,1.942,28.45,2.1214
0.257,19.358,1.654,26.657,1.947,28.467,2.1266
0.258,19.378,1.6576,26.688,1.9519,28.483,2.1319
0.259,19.397,1.6611,26.719,1.9568,28.5,2.1372
0.26,19.417,1.6647,26.75,1.9618,28.516,2.1424
0.261,19.436,1.6682,26.781,1.9668,28.532,2.1477
0.262,19.455,1.6718,26.811,1.9717,28.548,2.153
0.263,19.474,1.6754,26.841,1.9767,28.564,2.1583
0.264,19.493,1.6789,26.871,1.9817,28.58,2.1636
0.265,19.512,1.6825,26.901,1.9867,28.595,2.1688
0.266,19.53,1.686,26.931,1.9916,28.61,2.1741
0.267,19.548,1.6896,26.96,1.9966,28.625,2.1794
0.268,19.567,1.6932,26.989,2.0016,28.64,2.1847
0.269,19.585,1.6968,27.018,2.0066,28.655,2.19
0.27,19.602,1.7003,27.047,2.0116,28.669,2.1953
0.271,19.62,1.7039,27.075,2.0166,28.683,2.2006
0.272,19.637,1.7075,27.104,2.0216,28.697,2.2059
0.273,19.655,1.7111,27.132,2.0267,28.711,2.2112
0.274,19.672,1.7147,27.16,2.0317,28.725,2.2165
0.275,19.689,1.7183,27.187,2.0367,28.738,2.2218
0.276,19.706,1.7219,27.215,2.0417,28.752,2.2271
0.277,19.722,1.7255,27.242,2.0468,28.765,2.2324
0.278,19.739,1.7291,27.269,2.0518,28.778,2.2377
0.279,19.755,1.7327,27.296,2.0569,28.791,2.243
0.28,19.771,1.7363,27.323,2.0619,28.803,2.2483
0.281,19.787,1.7399,27.35,2.067,28.816,2.2536
0.282,19.803,1.7435,27.376,2.072,28.828,2.259
0.283,19.819,1.7471,27.402,2.0771,28.84,2.2643
0.284,19.834,1.7507,27.428,2.0822,28.852,2.2696
0.285,19.85,1.7544,27.454,2.0872,28.864,2.2749
0.286,19.865,1.758,27.479,2.0923,28.875,2.2802
0.287,19.88,1.7616,27.505,2.0974,28.887,2.2855
0.288,19.895,1.7652,27.53,2.1025,28.898,2.2909
0.289,19.91,1.7688,27.555,2.1076,28.909,2.2962
0.29,19.924,1.7725,27.58,2.1126,28.92,2.3015
0.291,19.939,1.7761,27.604,2.1177,28.93,2.3068
0.292,19.953,1.7797,27.629,2.1228,28.941,2.3122
0.293,19.967,1.7834,27.653,2.1279,28.951,2.3175
0.294,19.982,1.787,27.677,2.133,28.962,2.3228
0.295,19.995,1.7907,27.701,2.1382,28.972,2.3281
0.296,20.009,1.7943,27.725,2.1433,28.982,2.3335
0.297,20.023,1.7979,27.748,2.1484,28.991,2.3388
0.298,20.036,1.8016,27.771,2.1535,29.001,2.3441
0.299,20.05,1.8052,27.795,2.1586,29.01,2.3495
0.3,20.063,1.8089,27.818,2.1638,29.02,2.3548
0.301,20.076,1.8125,27.84,2.1689,29.029,2.3601
0.302,20.089,1.8162,27.863,2.174,29.038,2.3655
0.303,20.102,1.8198,27.885,2.1792,29.046,2.3708
0.304,20.114,1.8235,27.908,2.1843,29.055,2.3761
0.305,20.127,1.8272,27.93,2.1895,29.063,2.3815
0.306,20.139,1.8308,27.952,2.1946,29.072,2.3868
0.307,20.151,1.8345,27.973,2.1998,29.08,2.3921
0.308,20.163,1.8381,27.995,2.2049,29.088,2.3975
0.309,20.175,1.8418,28.016,2.2101,29.096,2.4028
0.31,20.187,1.8455,28.038,2.2152,29.103,2.4081
0.311,20.199,1.8491,28.059,2.2204,29.111,2.4135
0.312,20.21,1.8528,28.079,2.2256,29.118,2.4188
0.313,20.222,1.8565,28.1,2.2307,29.126,2.4242
0.314,20.233,1.8602,28.121,2.2359,29.133,2.4295
0.315,20.244,1.8638,28.141,2.2411,29.14,2.4348
0.316,20.255,1.8675,28.161,2.2463,29.147,2.4402
0.317,20.266,1.8712,28.181,2.2515,29.153,2.4455
0.318,20.277,1.8749,28.201,2.2566,29.16,2.4509
0.319,20.288,1.8786,28.221,2.2618,29.166,2.4562
0.32,20.298,1.8822,28.24,2.267,29.172,2.4616
0.321,20.309,1.8859,28.26,2.2722,29.179,2.4669
0.322,20.319,1.8896,28.279,2.2774,29.185,2.4722
0.323,20.329,1.8933,28.298,2.2826,29.19,2.4776
0.324,20.339,1.897,28.317,2.2878,29.196,2.4829
0.325,20.349,1.9007,28.336,2.293,29.202,2.4883
0.326,20.359,1.9044,28.354,2.2982,29.207,2.4936
0.327,20.369,1.908,28.373,2.3035,29.212,2.499
0.328,20.379,1.9117,28.391,2.3087,29.218,2.5043
0.329,20.388,1.9154,28.409,2.3139,29.223,2.5096
0.33,20.397,1.9191,28.427,2.3191,29.227,2.515
0.331,20.407,1.9228,28.445,2.3243,29.232,2.5203
0.332,20.416,1.9265,28.462,2.3296,29.237,2.5257
0.333,20.425,1.9302,28.48,2.3348,29.241,2.531
0.334,20.434,1.9339,28.497,2.34,29.246,2.5363
0.335,20.442,1.9376,28.514,2.3452,29.25,2.5417
0.336,20.451,1.9413,28.531,2.3505,29.254,2.547
0.337,20.46,1.945,28.548,2.3557,29.258,2.5524
0.338,20.468,1.9487,28.565,2.361,29.262,2.5577
0.339,20.476,1.9524,28.582,2.3662,29.266,2.5631
0.34,20.485,1.9561,28.598,2.3714,29.269,2.5684
0.341,20.493,1.9598,28.614,2.3767,29.273,2.5737
0.342,20.501,1.9635,28.631,2.3819,29.276,2.5791
0.343,20.509,1.9673,28.647,2.3872,29.279,2.5844
0.344,20.516,1.971,28.662,2.3924,29.283,2.5897
0.345,20.524,1.9747,28.678,2.3977,29.286,2.5951
0.346,20.532,1.9784,28.694,2.403,29.289,2.6004
0.347,20.539,1.9821,28.709,2.4082,29.291,2.6058
0.348,20.547,1.9858,28.724,2.4135,29.294,2.6111
0.349,20.554,1.9895,28.739,2.4187,29.296,2.6164
0.35,20.561,1.9932,28.754,2.424,29.299,2.6218
0.351,20.568,1.9969,28.769,2.4293,29.301,2.6271
0.352,20.575,2.0007,28.784,2.4345,29.303,2.6324
0.353,20.582,2.0044,28.798,2.4398,29.305,2.6378
0.354,20.589,2.0081,28.813,2.4451,29.307,2.6431
0.355,20.595,2.0118,28.827,2.4504,29.309,2.6484
0.356,20.602,2.0155,28.841,2.4556,29.311,2.6538
0.357,20.608,2.0192,28.855,2.4609,29.312,2.6591
0.358,20.615,2.023,28.869,2.4662,29.314,2.6644
0.359,20.621,2.0267,28.883,2.4715,29.315,2.6698
0.36,20.627,2.0304,28.896,2.4768,29.317,2.6751
0.361,20.633,2.0341,28.91,2.482,29.318,2.6804
0.362,20.639,2.0378,28.923,2.4873,29.319,2.6857
0.363,20.645,2.0415,28.936,2.4926,29.32,2.6911
0.364,20.651,2.0453,28.949,2.4979,29.32,2.6964
0.365,20.656,2.049,28.962,2.5032,29.321,2.7017
0.366,20.662,2.0527,28.975,2.5085,29.322,2.707
0.367,20.667,2.0564,28.988,2.5138,29.322,2.7124
0.368,20.673,2.0601,29,2.5191,29.323,2.7177
0.369,20.678,2.0639,29.012,2.5244,29.323,2.723
0.37,20.683,2.0676,29.025,2.5297,29.323,2.7283
0.371,20.688,2.0713,29.037,2.535,29.323,2.7336
0.372,20.693,2.075,29.049,2.5403,29.323,2.7389
0.373,20.698,2.0788,29.06,2.5456,29.323,2.7443
0.374,20.703,2.0825,29.072,2.5509,29.323,2.7496
0.375,20.708,2.0862,29.084,2.5562,29.322,2.7549
0.376,20.712,2.0899,29.095,2.5615,29.322,2.7602
0.377,20.717,2.0937,29.106,2.5668,29.321,2.7655
0.378,20.721,2.0974,29.118,2.5721,29.321,2.7708
0.379,20.726,2.1011,29.129,2.5774,29.32,2.7761
0.38,20.73,2.1048,29.14,2.5827,29.319,2.7814
0.381,20.734,2.1086,29.15,2.588,29.318,2.7867
0.382,20.738,2.1123,29.161,2.5933,29.317,2.792
0.383,20.742,2.116,29.172,2.5986,29.316,2.7974
0.384,20.746,2.1197,29.182,2.604,29.314,2.8027
0.385,20.75,2.1234,29.192,2.6093,29.313,2.808
0.386,20.754,2.1272,29.203,2.6146,29.312,2.8133
0.387,20.757,2.1309,29.213,2.6199,29.31,2.8186
0.388,20.761,2.1346,29.223,2.6252,29.308,2.8239
0.389,20.764,2.1383,29.232,2.6306,29.307,2.8291
0.39,20.768,2.1421,29.242,2.6359,29.305,2.8344
0.391,20.771,2.1458,29.252,2.6412,29.303,2.8397
0.392,20.774,2.1495,29.261,2.6465,29.301,2.845
0.393,20.778,2.1532,29.27,2.6518,29.299,2.8503
0.394,20.781,2.157,29.28,2.6572,29.296,2.8556
0.395,20.784,2.1607,29.289,2.6625,29.294,2.8609
0.396,20.787,2.1644,29.298,2.6678,29.292,2.8662
0.397,20.789,2.1681,29.307,2.6731,29.289,2.8715
0.398,20.792,2.1719,29.315,2.6785,29.287,2.8767
0.399,20.795,2.1756,29.324,2.6838,29.284,2.882
0.4,20.797,2.1793,29.332,2.6891,29.281,2.8873
0.401,20.8,2.183,29.341,2.6945,29.278,2.8926
0.402,20.802,2.1868,29.349,2.6998,29.275,2.8979
0.403,20.805,2.1905,29.357,2.7051,29.272,2.9031
0.404,20.807,2.1942,29.365,2.7104,29.269,2.9084
0.405,20.809,2.1979,29.373,2.7158,29.266,2.9137
0.406,20.811,2.2016,29.381,2.7211,29.263,2.9189
0.407,20.814,2.2054,29.389,2.7264,29.259,2.9242
0.408,20.816,2.2091,29.397,2.7318,29.256,2.9295
0.409,20.817,2.2128,29.404,2.7371,29.252,2.9347
0.41,20.819,2.2165,29.411,2.7424,29.249,2.94
0.411,20.821,2.2203,29.419,2.7478,29.245,2.9453
0.412,20.823,2.224,29.426,2.7531,29.241,2.9505
0.413,20.824,2.2277,29.433,2.7584,29.237,2.9558
0.414,20.826,2.2314,29.44,2.7638,29.233,2.961
0.415,20.827,2.2351,29.447,2.7691,29.229,2.9663
0.416,20.829,2.2388,29.453,2.7744,29.225,2.9715
0.417,20.83,2.2426,29.46,2.7798,29.221,2.9768
0.418,20.831,2.2463,29.467,2.7851,29.217,2.982
0.419,20.832,2.25,29.473,2.7905,29.212,2.9873
0.42,20.834,2.2537,29.479,2.7958,29.208,2.9925
0.421,20.835,2.2574,29.486,2.8011,29.203,2.9978
0.422,20.836,2.2611,29.492,2.8065,29.199,3.003
0.423,20.836,2.2649,29.498,2.8118,29.194,3.0083
0.424,20.837,2.2686,29.504,2.8171,29.189,3.0135
0.425,20.838,2.2723,29.509,2.8225,29.184,3.0187
0.426,20.839,2.276,29.515,2.8278,29.179,3.024
0.427,20.839,2.2797,29.521,2.8332,29.174,3.0292
0.428,20.84,2.2834,29.526,2.8385,29.169,3.0344
0.429,20.84,2.2871,29.531,2.8438,29.164,3.0396
0.43,20.841,2.2908,29.537,2.8492,29.159,3.0449
0.431,20.841,2.2946,29.542,2.8545,29.154,3.0501
0.432,20.841,2.2983,29.547,2.8598,29.148,3.0553
0.433,20.842,2.302,29.552,2.8652,29.143,3.0605
0.434,20.842,2.3057,29.557,2.8705,29.137,3.0657
0.435,20.842,2.3094,29.562,2.8759,29.132,3.071
0.436,20.842,2.3131,29.566,2.8812,29.126,3.0762
0.437,20.842,2.3168,29.571,2.8865,29.12,3.0814
0.438,20.842,2.3205,29.575,2.8919,29.114,3.0866
0.439,20.842,2.3242,29.58,2.8972,29.108,3.0918
0.44,20.841,2.3279,29.584,2.9025,29.102,3.097
0.441,20.841,2.3316,29.588,2.9079,29.096,3.1022
0.442,20.841,2.3353,29.593,2.9132,29.09,3.1074
0.443,20.84,2.339,29.597,2.9186,29.084,3.1126
0.444,20.84,2.3427,29.601,2.9239,29.078,3.1178
0.445,20.839,2.3464,29.604,2.9292,29.072,3.123
0.446,20.839,2.3501,29.608,2.9346,29.065,3.1282
0.447,20.838,2.3538,29.612,2.9399,29.059,3.1333
0.448,20.837,2.3575,29.615,2.9452,29.052,3.1385
0.449,20.837,2.3612,29.619,2.9506,29.046,3.1437
0.45,20.836,2.3649,29.622,2.9559,29.039,3.1489
0.451,20.835,2.3686,29.625,2.9612,29.032,3.1541
0.452,20.834,2.3723,29.629,2.9666,29.026,3.1592
0.453,20.833,2.376,29.632,2.9719,29.019,3.1644
